questions,answers
What is meant by structured personality tests?,"Structured personality tests require subjects to give responses using some kind of rating scale. The subject reports his/her feeling objectively with respect to various items. For example, self-report measures."
Elaborate the Existential theory of personality.,"Existentialism emphasizes avoiding powerlessness, loneliness, emptiness, and inability to find meaning and value in our lives. This can be achieved by taking responsibility and by living genuine and authentic lives."
What is assessment?,Assessment refers to measurement of psychological attributes of individuals and their evaluation using scientific testing procedures. 
Differentiate between formal and informal assessment.,"Formal assessment is objective, standardized and organized while informal assessment varies from case to case, from one assessor to another and is open to subjective interpretations."
Explain any two methods used for psychological assessment. (Write any two),"The methods for psychological assessment are: Self-report Measures: These are fairly structured measures, often based on theory, that require subjects to give verbal responses using some kind of rating scale. The method requires the subject to objectively report her/his own feelings with respect to various items. The responses are accepted at their face value. They are scored in quantitative terms and interpreted on the basis of norms developed for the test. Projective Techniques: Projective techniques were developed to assess unconscious motives and feelings. These techniques are based on the assumption that a less structured or unstructured stimulus or situation will allow the individual to project her/his feelings, desires and needs on to that situation. These projections are interpreted by experts. A variety of projective techniques have been developed; they use various kinds of stimulus materials and situations for assessing personality. Some of them require reporting associations with stimuli (e.g., words, inkblots), some involve story writing around pictures, some require sentence completions, some require expression through drawings. Interview: This involves seeking information from a person on a one-to-one basis. This can be structured or unstructured. For example, an employer selecting employees for his/her organization. Observation: This involves employing systematic, organized and objective procedures to record behavioural phenomenon occurring in a natural situation. This can be participant or non-participant in nature. E.g., observing mother-child interactions."
What is naturalistic observation?,"Naturalistic observation is observation in a natural setting. For example, observing how people behave in response to a heavy discount provided by a shop."
Explain participant observation.,"In participant observation, the observer may become part of the group being observed. In this the observer takes some time to establish a rapport with the group so that they start accepting him/her as one of the group members. E.g., a teacher may become a part with students playing in the play-ground. "
Critically evaluate the method of behaviour rating for assessing personality.,"Behaviour ratings are used for assessment of personality in educational and industrial settings. In this individuals are put into certain categories in terms of their behavioural qualities. These ratings have drawbacks such as halo effect, middle category bias and extreme response bias."
Describe nomination as a method of assessment.,"This method is used in obtaining peer assessment. In this each person is asked to choose one or more persons of the group with whom she/he would like to work, study, play or participate in a activity. The person may be asked to specify the reason for his or her choices."
What are situational tests?,The most commonly used test of this kind is the situational stress test. It involves a kind of role-playing in which a person performs a task with other persons who are noncooperative and interfering. Thus this test provides us with information about how a person behaves under stressful situations.  
