question,answer,context
What are cellular slime moulds ?,"(i) In cellular slime moulds 𝑒𝑔., Dictyostelium, thousands of individual amoeboid cells, named the myxamoebae, aggregate into slimy mass. (ii) Nuclei of the multicellular plasmodia are haploid (n). As there is no fusion of individual cells, this aggregated mass of cells is called the pseudoplasmodium.","2.2.4 Slime Moulds Slime moulds are saprophytic protists. The body moves along decaying twigs and leaves engulfing organic material. Under suitable conditions, they form an aggregation called plasmodium which may grow and spread over several feet. During unfavourable conditions, the plasmodium differentiates and forms fruiting bodies bearing spores at their tips. The spores possess true walls. They are extremely resistant and survive for many years, even under adverse conditions. The spores are dispersed by air currents.
 "
What are archaebacteria ?,"(i) some bacteria can survive in extreme environmental conditions like high temperature, high concentration, in absence of oxygen or in presence of oxygen in high acidic or alkaline pH. Such bacteria are called archaebacteria. (ii) Their cell wall consists of non-cellulosic polysaccharide or protein and lacks peptidoglycan. This allows them to survive in extreme conditions.  ","Though the bacterial structure is very simple, they are very complex in behaviour. Compared to many other organisms, bacteria as a group show the most extensive metabolic diversity. Some of the bacteria are autotrophic, i.e., they synthesise their own food from inorganic substrates. They may be photosynthetic autotrophic or chemosynthetic autotrophic. The vast majority of bacteria are heterotrophs, i.e., they depend on other organisms or on dead organic matter for food.
 2.1.1 Archaebacteria These bacteria are special since they live in some of the most harsh habitats such as extreme salty areas (halophiles), hot springs (thermoacidophiles) and marshy areas (methanogens). Archaebacteria differ from other bacteria in having a different cell wall structure and this feature is responsible for their survival in extreme conditions. Methanogens are present in the gut of several ruminant animals such as cows and buffaloes and they are responsible for the production of methane (biogas) from the dung of these animals.
 2.1.1 Archaebacteria These bacteria are special since they live in some of the most harsh habitats such as extreme salty areas (halophiles), hot springs (thermoacidophiles) and marshy areas (methanogens). Archaebacteria differ from other bacteria in having a different cell wall structure and this feature is responsible for their survival in extreme conditions. Methanogens are present in the gut of several ruminant animals such as cows and buffaloes and they are responsible for the production of methane (biogas) from the dung of these animals.
 2.1.2 Eubacteria There are thousands of different eubacteria or ‘true bacteria’. They are characterised by the presence of a rigid cell wall, and if motile, a flagellum. The cyanobacteria (also referred to as blue-green algae) have chlorophyll a similar to green plants and are photosynthetic autotrophs (Figure 2.2). The cyanobacteria are unicellular, colonial or filamentous, freshwater/marine or terrestrial algae. The colonies are generally surrounded by gelatinous sheath. They often form blooms in polluted water bodies. Some of these organisms can fix atmospheric nitrogen in specialised cells called heterocysts, e.g., Nostoc and Anabaena. Chemosynthetic autotrophic bacteria oxidise various inorganic substances such as nitrates, nitrites and ammonia and use the released energy for their ATP production. They play a great role in recycling nutrients like nitrogen, phosphorous, iron and sulphur. Heterotrophic bacteria are most abundant in nature. The majority are important decomposers. Many of them have a significant impact on human affairs. They are helpful in making curd from milk, production of antibiotics, fixing nitrogen in legume
 "
Briefly describe the types of xylem.,"Depending upon the time of origin and internal structure, the xylem is of two types: (i) Protoxylem: It is first or easily formed xylem. It is made up of small tracheids and vessels, with annular or spiral thickenings. (ii) Metaxylem: It is later formed xylem. It consist of larger tracheids and vessels and have reticulate, scalariform and pitted thickenings.","The complex tissues are made of more than one type of cells and these work together as a unit. Xylem and phloem constitute the complex tissues in plants (Figure 6.3). Xylem functions as a conducting tissue for water and minerals from roots to the stem and leaves. It also provides mechanical strength to the plant parts. It is composed of four different kinds of elements, namely, tracheids, vessels, xylem fibres and xylem parenchyma. Gymnosperms lack vessels in their xylem. Tracheids are elongated or tube like cells with thick and lignified walls and tapering ends. These are dead and are without protoplasm. The inner layers of the cell walls have thickenings which vary in form. In flowering plants, tracheids and vessels are the main water transporting elements. Vessel is a long cylindrical tube-like structure made up of many cells called vessel members, each with lignified walls and a large central cavity. The vessel cells are also devoid of protoplasm. Vessel members are interconnected through perforations in their common walls. The presence of vessels is a characteristic feature of angiosperms. Xylem fibres have highly thickened walls and obliterated central lumens. These may either be septate or aseptate. Xylem parenchyma cells are living and thin-walled, and their cell walls are made up of cellulose. They store food materials in the form of starch or fat, and other substances like tannins. The radial conduction of water takes place by the ray parenchymatous cells. Primary xylem is of two types – protoxylem and metaxylem. The first formed primary xylem elements are called protoxylem and the later formed primary xylem is called metaxylem. In stems, the protoxylem lies towards the centre (pith) and the metaxylem lies towards the periphery of the organ. This type of primary xylem is called endarch. In roots, the protoxylem lies towards periphery and metaxylem lies towards the centre. Such arrangement of primary xylem is called exarch. Phloem transports food materials, usually from leaves to other parts of the plant. Phloem in angiosperms is composed of sieve tube elements, companion cells, phloem parenchyma
 "
What are tissues? What are their main groups?,"Tissue: A group of similar or dissimilar cells having a common origin and co-operating with one another to perform a similar or a set of similar functions is called a tissue. Plant tissues have been classified into two fundamental types: (1) Meristematic tissue: These are the tissues which are made up of group of immature and similar cells and are in continuous state of division, forming new cells. (2) Permanent tissue: These are composed of mature cells which have definite shape, size and functions and have lost the power of divisions.","6.1 THE TISSUES A tissue is a group of cells having a common origin and usually performing a common function. A plant is made up of different kinds of tissues. Tissues are classified into two main groups, namely, meristematic and permanent tissues based on whether the cells being formed are capable of dividing or not.
 "
Write any three main functions of parenchymatous tissues.,"(i) Parenchyma cells contain chloroplasts and take part in photosynthesis, so they are known as chlorenchyma. Thus, they are meant for storage of food. (ii) Paremchyma have fibre like prosenchyma which is meant for providing turgidity and strength. (iii) Parenchyma in aquatic plants possess air spaces, and are known as aerenchyma which stores air and provides buoyancy to aquatic plants.","A simple tissue is made of only one type of cells. The various simple tissues in plants are parenchyma, collenchyma and sclerenchyma (Figure 6.2). Parenchyma forms the major component within organs. The cells of the parenchyma are generally isodiametric. They may be spherical, oval, round, polygonal or elongated in shape. Their walls are thin and made up of cellulose. They may either be closely packed or have small intercellular spaces. The parenchyma performs various functions like photosynthesis, storage, secretion. The collenchyma occurs in layers below the epidermis in most of the dicotyledonous plants. It is found either as a homogeneous layer or in patches. It consists of cells which are much thickened at the corners due to a deposition of cellulose, hemicellulose and pectin. Collenchymatous cells may be oval, spherical or polygonal and often contain chloroplasts. These cells assimilate food when they contain chloroplasts. Intercellular spaces are absent. They provide mechanical support to the growing parts of the plant such as young stem and petiole of a leaf. Sclerenchyma consists of long, narrow cells with thick and lignified cell walls having a few or numerous pits. They are usually dead and without protoplasts. On the basis of variation in form, structure, origin and development, sclerenchyma may be either fibres or sclereids. The fibres are thick-walled, elongated and pointed cells, generally occuring in groups, in various parts of the plant. The sclereids are spherical, oval or cylindrical, highly thickened dead cells with very
 "
Write differences between vessels and tracheids.,S. No.  Vessels  Tracheid  (i)  Vessels are longer and may be as long as 10 cm.  They are comparatively short and are usually upto 1 mm. in length.  (ii)  A Vessel is composed of a row of cells placed one above the other. Vessels are comparatively wider.  A tracheid is a single cell which is elongated and has tapering end walls.  (iii)  Tracheids are comparatively narrower. ,"A tracheid (elongated)
 Figure 8.1 Diagram showing different shapes of the cells
 could be 3 to 5 µm. The largest isolated single cell is the egg of an ostrich. Among multicellular organisms, human red blood cells are about 7.0 µm in diameter. Nerve cells are some of the longest cells. Cells also vary greatly in their shape. They may be disc-like, polygonal, columnar, cuboid, thread like, or even irregular. The shape of the cell may vary with the function they perform.
 "
Name the main components of xylem. Which of these is suitable for carrying water and why?,"The main components of xylem are: (i) Tracheids, (ii) Vessels, (ii) Xylem parenchyma, (ii) Xylem fibres. (i) Tracheids and vessels are responsible for the conduction of water and minerals because they are elongated tubular channels with wide lumen. (ii) Xylem tracheids possesses pits with pores and vessels possess perforated plates through which they are able to conduct water and minerals from one cell to the another.","The complex tissues are made of more than one type of cells and these work together as a unit. Xylem and phloem constitute the complex tissues in plants (Figure 6.3). Xylem functions as a conducting tissue for water and minerals from roots to the stem and leaves. It also provides mechanical strength to the plant parts. It is composed of four different kinds of elements, namely, tracheids, vessels, xylem fibres and xylem parenchyma. Gymnosperms lack vessels in their xylem. Tracheids are elongated or tube like cells with thick and lignified walls and tapering ends. These are dead and are without protoplasm. The inner layers of the cell walls have thickenings which vary in form. In flowering plants, tracheids and vessels are the main water transporting elements. Vessel is a long cylindrical tube-like structure made up of many cells called vessel members, each with lignified walls and a large central cavity. The vessel cells are also devoid of protoplasm. Vessel members are interconnected through perforations in their common walls. The presence of vessels is a characteristic feature of angiosperms. Xylem fibres have highly thickened walls and obliterated central lumens. These may either be septate or aseptate. Xylem parenchyma cells are living and thin-walled, and their cell walls are made up of cellulose. They store food materials in the form of starch or fat, and other substances like tannins. The radial conduction of water takes place by the ray parenchymatous cells. Primary xylem is of two types – protoxylem and metaxylem. The first formed primary xylem elements are called protoxylem and the later formed primary xylem is called metaxylem. In stems, the protoxylem lies towards the centre (pith) and the metaxylem lies towards the periphery of the organ. This type of primary xylem is called endarch. In roots, the protoxylem lies towards periphery and metaxylem lies towards the centre. Such arrangement of primary xylem is called exarch. Phloem transports food materials, usually from leaves to other parts of the plant. Phloem in angiosperms is composed of sieve tube elements, companion cells, phloem parenchyma
 "
(1) What is periderm? How does periderm formation take place in dicot? (ii) How are vascular bundles arranged in monocot root?,"(i) Periderm: The cork, cork cambium and secondary cortex collectively form a protective tissue called periderm. In order to increase in girth and prevent rupturing of the outer ground tissues due to the formation of secondary vascular tissues, dicot stems produce a cork cambium or phellogen in the outer cortical cells. Phellogen cells divide on both the outer side as well as the inner side to form secondary tissue. The secondary tissue produced on the inner side of the phellogen is parenchymatous. It is called secondary cortex or phelloderm. Phellogen produce cork or phellem on the outer side. The phelloderm, phellogen and phellem together constitute the periderm. (ii) The vascular bundles are arranged in the form of ring around the central pit. The xylem bundles are exarch, i.e., protoxylem lies towards the outer side while the metaxylem faces inwards. Phloem bundles alternate with xylem bundles.","The growth of the roots and stems in length with the help of apical meristem is called the primary growth. Apart from primary growth most dicotyledonous plants exhibit an increase in girth. This increase is called the secondary growth. The tissues involved in secondary growth are the two lateral meristems: vascular cambium and cork cambium.
 6.4.1 Vascular Cambium The meristematic layer that is responsible for cutting off vascular tissues – xylem and pholem – is called vascular cambium. In the young stem it is present in patches as a single layer between the xylem and phloem. Later it forms a complete ring. 6.4.1.1 Formation of cambial ring In dicot stems, the cells of cambium present between primary xylem and primary phloem is the intrafascicular cambium.
 As the stem continues to increase in girth due to the activity of vascular cambium, the outer cortical and epidermis layers get broken and need to be replaced to provide new protective cell layers. Hence, sooner or later, another meristematic tissue called cork cambium or phellogen develops, usually in the cortex region. Phellogen is a couple of layers thick. It is made of narrow, thin-walled and nearly rectangular cells. Phellogen cuts off cells on both sides. The outer cells differentiate into cork or phellem while the inner cells differentiate into secondary cortex or phelloderm. The cork is impervious to water due to suberin deposition in the cell wall. The cells of secondary cortex are parenchymatous. Phellogen, phellem, and phelloderm are collectively known as periderm. Due to activity of the cork cambium, pressure builds up on the remaining layers peripheral
 "
"The transverse section of a plant material shows the following features: vascular bundles are conjoint, closed and scattered and are surrounded by the sclerenchymatous bundles sheath. What will you identify it as? Also, write any other four features of this specimen. ","It is a monocot stem. It is characterised by conjoint, collateral, and closed vascular bundles, scattered in the ground tissue containing the parenchyma. Each vascular bundles is surrounded by sclerenchymatous bundle-sheath cells. Other four features are: (i) Vascular bundles are scattered in the ground tissue. (ii) Y-shaped xylem endarch condition. (iii) Cambium is absent. (iv) Phloem parenchyma and medullary rays are absent in monocot stems.","present on the inner side of the endodermis and above the phloem in the form of semi-lunar patches of sclerenchyma. In between the vascular bundles there are a few layers of radially placed parenchymatous cells, which constitute medullary rays. A large number of vascular bundles are arranged in a ring ; the ‘ring’ arrangement of vascular bundles is a characteristic of dicot stem. Each vascular bundle is conjoint, open, and with endarch protoxylem. A large number of rounded, parenchymatous cells with large intercellular spaces which occupy the central portion of the stem constitute the pith.
 6.3.4
 Monocotyledonous Stem
 Monocotyledonous Stem
 The monocot stem has a sclerenchymatous hypodermis, a large number of scattered vascular bundles, each surrounded by a sclerenchymatous bundle sheath, and a large, conspicuous parenchymatous ground tissue (Figure 6.7b). Vascular bundles are conjoint and closed. Peripheral vascular bundles are generally smaller than the centrally located ones. The phloem parenchyma is absent, and water-containing cavities are present within the vascular bundles.
 The monocot stem has a sclerenchymatous hypodermis, a large number of scattered vascular bundles, each surrounded by a sclerenchymatous bundle sheath, and a large, conspicuous parenchymatous ground tissue (Figure 6.7b). Vascular bundles are conjoint and closed. Peripheral vascular bundles are generally smaller than the centrally located ones. The phloem parenchyma is absent, and water-containing cavities are present within the vascular bundles.
 "
Differentiate between: (i) Early wood and late wood (ii) Heart wood and sap wood,"(i) Differences between early wood and late wood:  S. No.  Early Wood  Late Wood  (i)  It is produced during the favourable period of the year.  (ii)  Early wood constitutes the major part of the annual ring.  It is formed towards the close of the active growing period of the year just before the arrival of unfavourable period. Late wood forms a narrow strip in the annual ring.  (iii)  The wood is lighter in colour.  The wood is darker.  (iv)  It has lower density.  It has higher density.  (ii) Difference between heartwood and sapwood. S. No.  Heartwood  Sapwood  (i)  It is the central wood of an old stem.  It is outer wood of an old stem.  (ii)  Heartwood is dark coloured.  It is light coloured.  (iii)  Living cells are absent.  Living cells are Present.  (iv)  Tracheary elements have deposition of tannins, resins, gums etc.  Tracheary elements do not possess any deposition in their lumen. ","Spring wood and autumn wood
 The activity of cambium is under the control of many physiological and environmental factors. In temperate regions, the climatic conditions are not uniform through the year. In the spring season, cambium is very active and produces a large number of xylary elements having vessels with wider cavities. The wood formed during this season is called spring wood or early wood. In winter, the cambium is less active and forms fewer xylary elements that have narrow vessels, and this wood is called autumn wood or late wood. The spring wood is lighter in colour and has a lower density whereas the autumn wood is darker and has a higher density. The two kinds of woods that appear as alternate concentric rings, constitute an annual ring. Annual rings seen in a cut stem give an estimate of the age of the tree. 6.4.1.4
 The activity of cambium is under the control of many physiological and environmental factors. In temperate regions, the climatic conditions are not uniform through the year. In the spring season, cambium is very active and produces a large number of xylary elements having vessels with wider cavities. The wood formed during this season is called spring wood or early wood. In winter, the cambium is less active and forms fewer xylary elements that have narrow vessels, and this wood is called autumn wood or late wood. The spring wood is lighter in colour and has a lower density whereas the autumn wood is darker and has a higher density. The two kinds of woods that appear as alternate concentric rings, constitute an annual ring. Annual rings seen in a cut stem give an estimate of the age of the tree. 6.4.1.4
 Heartwood and sapwood
 Heartwood and sapwood
 In old trees, the greater part of secondary xylem is dark brown due to deposition of organic compounds like tannins, resins, oils, gums, aromatic substances and essential oils in the central or innermost layers of the stem. These substances make it hard, durable and resistant to the attacks of microorganisms and insects. This region comprises dead elements with highly lignified walls and is called heartwood. The heartwood does not conduct water but it gives mechanical support to the stem. The peripheral region of the secondary xylem, is lighter in colour and is known as the sapwood. It is involved in the conduction of water and minerals from root to leaf.
 "
Describe the types of vascular bundle found in angiosperms. ,"Types of vascular bundles in angiosperms: In angiosperms vascular bundles occur in distinct patches. Based on the arrangement in the plant body. These are radial in roots and conjoint in case of stems and leaves. (i) Radial Bundles: Here xylem and phloem are arranged separately in different radii, called xylem bundles and phloem bundles. (ii) Conjoint Bundles: In this type, the xylem and phloem lie together on the same radius with phloem on the outer side and xylem towards the inner side Based on the presence or absence of cambium, vascular bundles are divided into open and closed vascular bundles. When a strip of cambium is present between xylem and phloem, they are called as open bundles while if cambium strip is absent between xylem and phloem, they are called closed bundles. Open bundles are characteristics of dicot plants whereas closed bundles are characteristics of monocot plants only.","The vascular system consists of complex tissues, the phloem and the xylem.The xylem and phloem together constitute vascular bundles (Figure 6.5). In dicotyledonous stems, cambium is present between phloem and xylem. Such vascular bundles because of the presence of cambium possess the ability to form secondary xylem and phloem tissues, and hence are called open vascular bundles. In the monocotyledons, the vascular bundles have no cambium present in them. Hence, since they do not form secondary tissues they are referred to as closed. When xylem and phloem within a vascular bundle are arranged in an alternate manner along the different radii, the arrangement is called radial such as in roots. In conjoint type of vascular bundles, the xylem and phloem are jointly situated along the same radius of vascular bundles. Such vascular bundles are common in stems and leaves. The conjoint vascular bundles usually have the phloem located only on the outer side of xylem.
 6.3 Figure 6.5 Various types of vascular bundles : (a) radial (b) conjoint closed (c) conjoint open
 "
Draw a nearly labelled diagram of T.S. Dicot stem. (Any six correct labellings) (DDE 2017),Refer to LAQ Q.5. ,"5.1.1
 l
 S phase (Synthesis)
 l
 "
Distinguish between primary and secondary xylem.,S. No.  Primary xylem  Secondary xylem  (i)  It is developed from Procambium.  It is developed from vascular cambium.  (ii)  There are no medullary or any rays in primary xylem.  There are rays in the secondary xylem.  (iii)  It is concerned with the growth of the primary plant body.  It is concerned with the secondary growth of the plant.  (iv)  It is associated with the formation of patches in-side the vascular bundle around the pith.  It constitutes the continuous cylinder around the pith. ,"Vascular cambium Secondary phloem Primary xylem Secondary xylem
 Secondary xylem Secondary phloem rays
 Secondary xylem Secondary phloem rays
 "
How are secondary vascular tissues formed in dicot roots?,"(i) The primary dicot roots lack cambium. (ii) The vascular cambium appear later as a secondary meristem, which develops partially from conjunctive parenchyma and partially from Pericycle. (iii) The parenchyma cells lying beneath the phloem bundles become meristematic to form cambium strips. (iv) The cells of the Pericycle just outside the protoxylem also become meristematic and joins with the cambium strips to form a wavy band of cambium ring. (v) This cambium ring form secondary xylem on the inner side and secondary phloem on the outer side. (vi) The cambium is always more active towards the inner side during the formation of secondary vascular tissues.","The growth of the roots and stems in length with the help of apical meristem is called the primary growth. Apart from primary growth most dicotyledonous plants exhibit an increase in girth. This increase is called the secondary growth. The tissues involved in secondary growth are the two lateral meristems: vascular cambium and cork cambium.
 6.4.1 Vascular Cambium The meristematic layer that is responsible for cutting off vascular tissues – xylem and pholem – is called vascular cambium. In the young stem it is present in patches as a single layer between the xylem and phloem. Later it forms a complete ring. 6.4.1.1 Formation of cambial ring In dicot stems, the cells of cambium present between primary xylem and primary phloem is the intrafascicular cambium.
 6.4.3 Secondary Growth in Roots In the dicot root, the vascular cambium is completely secondary in origin. It originates from the tissue located just below the phloem bundles, a portion of pericycle tissue, above the protoxylem forming a complete and continuous wavy ring, which later becomes circular (Figure 6.11). Further events are similar to those already described above for a dicotyledon stem.
 "
Distinguish between primary and secondary meristems.,"S. No.  Primary meristems  Secondary meristems  (i)  It originates from embroyonal meristem. Example are root apex and shoot apex.  It originates from permanent tissues by regaining of meristematic activity. Examples are cambium and vascular.  (ii)  Made of isodiametric cells. No large vacuoles are found.  Consist of tangentially elongated cells having rectangular outerline in section and possess vacuoles.  (iii)  It gives rise to all primary tissues including intrafascicular cambium.  It forms secondary xylem, secondary phloem, secondary cortex and cock.  (iv)  It is responsible for longitudinal growth.  It causes radial growth of stems and roots. ","Root apical meristem occupies the tip of a root while the shoot apical meristem occupies the distant most region of the stem axis. During the formation of leaves and elongation of stem, some cells ‘left behind’ from shoot apical meristem, constitute the axillary bud. Such buds are present in the axils of leaves and are capable of forming a branch or a flower. The meristem which occurs between mature tissues is known as intercalary meristem. They occur in grasses and regenerate parts removed by the grazing herbivores. Both apical meristems and intercalary meristems are primary meristems because they appear early in life of a plant and contribute to the formation of the primary plant body. The meristem that occurs in the mature regions of roots and shoots of many plants, particularly those that produce woody axis and appear later than primary meristem is called the secondary or lateral meristem. They are cylindrical meristems. Fascicular vascular cambium, interfascicular cambium and cork-cambium are examples of lateral meristems. These are responsible for producing the secondary tissues. Following divisions of cells in both primary and as well as secondary meristems, the newly formed cells become structurally and functionally specialised and lose the ability to divide. Such cells are termed permanent or mature cells and constitute the permanent tissues. During the formation of the primary plant body, specific regions of the apical meristem produce dermal tissues, ground tissues and vascular tissues.
 "
What is the significance of secondary growth?,"The significance of secondary growth are: (i) The secondary growth adds girth to the plant. It provides support by increasing width of the aerial growth. (ii) It produces a corky bark around the tree trunk that protects the interior parts from abrasion, heat cold and infection. (iii) It adds new conducting tissues for replacing old non-functioning ones as well as for meeting increased demand for long distance transport of sap and organic nutrients.  ","6.4 SECONDARY GROWTH
 Figure 6.8 T.S. of leaf : (a) Dicot (b) Monocot
 The growth of the roots and stems in length with the help of apical meristem is called the primary growth. Apart from primary growth most dicotyledonous plants exhibit an increase in girth. This increase is called the secondary growth. The tissues involved in secondary growth are the two lateral meristems: vascular cambium and cork cambium.
 "
