question,answer,context
What do you understand by cellular totipotency? Where it is used?,Cellular totipotency is the ability of a living somatic nucleated cell to form the complete organism. All somatic cells should be totipotent since they carry the full gene complement of the individual. Cellular totipotency is being extensively used in: (i) Rapid multiplication of desired plant. (ii) Embryo which fail to reach maturity. (iii) Multiplication of sterile hybrids. (iv) Production of virus free plants. (v) Multiplication of products of protoplast fusion. (vi) Induction and selection o f mutants. (vii) Development of resistance to chemicals like weedicides. ,"Cellular
 Cellular
 Cellular
 "
Why nucleolus is larger in actively working cell?,"Every cell membrane has some receptor over it, which perceives the drugs and this stimulate cascade effects in cell and disease is cured.  ","Certain drugs coming in contact with the mucosa of mouth and lower side of the tongue are absorbed into the blood capillaries lining them.
 "
Point out the differences between the following: (i) Agnatha and Gnathostomata.,"Two classes of Gnathostomata. (i) Differences between Agnatha and Gnathostomata S.No. (i) (ii) (iii) (iv)  Agnatha Jaws are absent. Paired appendages absent. Notochord persistent. Single median nostril present.  Gnathostomata Jaws are present. Paired appendages present. Notochord replaced by vertebral column. Nostrils are paired.  (ii) Differences between Super class Pisces and Super class tetrapoda: S.No. (i) (ii) (iii)  Super class-Pisces Fishes have paired appendages in the form of pectoral and pelvic fins. They may possess an exoskeleton of dermal scales. Fishes respire by means of gills  Super class-Tetrapoda Tetrapods have paired appendages in the form of five digited limbs. They may possess an exoskeleton of epidermal scales, feathers, or hair. Tetrapods respire by gills. Some amphibians respire by buccopharyngeal cavity,  skin and gills. (iv) (v)  Heart is 2-chambered except lung fishes where heart is 3- chambered. Fishes have internal ear.  Heart is 3 or 4-chamered. Tetrapods may have internal and middle ear or internal, middle and external ear.  ","Agnatha (lacks jaw)
 Super Class Pisces (bear fins) Class 1. Cyclostomata
 Class 1. Chondrichthyes 2. Osteichthyes
 SUMMARY The basic fundamental features such as level of organisation, symmetry, cell organisation, coelom, segmentation, notochord, etc., have enabled us to broadly classify the animal kingdom. Besides the fundamental features, there are many other distinctive characters which are specific for each phyla or class. Porifera includes multicellular animals which exhibit cellular level of organisation and have characteristic flagellated choanocytes. The coelenterates have tentacles and bear cnidoblasts. They are mostly aquatic, sessile or free-floating. The ctenophores are marine animals with comb plates. The platyhelminths have flat body and exhibit bilateral symmetry. The parasitic forms show distinct suckers and hooks. Aschelminthes are pseudocoelomates and include parasitic as well as non-parasitic roundworms. Annelids are metamerically segmented animals with a true coelom. The arthropods are the most abundant group of animals characterised by the presence of jointed appendages. The molluscs have a soft body surrounded by an external calcareous shell. The body is covered with external skeleton made of chitin. The echinoderms possess a spiny skin. Their most distinctive feature is the presence of water vascular system. The hemichordates are a small group of worm-like marine animals. They have a cylindrical body with proboscis, collar and trunk. Phylum Chordata includes animals which possess a notochord either throughout or during early embryonic life. Other common features observed in the chordates are the dorsal, hollow nerve cord and paired pharyngeal gill slits. Some of the vertebrates do not possess jaws (Agnatha) whereas most of them possess jaws (Gnathostomata). Agnatha is represented by the class, Cyclostomata. They are the most primitive chordates and are ectoparasites on fishes. Gnathostomata has two super classes, Pisces and Tetrapoda. Classes Chondrichthyes and Osteichthyes bear fins for locomotion and are grouped under Pisces. The Chondrichthyes are fishes with cartilaginous endoskeleton and are marine. Classes, Amphibia, Reptilia, Aves and Mammalia have two pairs of limbs and are thus grouped under Tetrapoda. The amphibians have adapted to live both on land and water. Reptiles are characterised by the presence of dry and cornified skin. Limbs are absent in snakes. Fishes, amphibians and reptiles are poikilothermous (coldblooded). Aves are warm-blooded animals with feathers on their bodies and forelimbs modified into wings for flying. Hind limbs are adapted for walking, swimming, perching or clasping. The unique features of mammals are the presence of mammary glands and hairs on the skin. They commonly exhibit viviparity.
 "
How do chylomicrons differ from micelles with regard to their structural components?,"Differences between chylomicrons and micelles: S. No.  Chylomicrons  Micelles  (i)  Protein coated water soluble fat droplets of about 150mm released into the lymph.  It is formed by combination of fatty acids, monoylglycerols and the bile salts.  (ii)  In this form fats/ lipids are put into circulation.  In this form, digested fats are absorbed in intestinal cells in alimentary canal. ","blood. They are first incorporated into small droplets called micelles which move into the intestinal mucosa. They are re-formed into very small protein coated fat globules called the chylomicrons which are transported into the lymph vessels (lacteals) in the villi. These lymph vessels ultimately release the absorbed substances into the blood stream. Absorption of substances takes place in different parts of the alimentary canal, like mouth, stomach, small intestine and large intestine. However, maximum absorption occurs in the small intestine. A summary of absorption (sites of absorption and substances absorbed) is given in Table 16.1.
 "
The stomach of a patient had to be removed on medical grounds. What special diet would you recommend him and why?,"When the stomach of a patient is to be removed on medical grounds and the oesophagus is directly connected with the duodenum, the patient should be given simple diet in liquid form only. Milk is to be avoided because the curdling of milk takes place only in the stomach. The food may consist of glucose, protein, carbohydrates all mixed together in the liquid form. No solids should be given to him. This liquid food should be such that it could be acted upon by intestinal juice.","Oesophagus Gizzard Stomach
 "
"How vitamin E helps in maintaining normal membrane structure, and thus keeping skin healthy ?","Primary role of vitamin-E is to serve as an antioxidant as it prevents oxidation of certain materials (i.e., it inhibits peroxide formation and thereby prevents damage of membrane lipids and thus maintains normal membrane structure). Thus vitamin E keeps skin healthy.","(e) Melanotrophin (MSH)
 "
What digestive disorders do you expect in a habitual alcoholic?,"Alcoholic is a person who consumes lots of alcohol regularly. Alcohol is directly absorbed from the stomach by the blood capillaries. The alcohol is known to cause damage to the liver cells. Liver cells produce bile juice. If the liver cells are damaged they would not be able to produce bile. If the bile is not produced in required quantities, the emulsification and further digestion of fats is not possible. This would bring about disturbances in the digestion and adsorption of fats. The alcohol also hardens the stomach wall, which would reduce the churning of food in the stomach.  ","14.3 FERMENTATION In fermentation, say by yeast, the incomplete oxidation of glucose is achieved under anaerobic conditions by sets of reactions where pyruvic acid is converted to CO2 and ethanol. The enzymes, pyruvic acid decarboxylase and alcohol dehydrogenase catalyse these reactions. Other organisms like some bacteria produce lactic acid from pyruvic acid. The steps involved are shown in Figure 14.2. In animal cells also, like muscles during exercise, when oxygen is inadequate for cellular respiration pyruvic acid is reduced to lactic acid by lactate dehydrogenase. The reducing agent is NADH+H+ which is reoxidised to NAD+ in both the processes. In both lactic acid and alcohol fermentation not much energy is released; less than seven per cent of the energy in glucose is released and not all of it is trapped as high energy bonds of ATP. Also, the processes are hazardous – either acid or alcohol is produced. What is the net ATPs that is synthesised (calculate how many ATP are synthesised and deduct the number of ATP utilised during glycolysis) when one molecule of glucose is fermented to alcohol or lactic acid? Yeasts poison themselves to death when the concentration of alcohol reaches about 13 per cent. What then would be the maximum concentration of alcohol in beverages that are naturally fermented? How do you think alcoholic beverages of alcohol content greater than this concentration are obtained? What then is the process by which Figure 14.2 Major pathways of anaerobic organisms can carry out complete oxidation respiration of glucose and extract the energy stored to
 "
Persons suffering from very low blood pressure pass no urine. Why? What suggestion would you offer for the removal of waste products from the blood in such a situation?,"It is true that a person suffering from very low blood pressure does not pass sufficient urine. The reason for this is, the blood to pass through the glomerulus of the nephron must have required amount of pressure in it. If the pressure is not sufficient it will not flow through the glomerulus and filtration would not take place, hence no urine would be formed. This is quite harmful to the person as waste products go on accumulating in the body. To avoid this, a person should be advised to take sufficient amount of water and medicines to keep the blood pressure at an optimum level.","19.2 URINE FORMATION Urine formation involves three main processes namely, glomerular filtration, reabsorption and secretion, that takes place in different parts of the nephron. The first step in urine formation is the filtration of blood, which is carried out by the glomerulus and is called glomerular filtration. On an average, 1100-1200 ml of blood is filtered by the kidneys per minute which constitute roughly 1/5th of the blood pumped out by each ventricle of the heart in a minute. The glomerular capillary blood pressure causes filtration of blood through 3 layers, i.e., the endothelium of glomerular blood vessels, the epithelium of Bowman’s capsule and a basement membrane between these two layers. The epithelial cells of Bowman’s capsule called podocytes are arranged in an intricate manner so as to leave some minute spaces called filtration slits or slit pores. Blood is filtered so finely through these membranes, that almost all the constituents of the plasma except the proteins pass onto the lumen of the Bowman’s capsule. Therefore, it is considered as a process of ultra filtration.
 composition as that of plasma except the nitrogenous wastes. The porous cellophane membrance of the tube allows the passage of molecules based on concentration gradient. As nitrogenous wastes are absent in the dialysing fluid, these substances freely move out, thereby clearing the blood. The cleared blood is pumped back to the body through a vein after adding anti-heparin to it. This method is a boon for thousands of uremic patients all over the world. Kidney transplantation is the ultimate method in the correction of acute renal failures (kidney failure). A functioning kidney is used in transplantation from a donor, preferably a close relative, to minimise its chances of rejection by the immune system of the host. Modern clinical procedures have increased the success rate of such a complicated technique. Renal calculi: Stone or insoluble mass of crystallised salts (oxalates, etc.) formed within the kidney. Glomerulonephritis: Inflammation of glomeruli of kidney.
 SUMMARY Many nitrogen containing substances, ions, CO2, water, etc., that accumulate in the body have to be eliminated. Nature of nitrogenous wastes formed and their excretion vary among animals, mainly depending on the habitat (availability of water). Ammonia, urea and uric acid are the major nitrogenous wastes excreted. Protonephridia, nephridia, malpighian tubules, green glands and the kidneys are the common excretory organs in animals. They not only eliminate nitrogenous wastes but also help in the maintenance of ionic and acid-base balance of body fluids. In humans, the excretory system consists of one pair of kidneys, a pair of ureters, a urinary bladder and a urethra. Each kidney has over a million tubular structures called nephrons. Nephron is the functional unit of kidney and has two portions – glomerulus and renal tubule. Glomerulus is a tuft of capillaries formed from afferent arterioles, fine branches of renal artery. The renal tubule starts with a double walled Bowman’s capsule and is further differentiated into a proximal convoluted tubule (PCT), Henle’s loop (HL) and distal convoluted tubule (DCT). The DCTs of many nephrons join to a common collecting duct many of which ultimately open into the renal pelvis through the medullary pyramids. The Bowman’s capsule encloses the glomerulus to form Malpighian or renal corpuscle. Urine formation involves three main processes, i.e., filtration, reabsorption and secretion. Filtration is a non-selective process performed by the glomerulus using the glomerular capillary blood pressure. About 1200 ml of blood is filtered by the glomerulus per minute to form 125 ml of filtrate in the Bowman’s capsule per
 "
"Suppose the kidneys of a person are damaged, can you predict what is going to happen to him?","The kidneys are considered as master chemists of the body. (i) If they are damaged, it would disturb the normal functioning of the life processes. (ii) Due to the effect of toxins produced by some bacteria the filters of tiny uriniferous tubules are damaged. (iii) They become perforated with larger holes and allow blood cells, and proteins to pass through them along with the urea and water during filtration of blood in formation of urine.","KIDNEY FUNCTION
 composition as that of plasma except the nitrogenous wastes. The porous cellophane membrance of the tube allows the passage of molecules based on concentration gradient. As nitrogenous wastes are absent in the dialysing fluid, these substances freely move out, thereby clearing the blood. The cleared blood is pumped back to the body through a vein after adding anti-heparin to it. This method is a boon for thousands of uremic patients all over the world. Kidney transplantation is the ultimate method in the correction of acute renal failures (kidney failure). A functioning kidney is used in transplantation from a donor, preferably a close relative, to minimise its chances of rejection by the immune system of the host. Modern clinical procedures have increased the success rate of such a complicated technique. Renal calculi: Stone or insoluble mass of crystallised salts (oxalates, etc.) formed within the kidney. Glomerulonephritis: Inflammation of glomeruli of kidney.
 SUMMARY Many nitrogen containing substances, ions, CO2, water, etc., that accumulate in the body have to be eliminated. Nature of nitrogenous wastes formed and their excretion vary among animals, mainly depending on the habitat (availability of water). Ammonia, urea and uric acid are the major nitrogenous wastes excreted. Protonephridia, nephridia, malpighian tubules, green glands and the kidneys are the common excretory organs in animals. They not only eliminate nitrogenous wastes but also help in the maintenance of ionic and acid-base balance of body fluids. In humans, the excretory system consists of one pair of kidneys, a pair of ureters, a urinary bladder and a urethra. Each kidney has over a million tubular structures called nephrons. Nephron is the functional unit of kidney and has two portions – glomerulus and renal tubule. Glomerulus is a tuft of capillaries formed from afferent arterioles, fine branches of renal artery. The renal tubule starts with a double walled Bowman’s capsule and is further differentiated into a proximal convoluted tubule (PCT), Henle’s loop (HL) and distal convoluted tubule (DCT). The DCTs of many nephrons join to a common collecting duct many of which ultimately open into the renal pelvis through the medullary pyramids. The Bowman’s capsule encloses the glomerulus to form Malpighian or renal corpuscle. Urine formation involves three main processes, i.e., filtration, reabsorption and secretion. Filtration is a non-selective process performed by the glomerulus using the glomerular capillary blood pressure. About 1200 ml of blood is filtered by the glomerulus per minute to form 125 ml of filtrate in the Bowman’s capsule per
 "
An aquarium fish and a pigeon were fed on protein diet. In what different forms would they excrete their nitrogenous wastes? Why do they excrete so differently?,An aquarium fish excrete ammonia whereas a pigeon excretes uric acid. Ammonia is highly toxic and needs to be eliminated as rapidly as it is formed. A fish living in water have immediate access to water and can eliminate ammonia easily and directly. Ammonia being soluble in water requires a large volume of water for its elimination which a fish can afford. A bird has very less access to water and can conserve water in its body by eliminating insoluble uric acid crystals.  ,"Animals accumulate ammonia, urea, uric acid, carbon dioxide, water and ions like Na+, K+, Cl–, phosphate, sulphate, etc., either by metabolic activities or by other means like excess ingestion. These substances have to be removed totally or partially. In this chapter, you will learn the mechanisms of elimination of these substances with special emphasis on common nitrogenous wastes. Ammonia, urea and uric acid are the major forms of nitrogenous wastes excreted by the animals. Ammonia is the most toxic form and requires large amount of water for its elimination, whereas uric acid, being the least toxic, can be removed with a minimum loss of water. The process of excreting ammonia is Ammonotelism. Many bony fishes, aquatic amphibians and aquatic insects are ammonotelic in nature. Ammonia, as it is readily soluble, is generally excreted by diffusion across body surfaces or through gill surfaces (in fish) as ammonium ions. Kidneys do not play any significant role in its removal. Terrestrial adaptation necessitated the production of lesser toxic nitrogenous wastes like urea and uric acid for conservation of water. Mammals, many terrestrial amphibians and marine fishes mainly excrete urea and are called ureotelic animals. Ammonia produced by metabolism is converted into urea in the liver of these animals and released into the blood which is filtered and excreted out by the kidneys. Some amount of urea may be retained in the kidney matrix of some of these animals to maintain a desired osmolarity. Reptiles, birds, land snails and insects excrete nitrogenous wastes as uric acid in the form of pellet or paste with a minimum loss of water and are called uricotelic animals.
 "
