question,answer,context
Explain the interpersonal physical distance.   ,"Depending on the situation there are the following four kinds of interpersonal physical distance: i. ii.  iii. iv.  Intimate distance (upto 18 inches): The distance you maintain when you are talking privately to someone, or interacting with a very close friend or relative. Personal distance (18 inches to 4 feet): The distance you maintain when you are interacting one-to-one with a close friend, relative or even with someone not very close to you in a work setting or other social situation. Social distance (4 to 10 feet): The distance you maintain when the interaction is formal, and not close. Public distance (10 feet to infinity): The distance you maintain in a formal setting, when there are a large number of persons. For example, the distance of an audience from a public speaker, or a teacher in a classroom. ","Q. 1. Explain the interpersonal physical distance.
 [CBSE Delhi 2014]
 Ans. Depending on the situation there are the following four kinds of interpersonal physical distance: i. ii.
 Ans. Depending on the situation there are the following four kinds of interpersonal physical distance: i. ii.
 iii. iv.
 Intimate distance (upto 18 inches): The distance you maintain when you are talking privately to someone, or interacting with a very close friend or relative. Personal distance (18 inches to 4 feet): The distance you maintain when you are interacting one-to-one with a close friend, relative or even with someone not very close to you in a work setting or other social situation. Social distance (4 to 10 feet): The distance you maintain when the interaction is formal, and not close. Public distance (10 feet to infinity): The distance you maintain in a formal setting, when there are a large number of persons. For example, the distance of an audience from a public speaker, or a teacher in a classroom.
 Intimate distance (upto 18 inches): The distance you maintain when you are talking privately to someone, or interacting with a very close friend or relative. Personal distance (18 inches to 4 feet): The distance you maintain when you are interacting one-to-one with a close friend, relative or even with someone not very close to you in a work setting or other social situation. Social distance (4 to 10 feet): The distance you maintain when the interaction is formal, and not close. Public distance (10 feet to infinity): The distance you maintain in a formal setting, when there are a large number of persons. For example, the distance of an audience from a public speaker, or a teacher in a classroom.
 "
What is the difference between deprivation and social disadvantage?,Deprivation refers to a state in which a person feels that s/he has lost something valuable and is not getting something what s/he deserves. Social disadvantage is a condition in which some sections of society are not allowed to enjoy the same privileges as the rest of the society.,"Q. 2. What is the difference between deprivation and social disadvantage? Ans. Deprivation refers to a state in which a person feels that s/he has lost something valuable and is not getting something what s/he deserves. Social disadvantage is a condition in which some sections of society are not allowed to enjoy the same privileges as the rest of the society. Q. 3. What measures can be taken for poverty alleviation? Ans. Reduction of poverty and its negative consequences can be attained by: i. ii. iii. iv. v.
 "
What measures can be taken for poverty alleviation?,"Reduction of poverty and its negative consequences can be attained by: i. ii. iii. iv. v.  Breaking the poverty cycle and helping the poor to attain self-sufficiency by providing financial relief, medical and other facilities. Preventing the poor from taking the blame for poverty and hence regain a sense of hope, control and identity. Providing educational and employment opportunities. Taking measures to improve not only physical health but also mental health. Making the poor more powerful, capable of living independently and not depending on help given by others. ","Breaking the poverty cycle and helping the poor to attain self-sufficiency by providing financial relief, medical and other facilities. Preventing the poor from taking the blame for poverty and hence regain a sense of hope, control and identity. Providing educational and employment opportunities. Taking measures to improve not only physical health but also mental health. Making the poor more powerful, capable of living independently and not depending on help given by others.
 "
Differentiate between instrumental aggression and hostile aggression. ,"Instrumental aggression is an act of aggression meant to obtain a certain goal or object. For example a bully slaps a new student in school to snatch his chocolate. Hostile aggression is expression of anger causing harm but not to obtain anything from  the victim. For example, a criminal may beat up a person in the community for mentioning his name to the police.","Q. 4. Differentiate between instrumental aggression and hostile aggression. [CBSE Delhi 2011] Ans. Instrumental aggression is an act of aggression meant to obtain a certain goal or object. For example a bully slaps a new student in school to snatch his chocolate. Hostile aggression is expression of anger causing harm but not to obtain anything from
 the victim. For example, a criminal may beat up a person in the community for mentioning his name to the police. Q. 5. State the strategies for reducing aggression and violence. [CBSE Delhi 2015; (AI) 2011, 2015] Ans. The following are the various ways of reducing aggression and violence: i. ii. iii. iv.
 Parents and teachers should not encourage or reward aggression in any form. Opportunities to observe or imitate aggressive models should be reduced drastically. Imparting social justice and equality in society may help in reducing frustration and hence frustration. A positive attitude towards peace should be inculcated.
 "
"State the strategies for reducing aggression and violence. [CBSE Delhi 2015; (AI) 2011, 2015]",The following are the various ways of reducing aggression and violence: i. ii. iii. iv.  Parents and teachers should not encourage or reward aggression in any form. Opportunities to observe or imitate aggressive models should be reduced drastically. Imparting social justice and equality in society may help in reducing frustration and hence frustration. A positive attitude towards peace should be inculcated. ,"Inborn tendency: Aggression is an inborn tendency which may be meant for selfdefense. Physiological mechanisms: A general physiological state of arousal or feeling activated might be expressed in the form of aggression. Child-rearing: Children whose parents use physical punishment may become angry and show resentment and hence more aggressive than children whose parents use other disciplinary techniques. Frustration: People in frustrated situations show more aggression than those who are not frustrated. In an experiment children are frustrated by preventing them from getting attractive toys that are visible through a screen. These children
 are found to be more destructive than those children who are allowed to access the toys. Q. 11. Explain the situational factors leading to aggression. [CBSE Delhi 2016; (AI) 2016] Some of the situational factors causing aggression are i.
 the victim. For example, a criminal may beat up a person in the community for mentioning his name to the police. Q. 5. State the strategies for reducing aggression and violence. [CBSE Delhi 2015; (AI) 2011, 2015] Ans. The following are the various ways of reducing aggression and violence: i. ii. iii. iv.
 Parents and teachers should not encourage or reward aggression in any form. Opportunities to observe or imitate aggressive models should be reduced drastically. Imparting social justice and equality in society may help in reducing frustration and hence frustration. A positive attitude towards peace should be inculcated.
 Parents and teachers should not encourage or reward aggression in any form. Opportunities to observe or imitate aggressive models should be reduced drastically. Imparting social justice and equality in society may help in reducing frustration and hence frustration. A positive attitude towards peace should be inculcated.
 "
How does mass media influence us?,"Media transmits information in print and electronic form through radio, television, movies, magazines, newspapers and internet. It is used for i. ii. iii. iv.  Advertising, marketing and propaganda, improving public relations and political communication. Enrichment and education Entertainment through musical and sports programmes. Recently entertainment is also provided through video and computer games. Journalism and transmission of news in an interesting manner.  The use of media is becoming a powerful tool for social change, education, promotion of business and attitude change. It is changing the way people get motivated, experience emotions, enjoy life and participate in social activities.  ","Q. 6. How does mass media influence us? Ans. Media transmits information in print and electronic form through radio, television, movies, magazines, newspapers and internet. It is used for i. ii. iii. iv.
 Advertising, marketing and propaganda, improving public relations and political communication. Enrichment and education Entertainment through musical and sports programmes. Recently entertainment is also provided through video and computer games. Journalism and transmission of news in an interesting manner.
 Advertising, marketing and propaganda, improving public relations and political communication. Enrichment and education Entertainment through musical and sports programmes. Recently entertainment is also provided through video and computer games. Journalism and transmission of news in an interesting manner.
 The use of media is becoming a powerful tool for social change, education, promotion of business and attitude change. It is changing the way people get motivated, experience emotions, enjoy life and participate in social activities.
 The use of media is becoming a powerful tool for social change, education, promotion of business and attitude change. It is changing the way people get motivated, experience emotions, enjoy life and participate in social activities.
 "
Distinguish between normal and abnormal behaviour.,"There are various views to distinguish abnormal and normal behaviour. Behaviour is considered as abnormal if is i. ii.  iii.  Deviated from social norms: Behaviour that is deviant from social expectations or norms (the stated or unstated rules for proper conduct) are classified as abnormal. Deviant from culture expectations: A society whose culture values competition and assertiveness may accept aggressive behaviour, whereas one that emphasizes cooperation and family values may consider aggressive behaviour as unacceptableor even abnormal. Maladaptive: Behaviour is seen as abnormal if it is maladaptive, i.e., if it interferes with optimal functioning and growth. ","Q. 1. Distinguish between normal and abnormal behaviour. Ans. There are various views to distinguish abnormal and normal behaviour. Behaviour is considered as abnormal if is i. ii.
 iii.
 Deviated from social norms: Behaviour that is deviant from social expectations or norms (the stated or unstated rules for proper conduct) are classified as abnormal. Deviant from culture expectations: A society whose culture values competition and assertiveness may accept aggressive behaviour, whereas one that emphasizes cooperation and family values may consider aggressive behaviour as unacceptableor even abnormal. Maladaptive: Behaviour is seen as abnormal if it is maladaptive, i.e., if it interferes with optimal functioning and growth.
 Deviated from social norms: Behaviour that is deviant from social expectations or norms (the stated or unstated rules for proper conduct) are classified as abnormal. Deviant from culture expectations: A society whose culture values competition and assertiveness may accept aggressive behaviour, whereas one that emphasizes cooperation and family values may consider aggressive behaviour as unacceptableor even abnormal. Maladaptive: Behaviour is seen as abnormal if it is maladaptive, i.e., if it interferes with optimal functioning and growth.
 "
How does diathesis stress model explain abnormal behaviour? [CBSE (AI) 2011],The 3 components of diathesis stress model are: i. ii. iii.  Diathesis or the presence of some biological aberration which may be inherited. The person may carry a vulnerability to develop a disorder. The person is ‘at risk’ or ‘predisposed’ to develop the disorder. There is a presence of pathogenic stressors that may lead to psychopathology. ,"Q. 3. Explain the diathesis-stress model of abnormal behaviour giving examples from daily life. [CBSE Delhi 2016; (AI) 2016] Ans. The three components of diathesis stress model are: i. ii. iii.
 Diathesis or the presence of some biological aberration which may be inherited. The person may carry a vulnerability to develop a disorder. The person is ‘at risk’ or ‘predisposed’ to develop the disorder. There is a presence of pathogenic stressors that may lead to psychopathology. For example, Aggression refers to behaviour that is intended to cause harm to others. It is demonstrated through harsh words or criticism or hostile feelings against others.
 Diathesis or the presence of some biological aberration which may be inherited. The person may carry a vulnerability to develop a disorder. The person is ‘at risk’ or ‘predisposed’ to develop the disorder. There is a presence of pathogenic stressors that may lead to psychopathology. For example, Aggression refers to behaviour that is intended to cause harm to others. It is demonstrated through harsh words or criticism or hostile feelings against others.
 The 3 components of diathesis stress model are explained in the case of aggression: i.
 Q. 2. How does diathesis stress model explain abnormal behaviour? [CBSE (AI) 2011] Ans. The 3 components of diathesis stress model are: i. ii. iii.
 Diathesis or the presence of some biological aberration which may be inherited. The person may carry a vulnerability to develop a disorder. The person is ‘at risk’ or ‘predisposed’ to develop the disorder. There is a presence of pathogenic stressors that may lead to psychopathology.
 Diathesis or the presence of some biological aberration which may be inherited. The person may carry a vulnerability to develop a disorder. The person is ‘at risk’ or ‘predisposed’ to develop the disorder. There is a presence of pathogenic stressors that may lead to psychopathology.
 "
State the salient features of dissociative amnesia.   ,"Dissociative Amnesia involves memory loss that has no organic cause (e.g. head injury). Some people cannot remember anything about their past while others cannot recall specific events, people, places or objects while their memory for other events remains intact.","Dissociative Amnesia: This involves memory loss that has no organic cause (e.g. head injury). Some people cannot remember anything about their past while others cannot recall specific events, people, places or objects while their memory for other events remains intact. Dissociative Fugue: In this the patient travels away from home and workplace assuming a new identity and inability to recall the previous identity. The fugue ends when the person suddenly ‘wakes up’ with no memory of the events that occurred during the fugue. Dissociative Identity Disorder: In this disorder, the person assumes alternate personalities that may or may not be aware of each other. It is often associated with traumatic experiences in childhood. Depersonalisation: This involves a dreamlike state in which the person has a sense of being separated both from self and from reality. In this there is a change of selfperception, and the person’s sense of reality is temporarily lost or changed.
 Q. 3. State the salient features of dissociative amnesia.
 [CBSE Delhi 2016]
 Ans. Dissociative Amnesia involves memory loss that has no organic cause (e.g. head injury). Some people cannot remember anything about their past while others cannot recall specific events, people, places or objects while their memory for other events remains intact. Q. 4. What are Depressive Disorders? What are the factors predisposing towards depression? Ans. Depression covers a variety of negative moods and behavioural changes. Major Depressive Disorder involves a depressed mood and a loss of interest or pleasure in most activities. Symptoms include change in body weight, constant sleep problems, tiredness, inability to think clearly, agitation, greatly slowed behaviour and thoughts of death and suicide. The factors predisposing towards Depression are heredity, age, gender, negative life events and lack of social support. Women are at risk during young adulthood while men are at risk in middle age. Also, women in comparison to men are more likely to report a depressive disorder. Q. 5. What are Mood Disorders? Discuss in brief the types of mood disorders. OR
 "
What are Depressive Disorders? What are the factors predisposing towards depression?,"Depression covers a variety of negative moods and behavioural changes. Major Depressive Disorder involves a depressed mood and a loss of interest or pleasure in most activities. Symptoms include change in body weight, constant sleep problems, tiredness, inability to think clearly, agitation, greatly slowed behaviour and thoughts of death and suicide. The factors predisposing towards Depression are heredity, age, gender, negative life events and lack of social support. Women are at risk during young adulthood while men are at risk in middle age. Also, women in comparison to men are more likely to report a depressive disorder.","Major Depressive Disorder: This involves a depressed mood and a loss of interest or pleasure in most activities. Symptoms include change in body weight, constant sleep problems, tiredness, inability to think clearly, agitation, greatly slowed behaviour and thoughts of death and suicide. Women are at risk during young adulthood while men are at risk in middle age. Also, women in comparison to men are more likely to report a depressive disorder. Mania: People suffering from mania become euphoric, extremely active, excessively talkative and easily distractible. Bipolar Mood Disorder: In this, both mania and depression are alternatively present and are interrupted by periods of normal mood.
 This disorder includes the following 2 types: i. ii.
 Bipolar I Disorder – Also known as manic-depressive disorder, both mania and depression are alternatively present and are interrupted by periods of normal mood. Bipolar II Disorder – This is also known as Cyclothymic Disorder.
 "
"What are Mood Disorders? Discuss in brief the types of mood disorders.  What is bipolar mood disorder?  [CBSE Delhi 2011; (AI) 2011, 2016] ","This disorder includes the following three types: i.  ii. iii.  Major Depressive Disorder: This involves a depressed mood and a loss of interest or pleasure in most activities. Symptoms include change in body weight, constant sleep problems, tiredness, inability to think clearly, agitation, greatly slowed behaviour and thoughts of death and suicide. Women are at risk during young adulthood while men are at risk in middle age. Also, women in comparison to men are more likely to report a depressive disorder. Mania: People suffering from mania become euphoric, extremely active, excessively talkative and easily distractible. Bipolar Mood Disorder: In this, both mania and depression are alternatively present and are interrupted by periods of normal mood.  This disorder includes the following 2 types: i. ii.  Bipolar I Disorder – Also known as manic-depressive disorder, both mania and depression are alternatively present and are interrupted by periods of normal mood. Bipolar II Disorder – This is also known as Cyclothymic Disorder. ","Major Depressive Disorder: This involves a depressed mood and a loss of interest or pleasure in most activities. Symptoms include change in body weight, constant sleep problems, tiredness, inability to think clearly, agitation, greatly slowed behaviour and thoughts of death and suicide. Women are at risk during young adulthood while men are at risk in middle age. Also, women in comparison to men are more likely to report a depressive disorder. Mania: People suffering from mania become euphoric, extremely active, excessively talkative and easily distractible. Bipolar Mood Disorder: In this, both mania and depression are alternatively present and are interrupted by periods of normal mood.
 This disorder includes the following 2 types: i. ii.
 This disorder includes the following 2 types: i. ii.
 Bipolar I Disorder – Also known as manic-depressive disorder, both mania and depression are alternatively present and are interrupted by periods of normal mood. Bipolar II Disorder – This is also known as Cyclothymic Disorder.
 "
Differentiate between delusions and hallucinations.   ,"Delusions are false beliefs held on inadequate grounds. For example, delusions of grandeur in this people believe themselves to be specially empowered persons. Hallucinations are perceptions that occur in the absence of external stimuli. For example, in auditory hallucinations patients hear sounds or voices that speak words, phrases and sentences directly to the patient (second-person hallucination) or talk to one another referring to the patient (third-person hallucination).","Q. 6. Differentiate between delusions and hallucinations.
 [CBSE Delhi 2016]
 Ans. Delusions are false beliefs held on inadequate grounds. For example, delusions of grandeur in this people believe themselves to be specially empowered persons. Hallucinations are perceptions that occur in the absence of external stimuli. For example, in auditory hallucinations patients hear sounds or voices that speak words, phrases and sentences directly to the patient (second-person hallucination) or talk to one another referring to the patient (third-person hallucination). Q. 7. What are the characteristics of the children suffering from ADHD? Ans. The main features of ADHD include inattention, hyperactivity and impulsivity. Common complaints of children who are inattentive are that the child does not listen, cannot concentrate, does not follow instructions, is disorganized, easily distracted, forgetful, does not finish assignments and is quick to lose interest in boring activities. Children who are impulsive find it difficult to wait or take turns, have difficulty resisting immediate temptations or delaying gratifications. They may knock things over and sometimes more serious accidents and injuries occur. Hyperactive children fidget, squirm, climb and run around the room aimlessly. Q. 8. Explain autistic disorder.
 Ans. Delusions are false beliefs held on inadequate grounds. For example, delusions of grandeur in this people believe themselves to be specially empowered persons. Hallucinations are perceptions that occur in the absence of external stimuli. For example, in auditory hallucinations patients hear sounds or voices that speak words, phrases and sentences directly to the patient (second-person hallucination) or talk to one another referring to the patient (third-person hallucination). Q. 7. What are the characteristics of the children suffering from ADHD? Ans. The main features of ADHD include inattention, hyperactivity and impulsivity. Common complaints of children who are inattentive are that the child does not listen, cannot concentrate, does not follow instructions, is disorganized, easily distracted, forgetful, does not finish assignments and is quick to lose interest in boring activities. Children who are impulsive find it difficult to wait or take turns, have difficulty resisting immediate temptations or delaying gratifications. They may knock things over and sometimes more serious accidents and injuries occur. Hyperactive children fidget, squirm, climb and run around the room aimlessly. Q. 8. Explain autistic disorder.
 "
