question,answer,context
What is task-oriented coping?,"Task-oriented coping involves using alternate courses of action for coping. For example, scheduling your time better or using better methods to solve problems.","Q. 9. Differentiate between problem-focused and emotion-focused coping strategies with examples. Ans. According to Lazarus and Folkman the coping responses are of two types: i.
 ii.
 Problem-focused Strategies: These strategies attack the problem itself with behaviours designed to gain information, to alter the event and to alter belief and commitments. For example, to make a plan of action. Emotion-focused Strategies: These call for psychological changes designed primarily to limit the degree of emotional disruption caused by an event, with minimal effort to alter the event itself. E.g., to do things to let it out of your system.
 Q. 10. What is coping?
 [CBSE (AI) 2011]
 Ans. Coping is a dynamic situation-specific reaction to stress. E.g., watching TV, phone up a friend or try to be with other people. Q. 11. What is task-oriented coping? Ans. Task-oriented coping involves using alternate courses of action for coping. For example, scheduling your time better or using better methods to solve problems. Q. 12. Explain emotion-oriented coping strategy. [CBSE (AI) 2013] Ans. Emotion-oriented Strategy involves venting feelings of anger and frustration or deciding that nothing can be done to change things. For example, to stop worrying. Q. 13. Discuss avoidance-oriented strategy of coping. [CBSE Delhi 2015] Ans. Avoidance-oriented strategy involves denying or minimizing the seriousness of the situation. It involves conscious suppression of stressful thoughts and their replacement by self-protective thoughts. Examples of this are watching TV, phone up a friend or try to be with other people. Q. 14. Explain biofeedback. [CBSE Delhi 2014] Ans. Biofeedback is a type of Stress Management Techniques which involves three stages: developing an awareness of the particular physiological response, e.g. heart rate, learning ways of controlling that physiological response in quiet conditions; and transferring that control into the conditions of everyday life.
 Ans. Coping is a dynamic situation-specific reaction to stress. E.g., watching TV, phone up a friend or try to be with other people. Q. 11. What is task-oriented coping? Ans. Task-oriented coping involves using alternate courses of action for coping. For example, scheduling your time better or using better methods to solve problems. Q. 12. Explain emotion-oriented coping strategy. [CBSE (AI) 2013] Ans. Emotion-oriented Strategy involves venting feelings of anger and frustration or deciding that nothing can be done to change things. For example, to stop worrying. Q. 13. Discuss avoidance-oriented strategy of coping. [CBSE Delhi 2015] Ans. Avoidance-oriented strategy involves denying or minimizing the seriousness of the situation. It involves conscious suppression of stressful thoughts and their replacement by self-protective thoughts. Examples of this are watching TV, phone up a friend or try to be with other people. Q. 14. Explain biofeedback. [CBSE Delhi 2014] Ans. Biofeedback is a type of Stress Management Techniques which involves three stages: developing an awareness of the particular physiological response, e.g. heart rate, learning ways of controlling that physiological response in quiet conditions; and transferring that control into the conditions of everyday life.
 "
Explain emotion-oriented coping strategy. [CBSE (AI) 2013],"Emotion-oriented Strategy involves venting feelings of anger and frustration or deciding that nothing can be done to change things. For example, to stop worrying.","Q. 9. Differentiate between problem-focused and emotion-focused coping strategies with examples. Ans. According to Lazarus and Folkman the coping responses are of two types: i.
 ii.
 Problem-focused Strategies: These strategies attack the problem itself with behaviours designed to gain information, to alter the event and to alter belief and commitments. For example, to make a plan of action. Emotion-focused Strategies: These call for psychological changes designed primarily to limit the degree of emotional disruption caused by an event, with minimal effort to alter the event itself. E.g., to do things to let it out of your system.
 Task-oriented Strategy: This involves using alternate courses of action for coping. For example, scheduling your time better or using better methods to solve problems. ii. Emotion-oriented Strategy: This involves venting feelings of anger and frustration or deciding that nothing can be done to change things. For example, to stop worrying. iii. Avoidance-oriented strategy: This involves denying or minimizing the seriousness of the situation. It involves conscious suppression of stressful thoughts and their replacement by self-protective thoughts. Examples of this are watching TV, phone up a friend or try to be with other people.According to Lazarus and Folkman the coping responses are of two types: a. Problem-focused Strategies: These strategies attack the problem itself with behaviours designed to gain information, to alter the event and to alter belief and commitments. E.g., to make a plan of action. b. Emotion-focused Strategies: These call for psychological changes designed primarily to limit the degree of emotional disruption caused by an event, with minimal effort to alter the event itself. E.g., to do things to let it out of your system. Q. 6. Explain the concept of stress resistant personality. Give suitable examples. [CBSE Delhi 2014, 2016; (AI) 2014]
 "
Discuss avoidance-oriented strategy of coping. ,"Avoidance-oriented strategy involves denying or minimizing the seriousness of the situation. It involves conscious suppression of stressful thoughts and their replacement by self-protective thoughts. Examples of this are watching TV, phone up a friend or try to be with other people.","Task-oriented Strategy: This involves using alternate courses of action for coping. For example, scheduling your time better or using better methods to solve problems. ii. Emotion-oriented Strategy: This involves venting feelings of anger and frustration or deciding that nothing can be done to change things. For example, to stop worrying. iii. Avoidance-oriented strategy: This involves denying or minimizing the seriousness of the situation. It involves conscious suppression of stressful thoughts and their replacement by self-protective thoughts. Examples of this are watching TV, phone up a friend or try to be with other people.According to Lazarus and Folkman the coping responses are of two types: a. Problem-focused Strategies: These strategies attack the problem itself with behaviours designed to gain information, to alter the event and to alter belief and commitments. E.g., to make a plan of action. b. Emotion-focused Strategies: These call for psychological changes designed primarily to limit the degree of emotional disruption caused by an event, with minimal effort to alter the event itself. E.g., to do things to let it out of your system. Q. 6. Explain the concept of stress resistant personality. Give suitable examples. [CBSE Delhi 2014, 2016; (AI) 2014]
 "
Explain biofeedback. ,"Biofeedback is a type of Stress Management Techniques which involves three stages: developing an awareness of the particular physiological response, e.g. heart rate, learning ways of controlling that physiological response in quiet conditions; and transferring that control into the conditions of everyday life. ","relaxation is used to relax the mind and body which starts from the lower part of the body and progresses up to the facial muscles. Meditation Procedures: This technique refocuses the attention that brings about an altered state of consciousness. This is possible through concentration so that the mediator is unaware of any outside stimulation. Biofeedback: This involves three stages: developing an awareness of the particular physiological response, e.g. heart rate, learning ways of controlling that physiological response in quiet conditions; and transferring that control into the conditions of everyday life. Creative Visualisation: This involves imagery and imagination for keeping one’s mind quiet, body relaxed and eyes closed. This reduces the risk of interference from unhidden thoughts and provides the creative energy needed for turning an imagined scene into reality. Cognitive Behavioural Techniques: This approach involves replacing negative and irrational thoughts with positive and rational ones. It includes assessment, stress reduction techniques, and application and follow-through. Assessment involves discussing the nature of the problem and seeing it from the viewpoint of the client. Stress reduction involves learning the techniques of reducing stress such as relaxation and self-instruction. Exercise: Regular exercise improves the efficiency of the heart, enhances the function of the lungs, maintains good circulation, lowers blood pressure, reduces fat in the blood and improves the body’s immune system. Swimming, walking, running, cycling, skipping help to reduce stress.
 "
Explain the role of social support in promoting positive health and wellbeing. [CBSE (AI) 2014],"Emotional support helps to overcome anxiety, loss of self-esteem by the availability of people on whom we can rely upon, those who love, care and value us. Social support reduces psychological distress, depression or anxiety during times of stress. It helps in promoting positive health and providing psychological well-being.  ","Q. 15. Explain the role of social support in promoting positive health and wellbeing. [CBSE (AI) 2014] Ans. Emotional support helps to overcome anxiety, loss of self-esteem by the availability of people on whom we can rely upon, those who love, care and value us. Social support reduces psychological distress, depression or anxiety during times of stress. It helps in promoting positive health and providing psychological well-being.
 "
Define attitude.,"An attitude is a set of views or opinions which have an evaluative feature (positive, negative or neutral quality) and is accompanied by ABC components namely affective, behavioural and cognitive components. For example, a positive attitude of students towards teachers and parents.","Q. 1. Define attitude. Ans. An attitude is a set of views or opinions which have an evaluative feature (positive, negative or neutral quality) and is accompanied by ABC components namely affective, behavioural and cognitive components. For example, a positive attitude of students towards teachers and parents. Q. 2. What is belief? Ans. Beliefs refer to the cognitive component of attitudes such as belief in or belief in democracy Q. 3. What are values? Ans. alues are attitudes with a ‘should’ or ‘ought’ aspect, i.e., moral or ethical values. For example, one should work hard or one should be honest. Q. 4. What is a stereotype? Ans. A stereotype is a cluster of ideas regarding the characteristics of a specific group. They are category-based schemas about a group of people. For example, a stereotype that Americans are hardworking. Q. 5. Explain the concept of prejudice. Ans. Prejudices are negative attitudes towards a particular group and are based on stereotypes (the cognitive component). The cognitive component of prejudice is accompanied by dislike or hatred (the affective component). Prejudice gets translated into discrimination (the behavioural component) whereby people behave in less positive way towards a particular target group compared to another group which they favour. In our society there has been cases of discrimination due to prejudice based on gender, religion, community, caste, physical handicap and illness such as AIDS. Q. 6. What is cognition? Ans. Cognition refers to all those mental processes that deal with obtaining and processing of information. Q. 7. What is social cognition? Ans. Social cognition refers to all those psychological processes that deal with the gathering and processing of information related to social objects. For example, a teacher’sconclusions regarding a student’s behavior in school are quite different from his mother’s conclusion who observes him at home.
 "
What is belief?,Beliefs refer to the cognitive component of attitudes such as belief in or belief in democracy,"Q. 1. Define attitude. Ans. An attitude is a set of views or opinions which have an evaluative feature (positive, negative or neutral quality) and is accompanied by ABC components namely affective, behavioural and cognitive components. For example, a positive attitude of students towards teachers and parents. Q. 2. What is belief? Ans. Beliefs refer to the cognitive component of attitudes such as belief in or belief in democracy Q. 3. What are values? Ans. alues are attitudes with a ‘should’ or ‘ought’ aspect, i.e., moral or ethical values. For example, one should work hard or one should be honest. Q. 4. What is a stereotype? Ans. A stereotype is a cluster of ideas regarding the characteristics of a specific group. They are category-based schemas about a group of people. For example, a stereotype that Americans are hardworking. Q. 5. Explain the concept of prejudice. Ans. Prejudices are negative attitudes towards a particular group and are based on stereotypes (the cognitive component). The cognitive component of prejudice is accompanied by dislike or hatred (the affective component). Prejudice gets translated into discrimination (the behavioural component) whereby people behave in less positive way towards a particular target group compared to another group which they favour. In our society there has been cases of discrimination due to prejudice based on gender, religion, community, caste, physical handicap and illness such as AIDS. Q. 6. What is cognition? Ans. Cognition refers to all those mental processes that deal with obtaining and processing of information. Q. 7. What is social cognition? Ans. Social cognition refers to all those psychological processes that deal with the gathering and processing of information related to social objects. For example, a teacher’sconclusions regarding a student’s behavior in school are quite different from his mother’s conclusion who observes him at home.
 "
What are values?,"alues are attitudes with a ‘should’ or ‘ought’ aspect, i.e., moral or ethical values. For example, one should work hard or one should be honest.","Q. 1. Define attitude. Ans. An attitude is a set of views or opinions which have an evaluative feature (positive, negative or neutral quality) and is accompanied by ABC components namely affective, behavioural and cognitive components. For example, a positive attitude of students towards teachers and parents. Q. 2. What is belief? Ans. Beliefs refer to the cognitive component of attitudes such as belief in or belief in democracy Q. 3. What are values? Ans. alues are attitudes with a ‘should’ or ‘ought’ aspect, i.e., moral or ethical values. For example, one should work hard or one should be honest. Q. 4. What is a stereotype? Ans. A stereotype is a cluster of ideas regarding the characteristics of a specific group. They are category-based schemas about a group of people. For example, a stereotype that Americans are hardworking. Q. 5. Explain the concept of prejudice. Ans. Prejudices are negative attitudes towards a particular group and are based on stereotypes (the cognitive component). The cognitive component of prejudice is accompanied by dislike or hatred (the affective component). Prejudice gets translated into discrimination (the behavioural component) whereby people behave in less positive way towards a particular target group compared to another group which they favour. In our society there has been cases of discrimination due to prejudice based on gender, religion, community, caste, physical handicap and illness such as AIDS. Q. 6. What is cognition? Ans. Cognition refers to all those mental processes that deal with obtaining and processing of information. Q. 7. What is social cognition? Ans. Social cognition refers to all those psychological processes that deal with the gathering and processing of information related to social objects. For example, a teacher’sconclusions regarding a student’s behavior in school are quite different from his mother’s conclusion who observes him at home.
 "
What is a stereotype?,"A stereotype is a cluster of ideas regarding the characteristics of a specific group. They are category-based schemas about a group of people. For example, a stereotype that Americans are hardworking.","Q. 1. Define attitude. Ans. An attitude is a set of views or opinions which have an evaluative feature (positive, negative or neutral quality) and is accompanied by ABC components namely affective, behavioural and cognitive components. For example, a positive attitude of students towards teachers and parents. Q. 2. What is belief? Ans. Beliefs refer to the cognitive component of attitudes such as belief in or belief in democracy Q. 3. What are values? Ans. alues are attitudes with a ‘should’ or ‘ought’ aspect, i.e., moral or ethical values. For example, one should work hard or one should be honest. Q. 4. What is a stereotype? Ans. A stereotype is a cluster of ideas regarding the characteristics of a specific group. They are category-based schemas about a group of people. For example, a stereotype that Americans are hardworking. Q. 5. Explain the concept of prejudice. Ans. Prejudices are negative attitudes towards a particular group and are based on stereotypes (the cognitive component). The cognitive component of prejudice is accompanied by dislike or hatred (the affective component). Prejudice gets translated into discrimination (the behavioural component) whereby people behave in less positive way towards a particular target group compared to another group which they favour. In our society there has been cases of discrimination due to prejudice based on gender, religion, community, caste, physical handicap and illness such as AIDS. Q. 6. What is cognition? Ans. Cognition refers to all those mental processes that deal with obtaining and processing of information. Q. 7. What is social cognition? Ans. Social cognition refers to all those psychological processes that deal with the gathering and processing of information related to social objects. For example, a teacher’sconclusions regarding a student’s behavior in school are quite different from his mother’s conclusion who observes him at home.
 "
Explain the concept of prejudice.,"Prejudices are negative attitudes towards a particular group and are based on stereotypes (the cognitive component). The cognitive component of prejudice is accompanied by dislike or hatred (the affective component). Prejudice gets translated into discrimination (the behavioural component) whereby people behave in less positive way towards a particular target group compared to another group which they favour. In our society there has been cases of discrimination due to prejudice based on gender, religion, community, caste, physical handicap and illness such as AIDS.","Learning: Prejudices are learned through association, reward and punishment, observing others, group or cultural norms and exposure to information. Family, reference groups, personal experiences and media play a role in the learning of prejudices. Prejudiced persons show low adjusting capacity, anxiety and feelings of hostility against outgroup. A strong social identity and ingroup bias: Prejudiced individuals who have a strong social identity and have a very positive attitude towards their own group boost this attitude by holding negative attitudes towards other groups. Scapegoating: The majority group places the blame on a majority outgroup for its social, economic and political problems. Scapegoating is a group-based way of expressing frustration and it often results in negative attitudes or prejudices against the weaker group. Kernel of truth concept: People continue to hold stereotypes because they think that after all, there must be some truth or ‘kernel of truth’ in what everyone says about the other group.
 "
What is cognition?,Cognition refers to all those mental processes that deal with obtaining and processing of information.,"Q. 4. Explain social cognition with the help of suitable examples. [CBSE Delhi 2016] Ans. Social cognition refers to all those psychological processes that deal with the gathering and processing of information related to social objects. For example, a teacher’sconclusions regarding a student’s behavior in school are quite different from his mother’s conclusion who observes him at home. Q. 5. What is attribution? Explain fundamental attribution error and actorobserver effect with the help of an example. [CBSE (AI) 2012, 2013] Ans. We assign causes to the behavior shown in specific social situations. This process is called attribution. For example, a person A hit another person B, we may explain the hitting behavior by saying that i. ii.
 "
What is social cognition?,"Social cognition refers to all those psychological processes that deal with the gathering and processing of information related to social objects. For example, a teacher’sconclusions regarding a student’s behavior in school are quite different from his mother’s conclusion who observes him at home. ","Q. 4. Explain social cognition with the help of suitable examples. [CBSE Delhi 2016] Ans. Social cognition refers to all those psychological processes that deal with the gathering and processing of information related to social objects. For example, a teacher’sconclusions regarding a student’s behavior in school are quite different from his mother’s conclusion who observes him at home. Q. 5. What is attribution? Explain fundamental attribution error and actorobserver effect with the help of an example. [CBSE (AI) 2012, 2013] Ans. We assign causes to the behavior shown in specific social situations. This process is called attribution. For example, a person A hit another person B, we may explain the hitting behavior by saying that i. ii.
 "
What is schema?,Schemas that function in the form of categories are called prototypes. They are the entire set of features or qualities that help us to define an object clearly.,"Q. 8. What is schema? Ans. Schemas that function in the form of categories are called prototypes. They are the entire set of features or qualities that help us to define an object clearly. Q. 9. What is a prototype? Ans. Schemas that function in the form of categories are called prototypes. They are the entire set of features or qualities that help us to define an object clearly Q. 10. What is primacy effect? Ans. During formation of impression, information presented first has a stronger effect than information presented at the end. This is primacy effect. Q. 11. What is recency effect? Ans. During formation of impression, information that comes at the end may have stronger influence. This is recency effect. Q. 12. What is halo effect? Ans. During formation of impression, we have a tendency to think that a target person who has one set of positive qualities must have other positive qualities. This is known as halo effect. For example, if we are told that a person is ‘tidy’ and ‘punctual’, we are likely to think that the person must also be ‘hardworking’. Q. 13. What is social facilitation? Ans. Improvement in performance in the presence of others is called social facilitation. For example, cyclists racing with each other perform better than when they cycle alone. Q. 14. What is social inhibition? Ans. Decline in performance in the presence of others is called social inhibition. For example, if you recite a poem to an audience, your performance is inhibited than when you recite it to your teacher. Q. 15. Explain pro-social behaviour. Ans. Pro-social behavior or altruism is doing something or thinking about the welfare of others without any self-interest. For example, sharing things, cooperating with others,helping during natural calamities, showing sympathy, doing favours to others.
 "
What is a prototype?,Schemas that function in the form of categories are called prototypes. They are the entire set of features or qualities that help us to define an object clearly,"Q. 8. What is schema? Ans. Schemas that function in the form of categories are called prototypes. They are the entire set of features or qualities that help us to define an object clearly. Q. 9. What is a prototype? Ans. Schemas that function in the form of categories are called prototypes. They are the entire set of features or qualities that help us to define an object clearly Q. 10. What is primacy effect? Ans. During formation of impression, information presented first has a stronger effect than information presented at the end. This is primacy effect. Q. 11. What is recency effect? Ans. During formation of impression, information that comes at the end may have stronger influence. This is recency effect. Q. 12. What is halo effect? Ans. During formation of impression, we have a tendency to think that a target person who has one set of positive qualities must have other positive qualities. This is known as halo effect. For example, if we are told that a person is ‘tidy’ and ‘punctual’, we are likely to think that the person must also be ‘hardworking’. Q. 13. What is social facilitation? Ans. Improvement in performance in the presence of others is called social facilitation. For example, cyclists racing with each other perform better than when they cycle alone. Q. 14. What is social inhibition? Ans. Decline in performance in the presence of others is called social inhibition. For example, if you recite a poem to an audience, your performance is inhibited than when you recite it to your teacher. Q. 15. Explain pro-social behaviour. Ans. Pro-social behavior or altruism is doing something or thinking about the welfare of others without any self-interest. For example, sharing things, cooperating with others,helping during natural calamities, showing sympathy, doing favours to others.
 "
What is primacy effect?,"During formation of impression, information presented first has a stronger effect than information presented at the end. This is primacy effect.","These goals can be accomplished through: a. Education and information dissemination, for correcting stereotypes related to specific target groups and tackling the problem of strong ingroup bias. b. Increasing intergroup contact allows for direct communication, removal of mistrust between the groups and discovery of positive qualities in the outgroup. This strategy is successful if • The two groups meet in a cooperative rather than competitive context • Close interactions between the groups help them to know each other better • he two groups are not different in power or status. c. Highlighting individual identity rather than group identity Q. 10. Discuss the concept of impression formation with the help of examples. [CBSE Delhi 2011; (AI) 2011, 2016] Ans. When we meet people, we make inferences about their personal qualities. This is impression formation. For example, if a person is good looking we form impressions that the person would be sincere and hard-working. The person who forms the impression is called the perceiver. The individual about whom the impression is formed is called the target. Impression formation consists of the following subprocesses: i. ii. iii.
 Selection: Information is collected about target person. Organisation: Information is combined in a systematic way. Inference: A conclusion is drawn about the kind of person the target is.
 Q. 11. Explain the factors that influence impression formation. Ans. Impression formation is influences by:
 Q. 4. Discuss factors influencing impression formation. Explain actor-observer effect in attribution. [CBSE Delhi 2015] Ans. Impression formation is influences by: i. ii. iii. iv.
 Nature of information available to the perceiver. Social schemas in the perceiver (including stereotypes). Personality characteristics of the perceiver. Situational factors
 The process of impression formation is influenced by the above factors which are in turn influenced by Primacy effect Recency effect Halo effect We assign causes to the behavior shown in specific social situations. This process is called attribution. A distinction is made between the attribution that a person makes for his/ her positive and negative experiences (actor-role) than the attribution made by another person’s positive and negative experiences (observer-role). This is called actor-observer effect. When a individual attributes his/her own success, he/she emphasizes on internal factors but for failures to external factors; whereas when he/she attributes success of others he gives emphasis to external factors and for failures to internal factors.
 The process of impression formation is influenced by the above factors which are in turn influenced by Primacy effect Recency effect Halo effect We assign causes to the behavior shown in specific social situations. This process is called attribution. A distinction is made between the attribution that a person makes for his/ her positive and negative experiences (actor-role) than the attribution made by another person’s positive and negative experiences (observer-role). This is called actor-observer effect. When a individual attributes his/her own success, he/she emphasizes on internal factors but for failures to external factors; whereas when he/she attributes success of others he gives emphasis to external factors and for failures to internal factors.
 "
