question,answer,context_1,context_2,context_3,context_4,context_5
Q. 13. Explain any four advantages of pipeline transportation. ,"Ans. The four advantages of pipelines transportation are :  Both solid  liquid and gases can be transported through pipelines  Initial cost of laying pipelines is high but subsequent running costs are minimal.  Trans-shipment of losses and delays are minimum.  It is economical to transport petroleum, natural gas, fertilizers to interior places.","Pipeline transport network is a new arrival on the transportation map of India. In the past, these were used to transport water to cities and industries. Now, these are used for transporting crude oil, petroleum products and natural gas from oil and natural gas fields to refineries, fertilizer factories and big thermal power plants. Solids can also be transported through a pipeline when converted into slurry. The far inland locations of refineries like Barauni, Mathura, Panipat and gas based fertilizer plants could be thought of only because of pipelines. Initial cost of laying
","Pipelines
","pipelines is high but subsequent running costs are minimal. It rules out trans-shipment losses or delays. There are three important networks of pipeline transportation in the country. • From oil field in upper Assam to Kanpur (Uttar Pradesh), via Guwahati, Barauni and Allahabad. It has branches from Barauni to Haldia, via Rajbandh, Rajbandh to Maurigram and Guwahati to Siliguri.
","(c) Pipeline
","TRANSPORT Roadways India has one of the largest road networks in the world, aggregating to about 56 lakh km. In India, roadways have preceded railways. They still have an edge over railways in view of the ease with which they can be built and maintained. The growing importance of road transport vis-à-vis rail transport is rooted in the following reasons; (a) construction cost of roads is much lower than that of railway lines, (b) roads can traverse comparatively more dissected and undulating topography, (c) roads can negotiate higher gradients of slopes and as such can traverse mountains such as the Himalayas, (d) road transport is economical in transportation of few persons and relatively smaller amount of goods over short distances, (e) it also provides door-to-door service, thus the cost of loading and unloading is much lower, (f) road transport is also used as a feeder to other modes of transport such as they provide a link between railway stations, air and sea ports. In India, roads are classified in the following six classes according to their capacity. Look at the map of the National Highways and find out about the significant role played by these roads. • Golden Quadrilateral Super Highways: The government has launched a major road development project linking DelhiKolkata-Chennai-Mumbai and Delhi by six-lane Super Highways. The NorthSouth corridors linking Srinagar (Jammu & Kashmir) and Kanniyakumari (Tamil N a d u ) , a n d E a s t - We s t C o r r i d o r connecting Silchar (Assam) and Porbander (Gujarat) are part of this project. The major objective of these Super Highways is to reduce the time and distance between the mega cities of India. These highway projects are being implemented by the National Highway Authority of India (NHAI). • National Highways: National Highways link extreme parts of the country. These are the primary road systems and are 80
"
Q. 14. Explain any four qualitative improvements made in Indian Railways. ,Ans.  Conversion of meter gauge to broad gauge.  Steam engines have been replaced by diesel and electric engines. This has increased the speed and haulage capacity.  The replacement of steam engine run by coal has improved the environment of stations and its surroundings.  Railways routes have been extended to areas were there was no railway lines earlier  ,"Metre Gauge (1.000)
","Broad Gauge (1.676)
","Narrow Gauge (0.762 and 0.610)
","Railways Railways are the principal mode of transportation for freight and passengers in India. Railways also make it possible for people to conduct multifarious a c t i v i t i e s l i k e b u s i n e s s , s i g h t seei n g , pilgrimage along with transportation of goods over longer distances. Apart from an important means of transport the Indian Railways have been a great integrating force for more than 150 years. Railways in India bind the economic life of the country as well as accelerate the development of the industry and agriculture. The Indian Railways is the largest public sector undertaking in the country. The first train steamed off from Mumbai to Thane in 1853, covering a distance of 34 km. The Indian Railway is now reorganised into 16 zones.
","Table 7.1: India: Railway Track The Indian Railway network runs on multiple gauge operations extending over 68,442 km. Gauge in metres
"
"Q. 1. There is an urgent need to develop a sustainable path of energy development. Give two broad measures for it. As concerned citizens, how can you help to conserve energy ? ",Ans. Twin planks/measures :  Promotion of energy conservation.  Increased use of renewable energy sources. As concerned citizens we can do our bit by :  Using public transport systems instead of individual vehicles.  Switching off electricity when not in use.  Using power–saving devices.   Using non-conventional sources of energy.  2+ ½ × 2 = 3 ,"(d) Non-renewable
","CONSERVATION
","ENERGY RESOURCES
","ENERGY RESOURCES
","ENERGY RESOURCES
"
Q. 2. How is geo-thermal energy produced? Explain. ,"Ans. The earth grows progressively hotter with increasing depth. Where the geothermal gradient is high, high temperatures are found at shallow depths. Groundwater in such areas absorbs heat from the rocks and becomes hot. It is so hot that when it rises to the earth’s surface, it turns into steam. This steam is used to drive turbines and generate electricity.  3","geothermal gradient is high, high temperatures are found at shallow depths. Groundwater in such areas absorbs heat from the rocks and becomes hot. It is so hot that when it rises to the earth’s surface, it turns into steam. This steam is used to drive turbines and generate electricity. There are several hundred hot springs in India, which could be used to generate electricity. Two experimental projects have been set up in India to harness geothermal energy. One is located in the Parvati valley near Manikarn in Himachal Pradesh and the other is located in the Puga Valley, Ladakh. Conservation of Energy Resources Energy is a basic requirement for economic development. Every sector of the national economy – agriculture, industry, transport, commercial and domestic – needs inputs of energy. The economic development plans implemented since Independence necessarily required increasing amounts of energy to remain operational. As a result, consumption of energy in all forms has been steadily rising all over the country. In this background, there is an urgent need to develop a sustainable path of energy development. Promotion of energy conservation and increased use of renewable energy sources are the twin planks of sustainable energy. India is presently one of the least energy efficient countries in the world. We have to adopt a cautious approach for the judicious use of our limited energy resources. For example, as concerned citizens we can do our bit by using public transport systems instead of individual vehicles; switching off electricity when not in use, using power-saving devices and using non-conventional sources of energy. After all, “energy saved is energy produced”.
","Laterite has been derived from the Latin word ‘later’ which means brick. The laterite soil develops under tropical and subtropical climate with alternate wet and dry season. This soil is the result of intense leaching due to heavy rain. Lateritic soils are mostly deep to very deep, acidic (pH<6.0), generally deficient in plant nutrients and occur mostly in southern states, Western Ghats region of Maharashtra, Odisha, some parts of West Bengal and North-east regions. Where these soils support deciduous and evergreen forests, it is humus rich, but under sparse
","of Himalayas, these soils experience denudation and are acidic with low humus content. The soils found in the lower parts of the valleys particularly on the river terraces and alluvial fans are fertile. Soil Erosion and Soil Conservation The denudation of the soil cover and subsequent washing down is described as soil erosion. The processes of soil formation and erosion, go on simultaneously and generally there is a balance between the two. Sometimes, this balance is disturbed due to human activities like deforestation, over-grazing, construction and mining etc., while natural forces like wind, glacier and water lead to soil erosion. The running water cuts through the clayey soils and makes deep channels as gullies. The land becomes unfit for cultivation and is known as bad land. In the Chambal basin such lands are called ravines. Sometimes water flows as a sheet over large areas down a slope. In such cases the top
","Soil is the most important renewable natural resource. It is the medium of plant growth and supports different types of living organisms on the earth. The soil is a living system. It takes millions of years to form soil upto a few cm in depth. Relief, parent rock or bed rock, climate, vegetation and other forms of life and time are important factors in the formation of soil. Various forces of nature such as change in temperature, actions of running water, wind and glaciers, activities of decomposers etc. contribute to the formation of soil. Chemical and organic changes which take place in the Top soil the upper soil layer Subsoil weathered rocks sand and silt clay
","These soils are found in the hilly and mountainous areas where sufficient rain forests are available. The soils texture varies according to the mountain environment where they are formed. They are loamy and silty in valley sides and coarse grained in the upper slopes. In the snow covered areas
"
Q. 3. How can solar energy solve the energy problem to some extent in India ? Give your opinion.  		Why is solar energy fastly becoming popular in rural and remote areas of India ? Explain. ,"Ans.  India is a tropical country, therefore it receives sunlight in abundance throughout the year.  Solar plant can be easily established in rural and remote areas.  It will minimise the dependence of rural households, firewood and dung cakes which in turn will contribute to environmental conservation and adequate quantity of manure. ","Solar Energy India is a tropical country. It has enormous possibilities of tapping solar energy. Photovoltaic technology converts sunlight directly into electricity. Solar energy is fast becoming popular in rural and remote areas. Some big solar power plants are being established in different parts of India which will minimise the dependence of rural households on firewood and dung cakes, which in turn will contribute to environmental conservation and adequate supply of manure in agriculture. 60
","India is an important producer of pea, cauliflower, onion, cabbage, tomato, brinjal and potato. Non-Food Crops Rubber: It is an equatorial crop, but under special conditions, it is also grown in tropical and sub-tropical areas. It requires moist and humid climate with rainfall of more than 200 cm. and temperature above 25°C. Rubber is an important industrial raw material. It is mainly grown in Kerala, Tamil Nadu, Karnataka and Andaman and Nicobar islands and Garo hills of Meghalaya. List the items which are made of rubber and are used by us. Fibre Crops: Cotton, jute, hemp and natural silk are the four major fibre crops grown in India. The first three are derived from the crops grown in the soil, the latter is obtained from cocoons of the silkworms fed on green leaves specially mulberry. Rearing of silk worms for the production of silk fibre is known as sericulture. Cotton: India is believed to be the original home of the cotton plant. Cotton is one of the main raw materials for cotton textile industry. In 2016, India was second largest producer of cotton after China. Cotton grows well in drier parts of the black cotton soil of the Deccan plateau. It requires high temperature, light rainfall or irrigation, 210 frost-free days and bright sun-shine for its
","and smaller as the population rises. India’s rural population is about 833 million (2011) which depends upon 250 million (approximate) hectares of agricultural land, an average of less than half a hectare per person. Indian farmers should diversify their cropping pattern from cereals to high-value crops. This will increase incomes and reduce environmental degradation simultaneously. Because fruits, medicinal herbs, flowers, vegetables, bio-diesel crops like jatropha and jojoba need much less irrigation than rice or sugarcane. India’s diverse climate can be harnessed to grow a wide range of high-value crops.
","Horticulture Crops: In 2016, India was the second largest producer of fruits and vegetables in the world after China. India is a producer of tropical as well as temperate fruits. Mangoes of Maharashtra, Andhra Pradesh, Telangana, Uttar Pradesh and West Bengal, oranges of Nagpur and Cherrapunjee (Meghalaya), bananas of Kerala, Mizoram, Maharashtra and Tamil Nadu, lichi and guava of Uttar Pradesh and Bihar, pineapples of Meghalaya, grapes of Andhra Pradesh, Telangana and Maharashtra, apples, pears, apricots and walnuts of Jammu and Kashmir and Himachal Pradesh are in great demand the world over.
","Non-Conventional Sources of Energy The growing consumption of energy has resulted in the country becoming increasingly dependent on fossil fuels such as coal, oil and gas. Rising prices of oil and gas and their potential shortages have raised uncertainties about the security of energy supply in future, which in turn has serious repercussions on the growth of the national economy. Moreover, increasing use of fossil fuels also causes serious environmental problems. Hence, there is a pressing need to use renewable energy sources like solar energy, wind, tide, biomass and energy from waste material. These are called nonconventional energy sources. India is blessed with an abundance of sunlight, water, wind and biomass. It has the largest programmes for the development of these renewable energy resources. Nuclear or Atomic Energy It is obtained by altering the structure of atoms. When such an alteration is made, much energy is released in the form of heat and this is used to generate electric power. Uranium and Thorium, which are available in Jharkhand and the Aravalli ranges of Rajasthan are used for generating atomic or nuclear power. The Monazite sands of Kerala is also rich in Thorium. Locate the 6 nuclear power stations and find out the state in which they are located.
"
Q. 4. “Natural gas is considered an environment– friendly fuel.” Explain the statement in two points. ,Ans.  Natural gas is used as a source of energy as well as an industrial raw material.  It can be transported easily through pipelines.  Pipelines have helped in setting up fertilizer plants and power plants on its way.  Natural gas is a clean source of energy.  It is an environment–friendly fuel because of the low carbon emission.  1 × 3 = 3 ,"emissions and is, therefore, the fuel for the present century. Large reserves of natural gas have been discovered in the Krishna-Godavari basin. A long the west coast the reserves of the Mumbai High and allied fields are supplemented by finds in the Gulf of Cambay. A ndaman and Nicobar islands are also important areas having large reserves of natural gas. The 1700 km long Hazira-VijaipurJagdishpur cross country gas pipeline links Mumbai High and Bassien with the fertilizer, power and industrial complexes in western and northern India. This artery has provided an impetus to India’s gas production. The power and fertilizer industries are the key users of natural gas. Use of Compressed Natural Gas (CNG ) for vehicles to replace liquid fuels is gaining wide popularity in the country. Electricity Electricity has such a wide range of applications in today’s world that, its percapita consumption is considered as an index of development. Electricity is generated mainly in two ways: by running water which drives hydro turbines to generate hydro electricity; and by burning other fuels such as coal, petroleum and natural gas to drive turbines to produce thermal power. Once generated the electricity is exactly the same. Name some river valley projects and write the names of the dams built on these rivers. Hydro electricity is generated by fast flowing water, which is a renewable resource. India has a number of multi-purpose projects like the Bhakra Nangal, Damodar Valley corporation, the Kopili Hydel Project etc. producing hydroelectric power. Thermal electricity is generated by using coal, petroleum and natural gas. The thermal power stations use non-renewable fossil fuels for generating electricity.
","Pipeline transport network is a new arrival on the transportation map of India. In the past, these were used to transport water to cities and industries. Now, these are used for transporting crude oil, petroleum products and natural gas from oil and natural gas fields to refineries, fertilizer factories and big thermal power plants. Solids can also be transported through a pipeline when converted into slurry. The far inland locations of refineries like Barauni, Mathura, Panipat and gas based fertilizer plants could be thought of only because of pipelines. Initial cost of laying
","Non-Conventional Sources of Energy The growing consumption of energy has resulted in the country becoming increasingly dependent on fossil fuels such as coal, oil and gas. Rising prices of oil and gas and their potential shortages have raised uncertainties about the security of energy supply in future, which in turn has serious repercussions on the growth of the national economy. Moreover, increasing use of fossil fuels also causes serious environmental problems. Hence, there is a pressing need to use renewable energy sources like solar energy, wind, tide, biomass and energy from waste material. These are called nonconventional energy sources. India is blessed with an abundance of sunlight, water, wind and biomass. It has the largest programmes for the development of these renewable energy resources. Nuclear or Atomic Energy It is obtained by altering the structure of atoms. When such an alteration is made, much energy is released in the form of heat and this is used to generate electric power. Uranium and Thorium, which are available in Jharkhand and the Aravalli ranges of Rajasthan are used for generating atomic or nuclear power. The Monazite sands of Kerala is also rich in Thorium. Locate the 6 nuclear power stations and find out the state in which they are located.
","Pipelines
","ENERGY RESOURCES
"
Q. 5. Which are the potential sources of biogas ? State any four benefits of biogas. ,"Ans. Potential sources of biogas are : Shrubs, farm wastes, animal and human waste, etc. Four benefits of biogas are :  Its calorific value is high.  It burns without smoke, causing no pollution.  It is the cheapest gaseous fuel.  Its plants provide twin benefits to the farmer in the form of energy and improved quality of manure. ","Biogas Shrubs, farm waste, animal and human waste are used to produce biogas for domestic consumption in rural areas. Decomposition of organic matter yields gas, which has higher thermal efficiency in comparison to kerosene, dung cake and charcoal. Biogas plants are set up at municipal, cooperative and individual levels. The plants using cattle dung are known as ‘Gobar gas plants’ in rural India. These provide twin benefits to the farmer in the form of energy and improved quality of
","Fig. 5.13: Biogas Plant
","manure. Biogas is by far the most efficient use of cattle dung. It improves the quality of manure and also prevents the loss of trees and manure due to burning of fuel wood and cow dung cakes.
","A concerted effort has to be made in order to use our mineral resources in a planned and sustainable manner. Improved technologies need to be constantly evolved to allow use of low grade ores at low costs. Recycling of metals, using scrap metals and other substitutes are steps in conserving our mineral resources for the future. Dig a little deeper: Make a list of items where substitutes are being used instead of minerals. Where are these substitutes obtained from? Energy Resources Energy is required for all activities. It is needed to cook, to provide light and heat, to propel vehicles and to drive machinery in industries. Energy can be generated from fuel minerals like coal, petroleum, natural gas, uranium and from electricity. Energy resources can be classified as conventional and non-conventional sources. Conventional sources include: firewood, cattle dung cake, coal, petroleum, natural gas and electricity (both hydel and thermal). Non-conventional sources include solar, wind, tidal, geothermal, biogas and atomic energy. Firewood and cattle dung cake are most common in rural India. According to one estimate more than 70 per cent energy requirement in rural households is met by these two ; continuation of these is increasingly becoming dif ficult due to decreasing forest area. Moreover, using dung cake too is being discouraged because it consumes most valuable manure which could be used in agriculture. Conventional Sources of Energy Coal: In India, coal is the most abundantly available fossil fuel. It provides a substantial part of the nation’s energy needs. It is used for power generation, to supply energy to industry as well as for domestic needs. India is highly dependent on coal for meeting its commercial energy requirements. As you are already aware that coal is formed due the compression of plant material over millions of years. Coal, therefore, is found in a variety of forms depending on the degrees of compression and the depth and 56
","Non-Conventional Sources of Energy The growing consumption of energy has resulted in the country becoming increasingly dependent on fossil fuels such as coal, oil and gas. Rising prices of oil and gas and their potential shortages have raised uncertainties about the security of energy supply in future, which in turn has serious repercussions on the growth of the national economy. Moreover, increasing use of fossil fuels also causes serious environmental problems. Hence, there is a pressing need to use renewable energy sources like solar energy, wind, tide, biomass and energy from waste material. These are called nonconventional energy sources. India is blessed with an abundance of sunlight, water, wind and biomass. It has the largest programmes for the development of these renewable energy resources. Nuclear or Atomic Energy It is obtained by altering the structure of atoms. When such an alteration is made, much energy is released in the form of heat and this is used to generate electric power. Uranium and Thorium, which are available in Jharkhand and the Aravalli ranges of Rajasthan are used for generating atomic or nuclear power. The Monazite sands of Kerala is also rich in Thorium. Locate the 6 nuclear power stations and find out the state in which they are located.
"
Q. 6. Describe any three non-conventional sources of energy. ,"Ans. Non-conventional sources of energy are :  Solar Energy : India is a tropical country. It has enormous possibilities of trapping solar energy. Photovoltaic technology converts sunlight directly into electricity. Solar energy is fastly becoming popular in rural and remote areas.  Wind Energy : India now ranks as a ‘wind super power’ in the world. The largest wind farm cluster is located in Tamil Nadu from Nagercoil to Madurai. Apart from these, Andhra Pradesh, Karnataka, Gujarat, Kerala, Maharashtra and Lakshadweep have important wind farms. Nagercoil and Jaisalmer are well-known for effective use of wind energy in the country.  Biogas : Shrubs, farm waste, animal and human waste are used to produce biogas for domestic consumption in rural areas. Biogas plants using cattle dung are known as ‘Gobar Gas Plants’ in rural India. These provide twin benefits to the farmer in the form of energy and improved quality of manure.","Solar Energy India is a tropical country. It has enormous possibilities of tapping solar energy. Photovoltaic technology converts sunlight directly into electricity. Solar energy is fast becoming popular in rural and remote areas. Some big solar power plants are being established in different parts of India which will minimise the dependence of rural households on firewood and dung cakes, which in turn will contribute to environmental conservation and adequate supply of manure in agriculture. 60
","India has great potential of wind power. The largest wind farm cluster is located in Tamil Nadu from Nagarcoil to Madurai. Apart from these, Andhra Pradesh, Karnataka, Gujarat, Kerala, Maharashtra and Lakshadweep have important wind farms. Nagarcoil and Jaisalmer are well known for effective use of wind energy in the country.
","Non-Conventional Sources of Energy The growing consumption of energy has resulted in the country becoming increasingly dependent on fossil fuels such as coal, oil and gas. Rising prices of oil and gas and their potential shortages have raised uncertainties about the security of energy supply in future, which in turn has serious repercussions on the growth of the national economy. Moreover, increasing use of fossil fuels also causes serious environmental problems. Hence, there is a pressing need to use renewable energy sources like solar energy, wind, tide, biomass and energy from waste material. These are called nonconventional energy sources. India is blessed with an abundance of sunlight, water, wind and biomass. It has the largest programmes for the development of these renewable energy resources. Nuclear or Atomic Energy It is obtained by altering the structure of atoms. When such an alteration is made, much energy is released in the form of heat and this is used to generate electric power. Uranium and Thorium, which are available in Jharkhand and the Aravalli ranges of Rajasthan are used for generating atomic or nuclear power. The Monazite sands of Kerala is also rich in Thorium. Locate the 6 nuclear power stations and find out the state in which they are located.
","emissions and is, therefore, the fuel for the present century. Large reserves of natural gas have been discovered in the Krishna-Godavari basin. A long the west coast the reserves of the Mumbai High and allied fields are supplemented by finds in the Gulf of Cambay. A ndaman and Nicobar islands are also important areas having large reserves of natural gas. The 1700 km long Hazira-VijaipurJagdishpur cross country gas pipeline links Mumbai High and Bassien with the fertilizer, power and industrial complexes in western and northern India. This artery has provided an impetus to India’s gas production. The power and fertilizer industries are the key users of natural gas. Use of Compressed Natural Gas (CNG ) for vehicles to replace liquid fuels is gaining wide popularity in the country. Electricity Electricity has such a wide range of applications in today’s world that, its percapita consumption is considered as an index of development. Electricity is generated mainly in two ways: by running water which drives hydro turbines to generate hydro electricity; and by burning other fuels such as coal, petroleum and natural gas to drive turbines to produce thermal power. Once generated the electricity is exactly the same. Name some river valley projects and write the names of the dams built on these rivers. Hydro electricity is generated by fast flowing water, which is a renewable resource. India has a number of multi-purpose projects like the Bhakra Nangal, Damodar Valley corporation, the Kopili Hydel Project etc. producing hydroelectric power. Thermal electricity is generated by using coal, petroleum and natural gas. The thermal power stations use non-renewable fossil fuels for generating electricity.
","geothermal gradient is high, high temperatures are found at shallow depths. Groundwater in such areas absorbs heat from the rocks and becomes hot. It is so hot that when it rises to the earth’s surface, it turns into steam. This steam is used to drive turbines and generate electricity. There are several hundred hot springs in India, which could be used to generate electricity. Two experimental projects have been set up in India to harness geothermal energy. One is located in the Parvati valley near Manikarn in Himachal Pradesh and the other is located in the Puga Valley, Ladakh. Conservation of Energy Resources Energy is a basic requirement for economic development. Every sector of the national economy – agriculture, industry, transport, commercial and domestic – needs inputs of energy. The economic development plans implemented since Independence necessarily required increasing amounts of energy to remain operational. As a result, consumption of energy in all forms has been steadily rising all over the country. In this background, there is an urgent need to develop a sustainable path of energy development. Promotion of energy conservation and increased use of renewable energy sources are the twin planks of sustainable energy. India is presently one of the least energy efficient countries in the world. We have to adopt a cautious approach for the judicious use of our limited energy resources. For example, as concerned citizens we can do our bit by using public transport systems instead of individual vehicles; switching off electricity when not in use, using power-saving devices and using non-conventional sources of energy. After all, “energy saved is energy produced”.
"
Q. 7. “India should harness the geothermal energy to meet the growing consumption of energy.” Explain the statement in three points. ,"Ans. Geothermal energy :  Geothermal energy exists because the earth grows progressively hotter with the increasing depth.  Where the geothermal gradient is high, high temperatures are found at shallow depths.  Ground water absorbs heat and rises to the earth’s surface into steam.  This could be used to drive turbines and generate electricity.  Potential to produce geothermal energy in India is in Manikaran and Puga Valley.  1 × 3 = 3 ","geothermal gradient is high, high temperatures are found at shallow depths. Groundwater in such areas absorbs heat from the rocks and becomes hot. It is so hot that when it rises to the earth’s surface, it turns into steam. This steam is used to drive turbines and generate electricity. There are several hundred hot springs in India, which could be used to generate electricity. Two experimental projects have been set up in India to harness geothermal energy. One is located in the Parvati valley near Manikarn in Himachal Pradesh and the other is located in the Puga Valley, Ladakh. Conservation of Energy Resources Energy is a basic requirement for economic development. Every sector of the national economy – agriculture, industry, transport, commercial and domestic – needs inputs of energy. The economic development plans implemented since Independence necessarily required increasing amounts of energy to remain operational. As a result, consumption of energy in all forms has been steadily rising all over the country. In this background, there is an urgent need to develop a sustainable path of energy development. Promotion of energy conservation and increased use of renewable energy sources are the twin planks of sustainable energy. India is presently one of the least energy efficient countries in the world. We have to adopt a cautious approach for the judicious use of our limited energy resources. For example, as concerned citizens we can do our bit by using public transport systems instead of individual vehicles; switching off electricity when not in use, using power-saving devices and using non-conventional sources of energy. After all, “energy saved is energy produced”.
","Tidal Energy Oceanic tides can be used to generate electricity. Floodgate dams are built across inlets. During high tide water flows into the inlet and gets trapped when the gate is closed. After the tide falls outside the flood gate, the water retained by the floodgate flows back to the sea via a pipe that carries it through a power-generating turbine. In India the Gulf of Khambhat, the Gulf of Kuchchh in Gujarat on the western coast and Gangetic delta in Sunderban regions of West Bengal provide ideal conditions for utilising tidal energy. Geo Thermal Energy Geo thermal energy refers to the heat and electricity produced by using the heat from the interior of the Earth. Geothermal energy exists because, the Earth grows progressively hotter with increasing depth. Where the EXERCISES
","Non-Conventional Sources of Energy The growing consumption of energy has resulted in the country becoming increasingly dependent on fossil fuels such as coal, oil and gas. Rising prices of oil and gas and their potential shortages have raised uncertainties about the security of energy supply in future, which in turn has serious repercussions on the growth of the national economy. Moreover, increasing use of fossil fuels also causes serious environmental problems. Hence, there is a pressing need to use renewable energy sources like solar energy, wind, tide, biomass and energy from waste material. These are called nonconventional energy sources. India is blessed with an abundance of sunlight, water, wind and biomass. It has the largest programmes for the development of these renewable energy resources. Nuclear or Atomic Energy It is obtained by altering the structure of atoms. When such an alteration is made, much energy is released in the form of heat and this is used to generate electric power. Uranium and Thorium, which are available in Jharkhand and the Aravalli ranges of Rajasthan are used for generating atomic or nuclear power. The Monazite sands of Kerala is also rich in Thorium. Locate the 6 nuclear power stations and find out the state in which they are located.
","Solar Energy India is a tropical country. It has enormous possibilities of tapping solar energy. Photovoltaic technology converts sunlight directly into electricity. Solar energy is fast becoming popular in rural and remote areas. Some big solar power plants are being established in different parts of India which will minimise the dependence of rural households on firewood and dung cakes, which in turn will contribute to environmental conservation and adequate supply of manure in agriculture. 60
","A concerted effort has to be made in order to use our mineral resources in a planned and sustainable manner. Improved technologies need to be constantly evolved to allow use of low grade ores at low costs. Recycling of metals, using scrap metals and other substitutes are steps in conserving our mineral resources for the future. Dig a little deeper: Make a list of items where substitutes are being used instead of minerals. Where are these substitutes obtained from? Energy Resources Energy is required for all activities. It is needed to cook, to provide light and heat, to propel vehicles and to drive machinery in industries. Energy can be generated from fuel minerals like coal, petroleum, natural gas, uranium and from electricity. Energy resources can be classified as conventional and non-conventional sources. Conventional sources include: firewood, cattle dung cake, coal, petroleum, natural gas and electricity (both hydel and thermal). Non-conventional sources include solar, wind, tidal, geothermal, biogas and atomic energy. Firewood and cattle dung cake are most common in rural India. According to one estimate more than 70 per cent energy requirement in rural households is met by these two ; continuation of these is increasingly becoming dif ficult due to decreasing forest area. Moreover, using dung cake too is being discouraged because it consumes most valuable manure which could be used in agriculture. Conventional Sources of Energy Coal: In India, coal is the most abundantly available fossil fuel. It provides a substantial part of the nation’s energy needs. It is used for power generation, to supply energy to industry as well as for domestic needs. India is highly dependent on coal for meeting its commercial energy requirements. As you are already aware that coal is formed due the compression of plant material over millions of years. Coal, therefore, is found in a variety of forms depending on the degrees of compression and the depth and 56
"
Q. 8. ‘Energy saved is energy produced’. Justify the statement by giving any six measures to conserve the energy resources. ,"Ans.  Use public transport systems instead of individual vehicles.  Switching off electricity when it is not in use.  Using power saving devices.  Using non-conventional sources of energy.  Use of power saving electrical appliances.  Minimum use of high power consuming electrical gadgets i.e., Air conditioner, room heaters etc.","LAND UTILISATION Land resources are used for the following purposes: 1. Forests 2. Land not available for cultivation (a) Barren and waste land (b) Land put to non-agricultural uses, e.g. buildings, roads, factories, etc. 3. Other uncultivated land (excluding fallow land) (a) Permanent pastures and grazing land, (b) Land under miscellaneous tree crops groves (not included in net sown area), (c) Cultruable waste land (left uncultivated for more than 5 agricultural years). 4. Fallow lands (a) Current fallow-(left without cultivation for one or less than one agricultural year), (b) Other than current fallow-(left uncultivated for the past 1 to 5 agricultural years). 5. Net sown area A rea sown more than once in an agricultural year plus net sown area is known as gross cropped area.
","Non-Conventional Sources of Energy The growing consumption of energy has resulted in the country becoming increasingly dependent on fossil fuels such as coal, oil and gas. Rising prices of oil and gas and their potential shortages have raised uncertainties about the security of energy supply in future, which in turn has serious repercussions on the growth of the national economy. Moreover, increasing use of fossil fuels also causes serious environmental problems. Hence, there is a pressing need to use renewable energy sources like solar energy, wind, tide, biomass and energy from waste material. These are called nonconventional energy sources. India is blessed with an abundance of sunlight, water, wind and biomass. It has the largest programmes for the development of these renewable energy resources. Nuclear or Atomic Energy It is obtained by altering the structure of atoms. When such an alteration is made, much energy is released in the form of heat and this is used to generate electric power. Uranium and Thorium, which are available in Jharkhand and the Aravalli ranges of Rajasthan are used for generating atomic or nuclear power. The Monazite sands of Kerala is also rich in Thorium. Locate the 6 nuclear power stations and find out the state in which they are located.
","included among stock. For example, water is a compound of two gases; hydrogen and oxygen. Hydrogen can be used as a rich source of energy. But we do not have advanced technical ‘know-how’ to use it for this purpose. Hence, it can be considered as stock. Reserves are the subset of the stock, which can be put into use with the help of existing technical ‘know-how’ but their use has not been started. These can be used for meeting future requirements. River water can be used for generating hydroelectric power but presently, it is being utilised only to a limited extent. Thus, the water in the dams, forests etc. is a reserve which can be used in the future. Prepare a list of stock and reserve, resources that you are familiar with from your local area.
","We use different materials and services in our daily life. Some of these are available in our immediate surroundings, while other requirements are met by bringing things from other places. Goods and services do not move from supply locales to demand locales on their own. The movement of these goods and services from their supply locations to demand locations necessitates the need for transport. Some people are engaged in facilitating these movements. These are known to be traders who make the products come to the consumers by transportation. Thus, the pace of development of a country depends upon the production of goods and services as well as their movement over space. Therefore, efficient means of transport are prerequisites for fast development. Movement of these goods and services can be over three important domains of our earth i.e. land, water and air. Based on these, transport can also be classified into land, water and air transport.
","A concerted effort has to be made in order to use our mineral resources in a planned and sustainable manner. Improved technologies need to be constantly evolved to allow use of low grade ores at low costs. Recycling of metals, using scrap metals and other substitutes are steps in conserving our mineral resources for the future. Dig a little deeper: Make a list of items where substitutes are being used instead of minerals. Where are these substitutes obtained from? Energy Resources Energy is required for all activities. It is needed to cook, to provide light and heat, to propel vehicles and to drive machinery in industries. Energy can be generated from fuel minerals like coal, petroleum, natural gas, uranium and from electricity. Energy resources can be classified as conventional and non-conventional sources. Conventional sources include: firewood, cattle dung cake, coal, petroleum, natural gas and electricity (both hydel and thermal). Non-conventional sources include solar, wind, tidal, geothermal, biogas and atomic energy. Firewood and cattle dung cake are most common in rural India. According to one estimate more than 70 per cent energy requirement in rural households is met by these two ; continuation of these is increasingly becoming dif ficult due to decreasing forest area. Moreover, using dung cake too is being discouraged because it consumes most valuable manure which could be used in agriculture. Conventional Sources of Energy Coal: In India, coal is the most abundantly available fossil fuel. It provides a substantial part of the nation’s energy needs. It is used for power generation, to supply energy to industry as well as for domestic needs. India is highly dependent on coal for meeting its commercial energy requirements. As you are already aware that coal is formed due the compression of plant material over millions of years. Coal, therefore, is found in a variety of forms depending on the degrees of compression and the depth and 56
"
