question,answer,context
Which youth organisations were formed?,"Youth organisations were made responsible for educating the German youth. Ten-year-olds had to enter the Jungvolk, a Nazi youth group. At the age of 14, all boys had to join the Nazi youth organisation—‘Hitler Youth’ where they learnt to worship war, glorify aggression and hate the Jews. The Youth League of the Nazis was founded in 1922, which was later renamed as Hitler Youth.","‘Good German’ children were subjected to a process of Nazi schooling, a prolonged period of ideological training. School textbooks were rewritten. Racial science was introduced to justify Nazi ideas of race. Stereotypes about Jews were popularised even through maths classes. Children were taught to be loyal and submissive, hate Jews, and worship Hitler. Even the function of sports was to nurture a spirit of violence and aggression among children. Hitler believed that boxing could make children iron hearted, strong and masculine. Youth organisations were made responsible for educating German youth in the ‘the spirit of National Socialism’. Ten-year-olds had to enter Jungvolk. At 14, all boys had to join the Nazi youth organisation – Hitler Youth – where they learnt to worship war, glorify aggression and violence, condemn democracy, and hate Jews, communists, Gypsies and all those categorised as ‘undesirable’. After a period of rigorous ideological and physical training they joined the Labour Service, usually at the age of 18. Then they had to serve in the armed forces and enter one of the Nazi organisations. The Youth League of the Nazis was founded in 1922. Four years later it was renamed Hitler Youth. To unify the youth movement under Nazi control, all other youth organisations were systematically dissolved and finally banned.
 "
How did common people react to Nazism?,"Many people would see the world through Nazi’s eyes and hated the Jews. They marked the houses of the Jews and reported suspicious neighbours. However, many Germans were not Nazis. They preferred to look away and did not react against the Jews.","Jews remained the worst sufferers in Nazi Germany. Nazi hatred of Jews had a precursor in the traditional Christian hostility towards Jews. They had been stereotyped as killers of Christ and usurers.Until medieval times Jews were barred from owning land. They survived mainly through trade and moneylending. They lived in separately marked areas called ghettos. They were often persecuted through periodic organised violence, and expulsion from the land. However, Hitler’s hatred of Jews was based on pseudoscientific theories of race, which held that conversion was no solution to ‘the Jewish problem’. It could be solved only through their total elimination. From 1933 to 1938 the Nazis terrorised, pauperised and segregated the Jews, compelling them to leave the country. The next phase, 1939-1945, aimed at concentrating them in certain areas and eventually killing them in gas chambers in Poland.
 "
How did Hitler and his minister Goebbels’ end come after World War II?,"(i) In May 1945, Germany surrended to the Allies. (ii) Anticipating what was coming, Hitler, his propaganda Minister Goebbels and his entire family committed suicide collectively in his Berlin Bunker in April. (iii) At the end of the war, an International Military Tribunal at Nuremberg was set up to prosecute Nazi war criminals for crimes against peace, for War Crimes and Crimes Against Humanity. Germany’s conduct during the war especially those actions which came to be called Crimes Against Humanity, raised serious and ethical questions and invited worldwide condemnation.","came to be called Crimes Against Humanity, raised serious moral and ethical questions and invited worldwide condemnation. What were these acts? Under the shadow of the Second World War, Germany had waged a genocidal war, which resulted in the mass murder of selected groups of innocent civilians of Europe. The number of people killed included 6 million Jews, 200,000 Gypsies, 1 million Polish civilians, 70,000 Germans who were considered mentally and physically disabled, besides innumerable political opponents. Nazis devised an unprecedented means of killing people, that is, by gassing them in various killing centres like Auschwitz. The Nuremberg Tribunal sentenced only eleven leading Nazis to death. Many others were imprisoned for life. The retribution did come, yet the punishment of the Nazis was far short of the brutality and extent of their crimes. The Allies did not want to be as harsh on defeated Germany as they had been after the First World War. Everyone came to feel that the rise of Nazi Germany could be partly traced back to the German experience at the end of the First World War.
 "
How was German Parliament established after First World War?,"The defeat of imperial Germany and the abdication of the emperor gave an opportunity to parliamentary parties to recast German polity. National Assembly met at Weimer and established a democratic constitution with a federal structure. Deputies were now elected to the German  Parliament or Reichstag, on the basis of equal and universal votes cast by all adults including women.","1 Birth of the Weimar Republic Germany, a powerful empire in the early years of the twentieth century, fought the First World War (1914-1918) alongside the Austrian empire and against the Allies (England, France and Russia.) All joined the war enthusiastically hoping to gain from a quick victory. Little did they realise that the war would stretch on, eventually draining Europe of all its resources. Germany made initial gains by occupying France and Belgium. However the Allies, strengthened by the US entry in 1917, won , defeating Germany and the Central Powers in November 1918. The defeat of Imperial Germany and the abdication of the emperor gave an opportunity to parliamentary parties to recast German polity. A National Assembly met at Weimar and established a democratic constitution with a federal structure. Deputies were now elected to the German Parliament or Reichstag, on the basis of equal and universal votes cast by all adults including women.
 "
What do you understand by ‘Hyperinflation’?,"(i) With too much of printed money in circulation, the value of German mark fell. As the value of German mark collapsed, prices of goods soared. (ii) The image of Germans carrying cartloads of currency notes to buy a loaf of bread was widely publicised evoking worldwide sympathy. (iii) This crisis came to be known as ‘hyperinflation’—a situation when prices rise phenomenally high.","Fig.4 – Baskets and carts being loaded at a bank in Berlin with paper currency for wage payment, 1923. The German mark had so little value that vast amounts had to be used even for small payments.
 53 2020-21
 98,860,000 marks by December, the figure had run into trillions. As the value of the mark collapsed, prices of goods soared. The image of Germans carrying cartloads of currency notes to buy a loaf of bread was widely publicised evoking worldwide sympathy. This crisis came to be known as hyperinflation, a situation when prices rise phenomenally high. Eventually, the Americans intervened and bailed Germany out of the crisis by introducing the Dawes Plan, which reworked the terms of reparation to ease the financial burden on Germans.
 98,860,000 marks by December, the figure had run into trillions. As the value of the mark collapsed, prices of goods soared. The image of Germans carrying cartloads of currency notes to buy a loaf of bread was widely publicised evoking worldwide sympathy. This crisis came to be known as hyperinflation, a situation when prices rise phenomenally high. Eventually, the Americans intervened and bailed Germany out of the crisis by introducing the Dawes Plan, which reworked the terms of reparation to ease the financial burden on Germans.
 The years between 1924 and 1928 saw some stability. Yet this was built on sand. German investments and industrial recovery were totally dependent on short-term loans, largely from the USA. This support was withdrawn when the Wall Street Exchange crashed in 1929. Fearing a fall in prices, people made frantic efforts to sell their shares. On one single day, 24 October, 13 million shares were sold. This was the start of the Great Economic Depression. Over the next three years, between 1929 and 1932, the national income of the USA fell by half. Factories shut down, exports fell, farmers were badly hit and speculators withdrew their money from the market. The effects of this recession in the US economy were felt worldwide.
 Fig.5 – Homeless men queuing up for a night’s shelter, 1923.
 The German economy was the worst hit by the economic crisis. By 1932, industrial production was reduced to 40 per cent of the 1929 level. Workers lost their jobs or were paid reduced wages. The number of unemployed touched an unprecedented 6 million. On the streets of Germany you could see men with placards around their necks saying, ‘Willing to do any work’. Unemployed youths played cards or simply sat at street corners, or desperately queued up at the local employment exchange. As jobs disappeared, the youth took to criminal activities and total despair became commonplace. The economic crisis created deep anxieties and fears in people. The middle classes, especially salaried employees and pensioners, saw their savings diminish when the currency lost its value. Small businessmen, the self-employed and retailers suffered as their New words Wall Street Exchange – The name of the world’s biggest stock exchange located in the USA.
 "
What was Hitler’s propaganda to gain power?,"(i) Hitler devised a new style of politics. (ii) He understood the significance of rituals and spectacle in mass mobilisation. Nazis held massive rallies and public meetings to demonstrate the support for Hitler and instil a sense of unity among the people. (iii) The red banners with the Swastika, the Nazi Salute and the ritualised rounds of applause after the speeches were all part of this spectacle of power. (iv) Nazi propaganda skillfully projected Hitler as a Messiah, a saviour, as someone who had arrived to deliver people from their distress.","Hitler was a powerful speaker. His passion and his words moved people. He promised to build a strong nation, undo the injustice of the Versailles Treaty and restore the dignity of the German people. He promised employment for those looking for work, and a secure future for the youth. He promised to weed out all foreign influences and resist all foreign ‘conspiracies’ against Germany.
 Fig.9 — Hitler addressing SA and SS columns. Notice the sweeping and straight columns of people. Such photographs were intended to show the grandeur and power of the Nazi movement
 and public meetings to demonstrate the support for Hitler and instil a sense of unity among the people. The Red banners with the Swastika, the Nazi salute, and the ritualised rounds of applause after the speeches were all part of this spectacle of power.
 Hitler devised a new style of politics. He understood the significance of rituals and spectacle in mass mobilisation. Nazis held massive rallies
 Nazi propaganda skilfully projected Hitler as a messiah, a saviour, as someone who had arrived to deliver people from their distress. It is an image that captured the imagination of a people whose sense of dignity and pride had been shattered, and who were living in a time of acute economic and political crises.
 "
How was economic recovery made in Germany?,"Hitler assigned the responsibility of economic recovery to the economist Hjalmar Schacht who aimed at full production and full employment through a state-funded work-creation programme. This project produced the famous German superhighways and the people’s car, the Volkswagen.","2.2 Reconstruction Hitler assigned the responsibility of economic recovery to the economist Hjalmar Schacht who aimed at full production and full employment through a state-funded work-creation programme. This project produced the famous German superhighways and the people’s car, the Volkswagen. In foreign policy also Hitler acquired quick successes. He pulled out of the League of Nations in 1933, reoccupied the Rhineland in 1936, and integrated Austria and Germany in 1938 under the slogan, One people, One empire, and One leader. He then went on to wrest Germanspeaking Sudentenland from Czechoslovakia, and gobbled up the entire country. In all of this he had the unspoken support of England, which had considered the Versailles verdict too harsh. These quick successes at home and abroad seemed to reverse the destiny of the country.
 "
What was Hitler’s foreign policy?,"In foreign policy also Hitler acquired quick successes. He pulled out of League of Nations in 1933, reoccupied the Rhineland in 1936, and integrated Austria and Germany in 1938 under the slogan, ‘One people, one empire and one leader’. He then went on to wrest German—speaking Sudetenland from Czechoslovakia—and gulped the entire country. In all this he had the unspoken support of England, which had considered the Versailles verdict too harsh. These quick successes at home and abroad seemed to reverse the destiny of the country.  ","2 Hitler’s Rise to Power This crisis in the economy, polity and society formed the background to Hitler’s rise to power. Born in 1889 in Austria, Hitler spent his youth in poverty. When the First World War broke out, he enrolled for the army, acted as a messenger in the front, became a corporal, and earned medals for bravery. The German defeat horrified him and the Versailles Treaty made him furious. In 1919, he joined a small group called the German Workers’ Party. He subsequently took over the organisation and renamed it the National Socialist German Workers’ Party. This party came to be known as the Nazi Party.
 India and the Contemporary World
 In 1923, Hitler planned to seize control of Bavaria, march to Berlin and capture power. He failed, was arrested, tried for treason, and later released. The Nazis could not effectively mobilise popular support till the early 1930s. It was during the Great Depression that Nazism became a mass movement. As we have seen, after 1929, banks collapsed and businesses shut down, workers lost their jobs and the middle classes were threatened with destitution. In such a situation Nazi propaganda stirred hopes of a better future. In 1928, the Nazi Party got no more than 2. 6 per cent votes in the Reichstag – the German parliament. By 1932, it had become the largest party with 37 per cent votes.
 2.2 Reconstruction Hitler assigned the responsibility of economic recovery to the economist Hjalmar Schacht who aimed at full production and full employment through a state-funded work-creation programme. This project produced the famous German superhighways and the people’s car, the Volkswagen. In foreign policy also Hitler acquired quick successes. He pulled out of the League of Nations in 1933, reoccupied the Rhineland in 1936, and integrated Austria and Germany in 1938 under the slogan, One people, One empire, and One leader. He then went on to wrest Germanspeaking Sudentenland from Czechoslovakia, and gobbled up the entire country. In all of this he had the unspoken support of England, which had considered the Versailles verdict too harsh. These quick successes at home and abroad seemed to reverse the destiny of the country.
 "
How did the life of nomadic pastoralists change dramatically?,(i) Their grazing grounds shrank. (ii) Their movements were regulated. (iii) Revenue was increased.,"Source D In the 1920s, a Royal Commission on Agriculture reported: ‘The extent of the area available for grazing has gone down tremendously with the extension of area under cultivation because of increasing population, extension of irrigation facilities, acquiring the pastures for Government purposes, for example, defence, industries and agricultural experimental farms. [Now] breeders find it difficult to raise large herds. Thus their earnings have gone down. The quality of their livestock has deteriorated, dietary standards have fallen and indebtedness has increased.’ The Report of the Royal Commission of Agriculture in India, 1928.
 2.1 How Did these Changes Affect the Lives of Pastoralists? These measures led to a serious shortage of pastures. When grazing lands were taken over and turned into cultivated fields, the available area of pastureland declined. Similarly, the reservation of forests meant that shepherds and cattle herders could no longer freely pasture their cattle in the forests.
 India and the Contemporary World
 As pasturelands disappeared under the plough, the existing animal stock had to feed on whatever grazing land remained. This led to continuous intensive grazing of these pastures. Usually nomadic pastoralists grazed their animals in one area and moved to another area. These pastoral movements allowed time for the natural restoration of vegetation growth. When restrictions were imposed on pastoral movements, grazing lands came to be continuously used and the quality of patures declined. This in turn created a further shortage of forage for animals and the deterioration of animal stock. Underfed cattle died in large numbers during scarcities and famines.
 "
What was the Criminal Tribes Act?,"(i) It was passed by the colonial government in India. (ii) By this Act, many communities of craftsmen, traders and pastoralists were classified as criminal tribes. (iii) These tribes were not allowed to move out without a permit.","Third, British officials were suspicious of nomadic people. They distrusted mobile craftsmen and traders who hawked their goods in villages, and pastoralists who changed their places of residence every season, moving in search of good pastures for their herds. The colonial government wanted to rule over a settled population. They wanted the rural people to live in villages, in fixed places with fixed rights on particular fields. Such a population was easy to identify and control. Those who were settled were seen as peaceable and law abiding; those who were nomadic were considered to be criminal. In 1871, the colonial government in India passed the Criminal Tribes Act. By this Act many communities of craftsmen, traders and pastoralists were classified as Criminal Tribes. They were stated to be criminal by nature and birth. Once this Act came into force, these communities were expected to live only in notified village settlements. They were not allowed to move out without a permit. The village police kept a continuous watch on them. Fourth, to expand its revenue income, the colonial government looked for every possible source of taxation. So tax was imposed on land, on canal water, on salt, on trade goods, and even on animals. Pastoralists had to pay tax on every animal they grazed on the pastures. In most pastoral tracts of India, grazing tax was introduced in the mid-nineteenth century. The tax per head of cattle went up rapidly and the system of collection was made increasingly efficient. In the decades between the 1850s and 1880s the right to collect the tax was auctioned out to contractors. These contractors tried to extract as high a tax as they could to recover the money they had paid to the state and earn as much profit as they could within the year. By the 1880s the government began collecting taxes directly from the pastoralists. Each of them was given a pass. To enter a grazing tract, a cattle herder had to show the pass and pay the tax. The number of cattle heads he had and the amount of tax he paid was entered on the pass.
 Source D In the 1920s, a Royal Commission on Agriculture reported: ‘The extent of the area available for grazing has gone down tremendously with the extension of area under cultivation because of increasing population, extension of irrigation facilities, acquiring the pastures for Government purposes, for example, defence, industries and agricultural experimental farms. [Now] breeders find it difficult to raise large herds. Thus their earnings have gone down. The quality of their livestock has deteriorated, dietary standards have fallen and indebtedness has increased.’ The Report of the Royal Commission of Agriculture in India, 1928.
 Activity Imagine you are living in the 1890s. You belong to a community of nomadic pastoralists and craftsmen. You learn that the Government has declared your community as a Criminal Tribe. Ø Describe briefly what you would have felt and done. Ø Write a petition to the local collector explaining why the Act is unjust and how it will affect your life.
 "
What was the condition of Maasai after White settlements in their grazing lands?,(i) They were pushed into a small area in South Kenya and North Tanzania. (ii) They were confined now to an arid zone with uncertain rainfall and poor pastures.,"Fig.13 – Pastoral communities in Africa. The inset shows the location of the Maasais in Kenya and Tanzania.
 3.1 Where have the Grazing Lands Gone? One of the problems the Maasais have faced is the continuous loss of their grazing lands. Before colonial times, Maasailand stretched over a vast area from north Kenya to the steppes of northern Tanzania. In the late nineteenth century, European imperial powers scrambled for territorial possessions in Africa, slicing up the region into different colonies. In 1885, Maasailand was cut into half with an international boundary between British Kenya and German Tanganyika. Subsequently, the best grazing lands were gradually taken over for white settlement and the Maasai were pushed into a small area in
 We will discuss some of these changes by looking at one pastoral community – the Maasai – in some detail. The Maasai cattle herders live primarily in east Africa: 300, 000 in southern Kenya and another 150,000 in Tanzania. We will see how new laws and regulations took away their land and restricted their movement. This affected their lives in times of drought and even reshaped their social relationships.
 south Kenya and north Tanzania. The Maasai lost about 60 per cent of their pre-colonial lands. They were confined to an arid zone with uncertain rainfall and poor pastures. From the late nineteenth century, the British colonial government in east Africa also encouraged local peasant communities to expand cultivation. As cultivation expanded, pasturelands were turned into cultivated fields. In pre-colonial times, the Maasai pastoralists had dominated their agricultural neighbours both economically and politically. By the end of colonial rule the situation had reversed.
 "
