question,answer,context_1,context_2,context_3,context_4,context_5
Q. 2. In which three way did the printed books at first closely resembled the written manuscripts ? ,Ans.		 Appearance and layout resembled the written manuscripts.  Metal letters imitated the ornamented hand written styles.  Borders were illuminated.  Space for decoration was kept blank. ,"The new technology did not entirely displace the existing art of producing books by hand. In fact, printed books at first closely resembled the written manuscripts in appearance and layout. The metal letters imitated the ornamental handwritten styles. Borders were illuminated by hand with foliage and other patterns, and illustrations were painted. In the books printed for the rich, space for decoration was kept blank on the printed page. Each purchaser could choose the design and decide on the painting school that would do the illustrations. In the hundred years between 1450 and 1550, printing presses were set up in most countries of Europe. Printers from Germany travelled to other countries, seeking work and helping start new presses. As the number of printing presses grew, book production boomed. The second half of the fifteenth century saw 20 million copies of printed books flooding the markets in Europe. The number went up in the sixteenth century to about 200 million copies. This shift from hand printing to mechanical printing led to the print revolution.
","6.1 Manuscripts Before the Age of Print India had a very rich and old tradition of handwritten manuscripts – in Sanskrit, Arabic, Persian, as well as in various vernacular languages. Manuscripts were copied on palm leaves or on handmade paper. Pages were sometimes beautifully illustrated. They would be either pressed between wooden covers or sewn together to ensure preservation. Manuscripts continued to be produced till well after the introduction of print, down to the late nineteenth century.
","Gutenberg printed about 180 copies, of which no more than 50 have survived. Look at these pages of Gutenberg’s Bible carefully. They were not just products of new technology. The text was printed in the new Gutenberg press with metal type, but the borders were carefully designed, painted and illuminated by hand by artists. No two copies were the same. Every page of each copy was different. Even when two copies look similar, a careful comparison will reveal differences. Elites everywhere preferred this lack of uniformity: what they possessed then could be claimed as unique, for no one else owned a copy that was exactly the same. In the text you will notice the use of colour within the letters in various places. This had two functions: it added colour to the page, and highlighted all the holy words to emphasise their significance. But the colour on every page of the text was added by hand. Gutenberg printed the text in black, leaving spaces where the colour could be filled in later.
","script was written in different styles. So manuscripts were not widely used in everyday life. Even though pre-colonial Bengal had developed an extensive network of village primary schools, students very often did not read texts. They only learnt to write. Teachers dictated portions of texts from memory and students wrote them down. Many thus became literate without ever actually reading any kinds of texts.
","8 New Forms of Publication Printing created an appetite for new kinds of writing. As more and more people could now read, they wanted to see their own lives, experiences, emotions and relationships reflected in what they read. The novel, a literary firm which had developed in Europe, ideally catered to this need. It soon acquired distinctively Indian forms and styles. For readers, it opened up new worlds of experience, and gave a vivid sense of the diversity of human lives. Other new literary forms also entered the world of reading – lyrics, short stories, essays about social and political matters. In different ways, they reinforced the new emphasis on human lives and intimate feelings, about the political and social rules that shaped such things. By the end of the nineteenth century, a new visual culture was taking shape. With the setting up of an increasing number of printing presses, visual images could be easily reproduced in multiple copies. Painters like Raja Ravi Varma produced images for mass circulation. Poor wood engravers who made woodblocks set up shop near the letterpresses, and were employed by print shops. Cheap prints and calendars, easily available in the bazaar, could be bought even by the poor to decorate the walls of their homes or places of work. These prints began shaping popular ideas about modernity and tradition, religion and politics, and society and culture.
"
Q. 3. Who was Manocchio ? Mention any two contributions of him in the field of print culture in the sixteenth century. ,"Ans.		 In the sixteenth century, Menocchio, a miller in Italy, began to read books that were available in his locality.  He reinterpreted the message of the Bible and formulated a view of God and Creation that enraged the Roman Catholic Church.  When the Roman Church began its inquisition to repress heretical ideas, Menocchio was hauled up twice and ultimately executed.  The Roman Church, troubled by such effects of popular readings and questioning of faith, imposed server controls over publishers and booksellers and began to maintain an Index of Prohibited Books from 1558.   1","Print and popular religious literature stimulated many distinctive individual interpretations of faith even among little-educated working people. In the sixteenth century, Menocchio, a miller in Italy, began to read books that were available in his locality. He reinterpreted the message of the Bible and formulated a view of God and Creation that enraged the Roman Catholic Church. When the Roman Church began its inquisition to repress heretical ideas, Menocchio was hauled up twice and ultimately executed. The Roman Church, troubled by such effects of popular readings and questionings of faith, imposed severe controls over publishers and booksellers and began to maintain an Index of Prohibited Books from 1558.
","In 1517, the religious reformer Martin Luther wrote Ninety Five Theses criticising many of the practices and rituals of the Roman Catholic Church. A printed copy of this was posted on a church door in Wittenberg. It challenged the Church to debate his ideas. Luther’s writings were immediately reproduced in vast numbers and read widely. This lead to a division within the Church and to the beginning of the Protestant Reformation. Luther’s translation of the New Testament sold 5,000 copies within a few weeks and a second edition appeared within three months. Deeply grateful to print, Luther said, ‘Printing is the ultimate gift of God and the greatest one.’ Several scholars, in fact, think that print brought about a new intellectual atmosphere and helped spread the new ideas that led to the Reformation. 112 2020-21
","Inquisition – A former Roman Catholic court for identifying and punishing heretics Heretical – Beliefs which do not follow the accepted teachings of the Church. In medieval times, heresy was seen as a threat to the right of the Church to decide on what should be believed and what should not. Heretical beliefs were severely punished Satiety – The state of being fulfilled much beyond the point of satisfaction Seditious – Action, speech or writing that is seen as opposing the government
","Source A Fear of the book Erasmus, a Latin scholar and a Catholic reformer, who criticised the excesses of Catholicism but kept his distance from Luther, expressed a deep anxiety about printing. He wrote in Adages (1508):
","First: print popularised the ideas of the Enlightenment thinkers. Collectively, their writings provided a critical commentary on tradition, superstition and despotism. They argued for the rule of reason rather than custom, and demanded that everything be judged through the application of reason and rationality. They attacked the sacred authority of the Church and the despotic power of the state, thus eroding the legitimacy of a social order based on tradition. The writings of Voltaire and Rousseau were read widely; and those who read these books saw the world through new eyes, eyes that were questioning, critical and rational. Second: print created a new culture of dialogue and debate. All values, norms and institutions were re-evaluated and discussed by a public that had become aware of the power of reason, and recognised the need to question existing ideas and beliefs. Within this public culture, new ideas of social revolution came into being. Third: by the 1780s there was an outpouring of literature that mocked the royalty and criticised their morality. In the process, it raised
"
Q. 4. Explain the reasons favouring shift from hand printing to mechanical printing in China.  			  Or 		Explain the different stages of development of printing technology in China. ,"Ans.  From 594 A.D. the books were printed in China by rubbing paper against the inked surface of woodblocks.  The imperial court got many textbooks printed for the civil services examination and remained the targets user of printed books in China.  By the 17th century urban culture developed in China and it added merchants, wives of rich men, scholars and officials who not only started reading printed books but also began to write their autobiographies.  In the late 19th century the western powers established mechanical printing press in Shanghai and shifted to mechanical printing.  3 Detailed Answer : The reasons favouring shift from hand printing to mechanical printing in China are :  Textbooks of Civil Service Examination were printed in vast numbers under the sponsorship of the imperial state. From the sixteenth century, the number of examination candidates went up and that increased the volume of print.  By the seventeenth century, print was no longer used just by scholar officials. Merchants used print in their everyday life, as they collected trade information.  Reading increasingly became a leisure activity. The new readership preferred fictional narratives, poetry, autobiographies, anthologies of literary masterpieces, and romantic plays.  Rich woman began to read, and many woman began publishing their poetry and plays. Wives of scholar-officials published their works and courtesans wrote about their lives. The new reading culture was accompanied by a new technology. Western printing techniques and mechanical presses were imported in China and Shanghai became the new hub of the new print culture.","By the seventeenth century, as urban culture bloomed in China, the uses of print diversified. Print was no longer used just by scholarofficials. Merchants used print in their everyday life, as they collected trade information. Reading increasingly became a leisure activity. The new readership preferred fictional narratives, poetry, autobiographies, anthologies of literary masterpieces, and romantic plays. Rich women began to read, and many women began publishing their poetry and plays. Wives of scholar-officials published their works and courtesans wrote about their lives. This new reading culture was accompanied by a new technology. Western printing techniques and mechanical presses were imported in the late nineteenth century as Western powers established their outposts in China. Shanghai became the hub of the new print culture, catering to the Western-style schools. From hand printing there was now a gradual shift to mechanical printing.
","The imperial state in China was, for a very long time, the major producer of printed material. China possessed a huge bureaucratic system which recruited its personnel through civil service examinations. Textbooks for this examination were printed in vast numbers under the sponsorship of the imperial state. From the sixteenth century, the number of examination candidates went up and that increased the volume of print.
","1 The First Printed Books The earliest kind of print technology was developed in China, Japan and Korea. This was a system of hand printing. From AD 594 onwards, books in China were printed by rubbing paper – also invented there – against the inked surface of woodblocks. As both sides of the thin, porous sheet could not be printed, the traditional Chinese ‘accordion book’ was folded and stitched at the side. Superbly skilled craftsmen could duplicate, with remarkable accuracy, the beauty of calligraphy.
","manuscripts, carefully written by scribes. Then, in 1295, Marco Polo, a great explorer, returned to Italy after many years of exploration in China. As you read above, China already had the technology of woodblock printing. Marco Polo brought this knowledge back with him. Now Italians began producing books with woodblocks, and soon the technology spread to other parts of Europe. Luxury editions were still handwritten on very expensive vellum, meant for aristocratic circles and rich monastic libraries which scoffed at printed books as cheap vulgarities. Merchants and students in the university towns bought the cheaper printed copies. As the demand for books increased, booksellers all over Europe began exporting books to many different countries. Book fairs were held at different places. Production of handwritten manuscripts was
","The new technology did not entirely displace the existing art of producing books by hand. In fact, printed books at first closely resembled the written manuscripts in appearance and layout. The metal letters imitated the ornamental handwritten styles. Borders were illuminated by hand with foliage and other patterns, and illustrations were painted. In the books printed for the rich, space for decoration was kept blank on the printed page. Each purchaser could choose the design and decide on the painting school that would do the illustrations. In the hundred years between 1450 and 1550, printing presses were set up in most countries of Europe. Printers from Germany travelled to other countries, seeking work and helping start new presses. As the number of printing presses grew, book production boomed. The second half of the fifteenth century saw 20 million copies of printed books flooding the markets in Europe. The number went up in the sixteenth century to about 200 million copies. This shift from hand printing to mechanical printing led to the print revolution.
"
Q. 5. ‘With the printing press a new public emerged in Europe’. Justify the statement. ,Ans. Refer to Answer of Long Question No. 6,"a
","BA DE N
","N a t i o n a l i s m in
","N a t i o n a l i s m in
","N a t i o n a l i s m in
"
Q. 6. What led the colonial government to pass the Vernacular Press Act in 1878 ? How did it affect the Vernacular newspapers ?  Or 		Why was Vernacular Press Act passed ? Explain about this Act. ,"Ans.  The Vernacular Press Act was passed because the Vernacular newspapers were assertively nationalist. They openly criticized and debated the government policies.  The Vernacular Press Act of 1878 was passed which empowered the government to censor reports and editorials.  Government kept a regular tract of Vernacular newspapers. If a report was judged seditious, the newspaper was warned and if warning was ignored appropriate actions were taken.","By the 1820s, the Calcutta Supreme Court passed certain regulations to control press freedom and the Company began encouraging publication of newspapers that would celebrate Britsh rule. In 1835, faced with urgent petitions by editors of English and vernacular newspapers, Governor-General Bentinck agreed to revise press laws. Thomas Macaulay, a liberal colonial official, formulated new rules that restored the earlier freedoms. After the revolt of 1857, the attitude to freedom of the press changed. Enraged Englishmen demanded a clamp down on the ‘native’ press. As vernacular newspapers became assertively nationalist, the colonial government began debating measures of stringent control. In 1878, the Vernacular Press Act was passed, modelled on the Irish Press Laws. It provided the government with extensive rights to censor reports and editorials in the vernacular press. From now on the government kept regular track of the vernacular newspapers published in different provinces. When a report was judged as seditious, the newspaper was warned, and if the warning was ignored, the press was liable to be seized and the printing machinery confiscated. Despite repressive measures, nationalist newspapers grew in numbers in all parts of India. They reported on colonial misrule and encouraged nationalist activities. Attempts to throttle nationalist criticism provoked militant protest. This in turn led to a renewed cycle of persecution and protests. When Punjab revolutionaries were deported in 1907, Balgangadhar Tilak wrote with great sympathy about them in his Kesari. This led to his imprisonment in 1908, provoking in turn widespread protests all over India.
","Before 1798, the colonial state under the East India Company was not too concerned with censorship. Strangely, its early measures to control printed matter were directed against Englishmen in India who were critical of Company misrule and hated the actions of particular Company officers. The Company was worried that such criticisms might be used by its critics in England to attack its trade monopoly in India.
","Bombay Telegraph and Courier, 6 January 1849 ‘The task of the native newspapers and political associations is identical to the role of the Opposition in the House of Commons in Parliament in England. That is of critically examining government policy to suggest improvements, by removing those parts that will not be to the benefit of the people, and also by ensuring speedy implementation.
","But the transition was not so simple. Books could be read only by the literate, and the rates of literacy in most European countries were very low till the twentieth century. How, then, could publishers persuade the common people to welcome the printed book? To do this, they had to keep in mind the wider reach of the printed work: even those who did not read could certainly enjoy listening to books being read out. So printers began publishing popular ballads and folk tales, and such books would be profusely illustrated with pictures. These were then sung and recited at gatherings in villages and in taverns in towns. Oral culture thus entered print and printed material was orally transmitted. The line that separated the oral and reading cultures became blurred. And the hearing public and reading public became intermingled.
","The power of the printed word is most often seen in the way governments seek to regulate and suppress print. The colonial government kept continuous track of all books and newspapers published in India and passed numerous laws to control the press. During the First World War, under the Defence of India Rules, 22 newspapers had to furnish securities. Of these, 18 shut down rather than comply with government orders. The Sedition Committee Report under Rowlatt in 1919 further strengthened controls that led to imposition of penalties on various newspapers. At the outbreak of the Second World War, the Defence of India Act was passed, allowing censoring of reports of war-related topics. All reports about the Quit India movement came under its purview. In August 1942, about 90 newspapers were suppressed.
"
"Q. 7. What is meant by the print revolution ? Explain its significance. [Board Term 1, 2014 , ]","Ans. With the invention of printing press, the printing of books started at a large scale. It was called the Print Revolution. 		Significance :  With the printing press, a new reading public emerged.  Printing reduced the cost of books.  Books flooded the market, reaching out to an evergrowing readership.","3.1 A New Reading Public With the printing press, a new reading public emerged. Printing reduced the cost of books. The time and labour required to produce each book came down, and multiple copies could be produced with greater ease. Books flooded the market, reaching out to an ever-growing readership.
","3 The Print Revolution and Its Impact What was the print revolution? It was not just a development, a new way of producing books; it transformed the lives of people, changing their relationship to information and knowledge, and with institutions and authorities. It influenced popular perceptions and opened up new ways of looking at things. Let us explore some of these changes.
","It is difficult for us to imagine a world without printed matter. We find evidence of print everywhere around us – in books, journals, newspapers, prints of famous paintings, and also in everyday things like theatre programmes, official circulars, calendars, diaries, advertisements, cinema posters at street corners. We read printed literature, see printed images, follow the news through newspapers, and track public debates that appear in print. We take for granted this world of print and often forget that there was a time before print. We may not realise that print itself has a history which has, in fact, shaped our contemporary world. What is this history? When did printed literature begin to circulate? How has it helped create the modern world? In this chapter we will look at the development of print, from its beginnings in East Asia to its expansion in Europe and in India. We will understand the impact of the spread of technology and consider how social lives and cultures changed with the coming of print.
","The new technology did not entirely displace the existing art of producing books by hand. In fact, printed books at first closely resembled the written manuscripts in appearance and layout. The metal letters imitated the ornamental handwritten styles. Borders were illuminated by hand with foliage and other patterns, and illustrations were painted. In the books printed for the rich, space for decoration was kept blank on the printed page. Each purchaser could choose the design and decide on the painting school that would do the illustrations. In the hundred years between 1450 and 1550, printing presses were set up in most countries of Europe. Printers from Germany travelled to other countries, seeking work and helping start new presses. As the number of printing presses grew, book production boomed. The second half of the fifteenth century saw 20 million copies of printed books flooding the markets in Europe. The number went up in the sixteenth century to about 200 million copies. This shift from hand printing to mechanical printing led to the print revolution.
","5.2 Further Innovations By the late eighteenth century, the press came to be made out of metal. Through the nineteenth century, there were a series of further innovations in printing technology. By the mid-nineteenth century, Richard M. Hoe of New York had perfected the power-driven cylindrical press. This was capable of printing 8,000 sheets per hour. This press was particularly useful for printing newspapers. In the late nineteenth century, the offset press was developed which could print up to six colours at a time. From the turn of the twentieth century, electrically operated presses accelerated printing operations. A series of other developments followed. Methods of feeding paper improved, the quality of plates became better, automatic paper reels and photoelectric controls of the colour register were introduced. The accumulation of several individual mechanical improvements transformed the appearance of printed texts.
"
Q. 8. Highlight any three circumstances that led to the intermingling of the hearing culture and the reading culture.  Or Describe any three circumstances that intermingled the hearing culture and reading culture. 		,"Ans.  The rate of literacy was very low in Europe till the end of the 20th century. In order to attract people towards books, the printers started printing popular ballads and folk tales with lot of illustration.  Such books were recited at gatherings and it attracted listeners.  Thus the oral culture was printed and printed material was orally transmitted. That’s how oral and reading culture intermingled.","But the transition was not so simple. Books could be read only by the literate, and the rates of literacy in most European countries were very low till the twentieth century. How, then, could publishers persuade the common people to welcome the printed book? To do this, they had to keep in mind the wider reach of the printed work: even those who did not read could certainly enjoy listening to books being read out. So printers began publishing popular ballads and folk tales, and such books would be profusely illustrated with pictures. These were then sung and recited at gatherings in villages and in taverns in towns. Oral culture thus entered print and printed material was orally transmitted. The line that separated the oral and reading cultures became blurred. And the hearing public and reading public became intermingled.
","Through the seventeenth and eighteenth centuries literacy rates went up in most parts of Europe. Churches of different denominations set up schools in villages, carrying literacy to peasants and artisans. By the end of the eighteenth century, in some parts of Europe literacy rates were as high as 60 to 80 per cent. As literacy and schools spread in European countries, there was a virtual reading mania. People wanted books to read and printers produced books in everincreasing numbers. New forms of popular literature appeared in print, targeting new audiences. Booksellers employed pedlars who roamed around villages, carrying little books for sale. There were almanacs or ritual
","Access to books created a new culture of reading. Earlier, reading was restricted to the elites. Common people lived in a world of oral culture. They heard sacred texts read out, ballads recited, and folk tales narrated. Knowledge was transferred orally. People collectively heard a story, or saw a performance. As you will see in Chapter 8, they did not read a book individually and silently. Before the age of print, books were not only expensive but they could not be produced in sufficient numbers. Now books could reach out to wider sections of people. If earlier there was a hearing public, now a reading public came into being.
","It is difficult for us to imagine a world without printed matter. We find evidence of print everywhere around us – in books, journals, newspapers, prints of famous paintings, and also in everyday things like theatre programmes, official circulars, calendars, diaries, advertisements, cinema posters at street corners. We read printed literature, see printed images, follow the news through newspapers, and track public debates that appear in print. We take for granted this world of print and often forget that there was a time before print. We may not realise that print itself has a history which has, in fact, shaped our contemporary world. What is this history? When did printed literature begin to circulate? How has it helped create the modern world? In this chapter we will look at the development of print, from its beginnings in East Asia to its expansion in Europe and in India. We will understand the impact of the spread of technology and consider how social lives and cultures changed with the coming of print.
","5 The Nineteenth Century The nineteenth century saw vast leaps in mass literacy in Europe, bringing in large numbers of new readers among children, women and workers.
"
Q. 9. Highlight any three innovations which have improved the printing technology from 19th century onwards.  Or 		 Write any three innovations in printing technology in the 19th century and 20th century Europe ? ,"Ans.  By the mid-19th century, Richard M. Hoe of New York had perfected the power driven cylindrical press. This was capable of printing 8,000 sheets per hour. This press was particularly useful for printing newspaper.  In the late 19th century, the offset press was developed which would print up to six colours at a time.  From the turn of the 20th century, electricallyoperated presses accelerated the printing operations.  Methods of feeding paper improved, the quality of plates became better, automatic paper reels and photoelectric controls of the colour register were introduced.  The dust cover or the book jackets were introduced.","5.2 Further Innovations By the late eighteenth century, the press came to be made out of metal. Through the nineteenth century, there were a series of further innovations in printing technology. By the mid-nineteenth century, Richard M. Hoe of New York had perfected the power-driven cylindrical press. This was capable of printing 8,000 sheets per hour. This press was particularly useful for printing newspapers. In the late nineteenth century, the offset press was developed which could print up to six colours at a time. From the turn of the twentieth century, electrically operated presses accelerated printing operations. A series of other developments followed. Methods of feeding paper improved, the quality of plates became better, automatic paper reels and photoelectric controls of the colour register were introduced. The accumulation of several individual mechanical improvements transformed the appearance of printed texts.
","Fig. 6 – Gutenberg Printing Press. Notice the long handle attached to the screw. This handle was used to turn the screw and press down the platen over the printing block that was placed on top of a sheet of damp paper. Gutenberg developed metal types for each of the 26 characters of the Roman alphabet and devised a way of moving them around so as to compose different words of the text. This came to be known as the moveable type printing machine, and it remained the basic print technology over the next 300 years. Books could now be produced much faster than was possible when each print block was prepared by carving a piece of wood by hand. The Gutenberg press could print 250 sheets on one side per hour.
","Their circulation therefore remained limited. With the growing demand for books, woodblock printing gradually became more and more popular. By the early fifteenth century, woodblocks were being widely used in Europe to print textiles, playing cards, and religious pictures with simple, brief texts. There was clearly a great need for even quicker and cheaper reproduction of texts. This could only be with the invention of a new print technology. The breakthrough occurred at Strasbourg, Germany, where Johann Gutenberg developed the first-known printing press in the 1430s. 108 2020-21
","The new technology did not entirely displace the existing art of producing books by hand. In fact, printed books at first closely resembled the written manuscripts in appearance and layout. The metal letters imitated the ornamental handwritten styles. Borders were illuminated by hand with foliage and other patterns, and illustrations were painted. In the books printed for the rich, space for decoration was kept blank on the printed page. Each purchaser could choose the design and decide on the painting school that would do the illustrations. In the hundred years between 1450 and 1550, printing presses were set up in most countries of Europe. Printers from Germany travelled to other countries, seeking work and helping start new presses. As the number of printing presses grew, book production boomed. The second half of the fifteenth century saw 20 million copies of printed books flooding the markets in Europe. The number went up in the sixteenth century to about 200 million copies. This shift from hand printing to mechanical printing led to the print revolution.
","manuscripts, carefully written by scribes. Then, in 1295, Marco Polo, a great explorer, returned to Italy after many years of exploration in China. As you read above, China already had the technology of woodblock printing. Marco Polo brought this knowledge back with him. Now Italians began producing books with woodblocks, and soon the technology spread to other parts of Europe. Luxury editions were still handwritten on very expensive vellum, meant for aristocratic circles and rich monastic libraries which scoffed at printed books as cheap vulgarities. Merchants and students in the university towns bought the cheaper printed copies. As the demand for books increased, booksellers all over Europe began exporting books to many different countries. Book fairs were held at different places. Production of handwritten manuscripts was
"
Q. 10. How did Johann Gutenberg developed the first printing press ? ,"Ans. From his childhood, Gutenberg had seen wine and olive presses. Subsequently, he learnt the art of polishing stones, became a master goldsmith, and also acquired the expertise to create lead moulds used for making trinkets. Drawing on this knowledge, Gutenberg adapted existing technology to design his innovation. The olive press provided the model for the printing press, and moulds were used for casting the metal types for the letters of the alphabet. By 1448, Gutenberg perfected the system. The first book printed by him was the Bible. About 180 copies were printed and it took three years to produce them. By the standards of time this was fast production.","Gutenberg was the son of a merchant and grew up on a large agricultural estate. From his childhood he had seen wine and olive presses. Subsequently, he learnt the art of polishing stones, became a master goldsmith, and also acquired the expertise to create lead moulds used for making trinkets. Drawing on this knowledge, Gutenberg adapted existing technology to design his innovation. The olive press provided the model for the printing press, and moulds were used for casting the metal types for the letters of the alphabet. By 1448, Gutenberg perfected the system. The first book he printed was the Bible. About 180 copies were printed and it took three years to produce them. By the standards of the time this was fast production.
","Fig. 6 – Gutenberg Printing Press. Notice the long handle attached to the screw. This handle was used to turn the screw and press down the platen over the printing block that was placed on top of a sheet of damp paper. Gutenberg developed metal types for each of the 26 characters of the Roman alphabet and devised a way of moving them around so as to compose different words of the text. This came to be known as the moveable type printing machine, and it remained the basic print technology over the next 300 years. Books could now be produced much faster than was possible when each print block was prepared by carving a piece of wood by hand. The Gutenberg press could print 250 sheets on one side per hour.
","Their circulation therefore remained limited. With the growing demand for books, woodblock printing gradually became more and more popular. By the early fifteenth century, woodblocks were being widely used in Europe to print textiles, playing cards, and religious pictures with simple, brief texts. There was clearly a great need for even quicker and cheaper reproduction of texts. This could only be with the invention of a new print technology. The breakthrough occurred at Strasbourg, Germany, where Johann Gutenberg developed the first-known printing press in the 1430s. 108 2020-21
","The new technology did not entirely displace the existing art of producing books by hand. In fact, printed books at first closely resembled the written manuscripts in appearance and layout. The metal letters imitated the ornamental handwritten styles. Borders were illuminated by hand with foliage and other patterns, and illustrations were painted. In the books printed for the rich, space for decoration was kept blank on the printed page. Each purchaser could choose the design and decide on the painting school that would do the illustrations. In the hundred years between 1450 and 1550, printing presses were set up in most countries of Europe. Printers from Germany travelled to other countries, seeking work and helping start new presses. As the number of printing presses grew, book production boomed. The second half of the fifteenth century saw 20 million copies of printed books flooding the markets in Europe. The number went up in the sixteenth century to about 200 million copies. This shift from hand printing to mechanical printing led to the print revolution.
","manuscripts, carefully written by scribes. Then, in 1295, Marco Polo, a great explorer, returned to Italy after many years of exploration in China. As you read above, China already had the technology of woodblock printing. Marco Polo brought this knowledge back with him. Now Italians began producing books with woodblocks, and soon the technology spread to other parts of Europe. Luxury editions were still handwritten on very expensive vellum, meant for aristocratic circles and rich monastic libraries which scoffed at printed books as cheap vulgarities. Merchants and students in the university towns bought the cheaper printed copies. As the demand for books increased, booksellers all over Europe began exporting books to many different countries. Book fairs were held at different places. Production of handwritten manuscripts was
"
Q. 11. How did the print popularize at the ideas of the enlightened thinkers ? Explain.  Or 		How did print help to spread new ideas the led to the Reformation in Europe ? ,"Ans.  In 1517, the religious reformer Martin Luther wrote ‘Ninety Five Theses’ criticising many of the practices and rituals of the Roman Catholic Church.  Due to writings of Martin Luther, the church got divided and a new protestant reformation had started.  Several scholars, infact think that print brought about a new intellectual atmosphere and helped spread the new ideas that led to reformation.","In 1517, the religious reformer Martin Luther wrote Ninety Five Theses criticising many of the practices and rituals of the Roman Catholic Church. A printed copy of this was posted on a church door in Wittenberg. It challenged the Church to debate his ideas. Luther’s writings were immediately reproduced in vast numbers and read widely. This lead to a division within the Church and to the beginning of the Protestant Reformation. Luther’s translation of the New Testament sold 5,000 copies within a few weeks and a second edition appeared within three months. Deeply grateful to print, Luther said, ‘Printing is the ultimate gift of God and the greatest one.’ Several scholars, in fact, think that print brought about a new intellectual atmosphere and helped spread the new ideas that led to the Reformation. 112 2020-21
","New words Protestant Reformation – A sixteenth-century movement to reform the Catholic Church dominated by Rome. Martin Luther was one of the main Protestant reformers. Several traditions of anti-Catholic Christianity developed out of the movement
","a) Woodblock print only came to Europe after 1295. b) Martin Luther was in favour of print and spoke out in praise of it. c) The Roman Catholic Church began keeping an Index of Prohibited books from the mid-sixteenth century. d) Gandhi said the fight for Swaraj is a fight for liberty of speech, liberty of the press, and freedom of association. 2. Write short notes to show what you know about: a) The Gutenberg Press b) Erasmus’s idea of the printed book c) The Vernacular Press Act 3. What did the spread of print culture in nineteenth century India mean to: a) Women b) The poor c) Reformers
","Print and popular religious literature stimulated many distinctive individual interpretations of faith even among little-educated working people. In the sixteenth century, Menocchio, a miller in Italy, began to read books that were available in his locality. He reinterpreted the message of the Bible and formulated a view of God and Creation that enraged the Roman Catholic Church. When the Roman Church began its inquisition to repress heretical ideas, Menocchio was hauled up twice and ultimately executed. The Roman Church, troubled by such effects of popular readings and questionings of faith, imposed severe controls over publishers and booksellers and began to maintain an Index of Prohibited Books from 1558.
","Source A Fear of the book Erasmus, a Latin scholar and a Catholic reformer, who criticised the excesses of Catholicism but kept his distance from Luther, expressed a deep anxiety about printing. He wrote in Adages (1508):
"
Q. 12. Where was the earliest kind of print technology developed ? Explain that technology. ,"Ans.  The earliest kind of print technology was developed in China. This was a system of hand printing.  From 594 A.D. onwards, books in China were printed by rubbing paper against the inked surface.  As both sides of the thin and porous sheet could not be printed, the traditional Chinese ‘Accordion book’ was folded and stitched at the side.  Superbly skilled craftsmen could duplicate it with remarkable accuracy which is the beauty of calligraphy.","1 The First Printed Books The earliest kind of print technology was developed in China, Japan and Korea. This was a system of hand printing. From AD 594 onwards, books in China were printed by rubbing paper – also invented there – against the inked surface of woodblocks. As both sides of the thin, porous sheet could not be printed, the traditional Chinese ‘accordion book’ was folded and stitched at the side. Superbly skilled craftsmen could duplicate, with remarkable accuracy, the beauty of calligraphy.
","Fig. 1 – Book making before the age of print, from Akhlaq-i-Nasiri, 1595. This is a royal workshop in the sixteenth century, much before printing began in India. You can see the text being dictated, written and illustrated. The art of writing and illustrating by hand was important in the age before print. Think about what happened to these forms of art with the coming of printing machines.
","Their circulation therefore remained limited. With the growing demand for books, woodblock printing gradually became more and more popular. By the early fifteenth century, woodblocks were being widely used in Europe to print textiles, playing cards, and religious pictures with simple, brief texts. There was clearly a great need for even quicker and cheaper reproduction of texts. This could only be with the invention of a new print technology. The breakthrough occurred at Strasbourg, Germany, where Johann Gutenberg developed the first-known printing press in the 1430s. 108 2020-21
","The new technology did not entirely displace the existing art of producing books by hand. In fact, printed books at first closely resembled the written manuscripts in appearance and layout. The metal letters imitated the ornamental handwritten styles. Borders were illuminated by hand with foliage and other patterns, and illustrations were painted. In the books printed for the rich, space for decoration was kept blank on the printed page. Each purchaser could choose the design and decide on the painting school that would do the illustrations. In the hundred years between 1450 and 1550, printing presses were set up in most countries of Europe. Printers from Germany travelled to other countries, seeking work and helping start new presses. As the number of printing presses grew, book production boomed. The second half of the fifteenth century saw 20 million copies of printed books flooding the markets in Europe. The number went up in the sixteenth century to about 200 million copies. This shift from hand printing to mechanical printing led to the print revolution.
","manuscripts, carefully written by scribes. Then, in 1295, Marco Polo, a great explorer, returned to Italy after many years of exploration in China. As you read above, China already had the technology of woodblock printing. Marco Polo brought this knowledge back with him. Now Italians began producing books with woodblocks, and soon the technology spread to other parts of Europe. Luxury editions were still handwritten on very expensive vellum, meant for aristocratic circles and rich monastic libraries which scoffed at printed books as cheap vulgarities. Merchants and students in the university towns bought the cheaper printed copies. As the demand for books increased, booksellers all over Europe began exporting books to many different countries. Book fairs were held at different places. Production of handwritten manuscripts was
"
