question,answer,context
Define asexual reproduction. Describe two methods of asexual reproduction. ,"Reproduction in which only a single parent is involved is called asexual reproduction. Two methods of asexual reproduction.   Budding  Binary fission  Budding : In hydra there may be one or more bulges. These bulges are developing new individuals and they are called buds. When new individuals develop from the buds, it is called budding.  Binary fission : The process of reproduction by the division of its nucleus into two nuclei. This is followed by division of its body into two where each part receives a nucleus as it finally two amoebae are produced.","In each hydra, there may be one or more bulges. These bulges are the developing new individuals and they are called buds. Recall the presence of buds in yeast. In hydra too the new individuals develop as outgrowths from a single parent. This type of reproduction in which only a single parent is involved is called asexual reproduction. Since new individuals develop from the buds in hydra, this type of asexual reproduction is called budding. Another method of asexual reproduction is observed in the microscopic organism, amoeba. Let us see how this happens. You have already learnt about the structure of amoeba. You will recall that amoeba is a single-celled organism [Fig. 9.12(a)]. It begins the process of reproduction by the division of its nucleus into two nuclei [Fig. 9.12(b)]. This is followed by division of its body into two, each part receiving a nucleus [Fig. 9.12(c)]. Finally, two amoebae are produced from one parent amoeba [Fig. 9.12(d)]. This type of asexual
 "
How do some micro-organisms clean up the environment ?,Some micro-organisms decompose the organic waste and dead plants and animals into simple substance and clean up the environment.,"Some microorganisms decompose the organic waste and dead plants and animals into simple
 PATHOGEN PRESERVATION PROTOZOA RHIZOBIUM
 substances and clean up the environment. Ü
 "
What is the basis of the use of yeast in the baking industry ?,Yeast reproduces rapidly and produces carbon dioxide during respiration. Bubbles of gas fill the dough and increase its volume. This is the basis of the use of yeast in baking industry.,"Yeast r eproduces rapidly and produces carbon dioxide during respiration. Bubbles of the gas fill the dough and increase its volume (Fig. 2.6). This is the basis of the use of yeast in the baking industry for making breads, pastries and cakes. Commercial Use of Microorganisms Microorganisms are used for the large scale production of alcohol, wine and acetic acid (vinegar). Yeast is used for commercial production of alcohol and wine. For this purpose yeast is grown on natural sugars present in grains like barley, wheat, rice, crushed fruit juices, etc.
 "
What are communicable diseases ?,"Microbial diseases that can spread from an infected person to a healthy person through air, water food or physical contact, are called communicable diseases. e.g. cholera, common cold etc.","microorganisms are called pathogens. Some microorganisms spoil food, clothing and leather. Let us study more about their harmful activities. Disease causing Microorganisms in Humans Pathogens enter our body through the air we breathe, the water we drink or the food we eat. They can also get transmitted by direct contact with an infected person or carried by an animal. Microbial diseases that can spread from an infected person to a healthy person through air, water, food or physical contact are called communicable diseases. Examples of such diseases include cholera, common cold, chicken pox and tuberculosis. When a person suffering from common cold sneezes, fine droplets of moisture carrying thousands of viruses are spread in the air. The virus may enter the body of a healthy person while breathing and cause infection.
 There are some insects and animals which act as carriers of diseasecausing microbes. Housefly is one such carrier. The flies sit on the garbage and animal excreta. Pathogens stick to their bodies. When these flies sit on uncovered food they may transfer the pathogens. Whoever eats the contaminated food is likely to get sick. So, it is advisable to always keep food covered. Avoid consuming uncovered items of food. Another example of a carrier is the female Anopheles mosquito (Fig. 2.8), which carries the parasite of malaria (Plasmodium). Female Aedes mosquito acts as carrier of dengue virus. How can we control the spread of malaria or dengue?
 There are some insects and animals which act as carriers of diseasecausing microbes. Housefly is one such carrier. The flies sit on the garbage and animal excreta. Pathogens stick to their bodies. When these flies sit on uncovered food they may transfer the pathogens. Whoever eats the contaminated food is likely to get sick. So, it is advisable to always keep food covered. Avoid consuming uncovered items of food. Another example of a carrier is the female Anopheles mosquito (Fig. 2.8), which carries the parasite of malaria (Plasmodium). Female Aedes mosquito acts as carrier of dengue virus. How can we control the spread of malaria or dengue?
 Fig. 2.8 : Female Anopheles mosquito
 Then how do you prevent the spread of communicable diseases?
 "
What are general preventive measures to protect ourselves from cholera ?,To prevent ourselves from cholera we should maintain personal hygiene and good sanitary habits. ,"Maintain personal hygiene and good sanitary habits. Consume properly cooked food and boiled drinking water. Vaccination.
 "
How are micro-organisms useful for commercial productions ?,"Micro-organisms are commercially used for the large scale production of alcohol, wine and acetic acid. Yeast is commonly used for commercial production of wine and alcohol.","Yeast r eproduces rapidly and produces carbon dioxide during respiration. Bubbles of the gas fill the dough and increase its volume (Fig. 2.6). This is the basis of the use of yeast in the baking industry for making breads, pastries and cakes. Commercial Use of Microorganisms Microorganisms are used for the large scale production of alcohol, wine and acetic acid (vinegar). Yeast is used for commercial production of alcohol and wine. For this purpose yeast is grown on natural sugars present in grains like barley, wheat, rice, crushed fruit juices, etc.
 "
Who discovered the first antibiotic ? Name any two antibiotics.,Alexander Fleming discovered first antibiotic penicillin. Two other common antibiotics are streptomycin and tetracycline.,"Whenever you fall ill the doctor may give you some antibiotic tablets, capsules or injections such as of penicillin. The source of these medicines is microorganisms. These medicines kill or stop the growth of the disease-causing microorganisms. Such medicines are called antibiotics. These days a number of antibiotics are being produced from bacteria and fungi. Streptomycin, tetracycline and erythromycin are some of the
 Activity 2.4 Take a 500 mL beaker filled upto ¾ with water. Dissolve 2-3 teaspoons of sugar in it. Add half a 20
 In 1929, Alexander Fleming was working on a culture of diseasecausing bacteria. Suddenly he found the spores of a little green mould in one of his culture plates. He observed that the presence of mould prevented the growth of bacteria. In fact, it also killed many of these bacteria. From this the mould penicillin was prepared. SCIENCE
 In 1929, Alexander Fleming was working on a culture of diseasecausing bacteria. Suddenly he found the spores of a little green mould in one of his culture plates. He observed that the presence of mould prevented the growth of bacteria. In fact, it also killed many of these bacteria. From this the mould penicillin was prepared. SCIENCE
 "
Why are vaccines so important for children ?,"By introducing vaccine in body, the body fights and kills the bacteria by producing suitable antibodies. The antibodies remain in the body and the child is protected from the disease causing microbes.","Vaccine
 Why are children/infants given vaccination?
 When a disease-carrying microbe enters our body, the body produces antibodies to fight the invader. The body also remembers how to fight the microbe if it enters again. If dead or weakened microbes are introduced into a healthy body, the body fights and kills the invading bacteria by producing suitable antibodies. The antibodies remain in the body and we are protected
 When a disease-carrying microbe enters our body, the body produces antibodies to fight the invader. The body also remembers how to fight the microbe if it enters again. If dead or weakened microbes are introduced into a healthy body, the body fights and kills the invading bacteria by producing suitable antibodies. The antibodies remain in the body and we are protected
 from the disease-causing microbes for ever. This is how a vaccine works. Several diseases, including cholera, tuberculosis, smallpox and hepatitis can be prevented by vaccination.
 from the disease-causing microbes for ever. This is how a vaccine works. Several diseases, including cholera, tuberculosis, smallpox and hepatitis can be prevented by vaccination.
 Edward Jenner discovered the vaccine for smallpox in 1798.
 In your childhood, you must have been given injections to protect yourself against several diseases. Can you prepare a list of these diseases? You may take help from your parents. It is essential to protect all children against these diseases. Necessary vaccines are available in the nearby hospitals. You might have seen the advertisement on TV and newspapers regarding protection of children against polio under the Pulse Polio Programme. Polio drops given to children are actually a vaccine. A worldwide campaign against smallpox has finally led to its eradication from most parts of the world. These days vaccines are made on a large scale from microorganisms to protect humans and other animals from several diseases. Increasing Soil Fertility Some bacteria (Fig. 2.7) are able to fix nitrogen from the atmosphere to enrich soil with nitrogen and increase its fertility. These microbes are commonly called biological nitrogen fixers. 21
 "
How common cold spreads from infected person to a healthy person ?,"When a person suffering from common cold sneezes, fine droplets of moisture carrying thousands of viruses are spread in the air. The virus may enter the body of a healthy person while breathing. MICRO-ORGANISMS : FRIEND AND FOE","microorganisms are called pathogens. Some microorganisms spoil food, clothing and leather. Let us study more about their harmful activities. Disease causing Microorganisms in Humans Pathogens enter our body through the air we breathe, the water we drink or the food we eat. They can also get transmitted by direct contact with an infected person or carried by an animal. Microbial diseases that can spread from an infected person to a healthy person through air, water, food or physical contact are called communicable diseases. Examples of such diseases include cholera, common cold, chicken pox and tuberculosis. When a person suffering from common cold sneezes, fine droplets of moisture carrying thousands of viruses are spread in the air. The virus may enter the body of a healthy person while breathing and cause infection.
 "
Name one viral and one fungal disease in plants.,Viral disease : Yellow vein mosaic of Bhindi . Fungal disease : Rust of wheat.,"Yellow vein mosaic of bhindi (Okra)
 "
How housefly makes us sick ?,Housefly is a carrier of disease-causing microbes. The flies sit on the garbage and animal excreta. Pathogens stick to their bodies. When these flies sit on uncovered food they may transfer these pathogens. Whoever eats this contaminated food is likely to get sick. 3,"There are some insects and animals which act as carriers of diseasecausing microbes. Housefly is one such carrier. The flies sit on the garbage and animal excreta. Pathogens stick to their bodies. When these flies sit on uncovered food they may transfer the pathogens. Whoever eats the contaminated food is likely to get sick. So, it is advisable to always keep food covered. Avoid consuming uncovered items of food. Another example of a carrier is the female Anopheles mosquito (Fig. 2.8), which carries the parasite of malaria (Plasmodium). Female Aedes mosquito acts as carrier of dengue virus. How can we control the spread of malaria or dengue?
 "
Who discovered the bacterium Bacillus anthracis ? Which disease can be caused by it ? Is it harmful ?,"Robert Koch  discovered the bacterium Bacillus anthracis, which causes anthrax disease. It is dangerous for human and cattle both.","Some of the common diseases affecting humans, their mode of transmission and few general methods of prevention are shown in Table 2.1. Disease causing Microorganisms in Animals Several microorganisms not only cause diseases in humans and plants, but also Robert Köch (1876) discovered the bacterium (Bacillus anthracis) which causes anthrax disease.
 "
Why are salt and edible oils also called preservatives ? Name two chemicals that are used as common preservatives.,Salt and edible oils are the common chemicals generally used to check the growth of microorganism. Sodium benzoate and metadisulphate are common preservatives. ,"Chemical Method Salts and edible oils are the common chemicals generally used to check the growth of microorganisms. Therefore they are called preservatives. We add salt or acid preservatives to pickles to prevent the attack of microbes. Sodium benzoate and sodium metabisulphite are common preservatives. These are also used in jams and squashes to check their spoilage. Preservation by Common Salt Common salt has been used to preserve meat and fish for ages. Meat and fish are covered with dry salt to check the growth of bacteria. Salting is also used to preserve amla, raw mangoes, tamarind, etc. Preservation by Sugar Jams, jellies and squashes are preserved by sugar. Sugar reduces the moisture content which inhibits the growth of bacteria which spoil food. Preservation by Oil and Vinegar Use of oil and vinegar prevents spoilage of pickles because bacteria cannot live in such an environment. Vegetables, fruits, fish and meat are often preserved by this method. Heat and Cold Treatments You must have observed your mother boiling milk before it is stored or used. Boiling kills many microorganisms.
 "
Draw structure of virus and amoeba.,Virus : ,"Virus
 "
We often see large amount of dead organic matter in the form of decaying matter. Where do they disappear after sometime ?,The dead organic matter disappears after sometime because the micro-oganisms decompose dead organic waste of plants and animals into simple substances. They are again used by other plants and animals.,"Some microorganisms decompose the organic waste and dead plants and animals into simple
 "
Give preventive measures for Tuberculosis.,Tuberculosis is a bacterial disease for prevention from this diseases we should :  keep the patient in complete isolation.  keep the personal belongings of the patient away from those of the other.  Vaccination should be given at suitable age. ,"Tuberculosis
 Bacteria
 "
Explain the various shapes of bacteria.,The bacteria are classified into three types on the basis of their shape :  Rod shaped  : Example : Lactobacillus Fig. Rod shaped   Round shaped  : Example : Streptococcus Fig. Round shaped   Spiral shaped Example : Treponema Fig. Virus Amoeba— Cell Membrane Contractile vacuole (excretes water and waste) Nucleus Fig. Spiral shaped Pseudopods Cytoplasm Food being engulfed by pseudopods Food vacuole  Fig. Amoeba ,"These observations show that water and soil are full of tiny organisms, though not all of them fall into the category of microbes. These microorganisms or microbes are so small in size that they cannot be seen with the unaided eye. Some of these, such as the fungus that grows on bread, can be seen with a magnifying glass. Others cannot be seen without the help of a microscope. That is why these are called microorganisms or microbes. Microorganisms are classified into four major groups. These groups are bacteria, fungi, protozoa and some a l g a e. Some of these common microorganisms are shown in Figs. 2.1 - 2.4. Viruses are also microscopic but are different from other microorganisms. They, however, reproduce only inside the cells of the host organism, which may be a bacterium, plant or animal. Some of the viruses are shown in Fig. 2.5. Common ailments like cold, influenza (flu) and most coughs are caused by viruses. Serious diseases like polio and chicken pox are also caused by viruses. Diseases like dysentery and malaria are caused by protozoa(protozoans) whereas typhoid and tuberculosis (TB) are bacterial diseases. You have lear nt about some of these microorganisms in Classes VI and VII.
 2021–22
 Fig. 2.1: Bacteria
 Fig. 2.1: Bacteria
 "
What is carbonisation ?,"As coal contains mainly carbon, the slow process of conversion of dead vegetation into coal is called carbonization.","Describe how coal is formed from dead vegetation. What is this process called?
 "
What is the full form of CNG and LPG ?,CNG : Compressed Natural Gas. LPG : Liquified Petroleum Gas.,"What are the advantages of using CNG and LPG as fuels?
 "
Write different uses of coal-tar.,"Coal-tar is used as starting material for manufacturing various substances used in everyday life and in industry, like synthetic dyes, drugs, explosives, perfumes, plastics, paints, photographic materials etc.","When heated in air, coal burns and produces mainly carbon dioxide gas. Coal is processed in industry to get some useful products such as coke, coal tar and coal gas. Coke It is a tough, porous and black substance. It is an almost pure form of carbon. Coke is used in the manufacture of steel and in the extraction of many metals.
 about 200 substances. Products obtained from coal tar are used as starting materials for manufacturing various substances used in everyday life and in industry, like synthetic dyes, drugs, explosives, per fumes, plastics, paints, photographic materials, roofing materials, etc. Interestingly, naphthalene balls used to repel moths and other insects are also obtained from coal tar. These days, bitumen, a petroleum product, is used in place of coal-tar for metalling the roads.
 about 200 substances. Products obtained from coal tar are used as starting materials for manufacturing various substances used in everyday life and in industry, like synthetic dyes, drugs, explosives, per fumes, plastics, paints, photographic materials, roofing materials, etc. Interestingly, naphthalene balls used to repel moths and other insects are also obtained from coal tar. These days, bitumen, a petroleum product, is used in place of coal-tar for metalling the roads.
 "
How petroleum was formed ? ,"Petroleum was formed from organisms living in the sea. As these organisms die, their bodies get settled at the bottom of the sea and get covered with layers of sand and clay. Over millions of years, absence of air, high temperature and high pressure transformed the dead organisms into petroleum and natural gas.","5.2 Petroleum You know that petrol is used as a fuel in light automobiles such as motor cycles/ scooters and cars. Heavy motor vehicles like trucks and tractors run on diesel. Petrol and diesel are obtained from a natural resource called petroleum. The word petroleum is derived from petra (rock) and oleum (oil) as it is mined from between the rocks under Earth as shown in Fig. 5.4. Do you know how petroleum is formed? Petroleum was formed from organisms living in the sea. As these organisms died, their bodies settled at the bottom of the sea and got covered with layers of sand and clay. Over millions of years, absence of air, high temperature and high pressure
 PETROLEUM
 refining petroleum. Ü
 PETROLEUM
 "
Describe the characteristics and uses of coke. ,"Coke is a tough, porous and black substance. It is pure form of carbon, used in manufacture of steel and in the extraction of many metals.","COKE
 "
List various constituents of petroleum and their uses.,"Various constituents of petroleum and their uses.  LPG : Fuel for home and industry.  Petrol : Motor fuel, aviation fuel, solvent for dry cleaning.  Kerosene : Fuel for stoves, lamps and for jet aircraft.  Diesel : Fuel for heavy motor vehicles and electric generators.  Lubricating oil : Lubrication.  Paraffin wax : Ointments, candles, Vaseline etc.  Bitumen : Paints and road surfacing.","Various constituents of petroleum and their uses are given in Table 5.1. Many useful substances are obtained from petroleum and natural gas. These are termed as ‘Petrochemicals’. These are used in the manufacture of detergents, fibres (polyester, nylon, acrylic etc.), polythene and other man-made plastics. Hydrogen gas obtained from natural gas, is used in the production of fertilisers (urea). Due to its great commercial importance, petroleum is also called ‘black gold’.
 PETROLEUM
 refining petroleum. Ü
 PETROLEUM
 "
What is refining of petroleum ? Give different constituents of petroleum.,"Refining of Petroleum : Petroleum is a dark oily liquid. It has an unpleasant odour. It is a mixture of various constituents such as petroleum gas, petrol, diesel, lubricating oil, paraffin wax etc. The process of separating the various constituents of petroluem is known as refining. Different constituents of petroleum are LPG, petrol, kerosene, diesel, lubricating oil, paraffin wax, bitumen etc.","Refining of Petroleum Petroleum is a dark oily liquid. It has an unpleasant odour. It is a mixture of various constituents such as petroleum gas, petrol, diesel, lubricating oil, paraffin wax, etc. The process of Wells
 5.3 Natural Gas Fig. 5.5: A petroleum refinery
 separating the various constituents/ fractions of petroleum is known as refining. It is carried out in a petroleum refinery (Fig. 5.5).
 "
What is natural gas ? What are the advantages of using CNG ?,Natural gas is a very important fossil fuel. It is stored under high pressure as compressed natural gas . Advantages of CNG : 1. It is easy to transport. 2. It does not produce any pollution. 3. It burns directly for burning. 4. No residue is left after burning of CNG. 5. It burns completely in the air.,"Natural gas is a very important fossil fuel because it is easy to transport through pipes. Natural gas is stored under high pressure as compressed natural gas (CNG). CNG is used for power generation. It is now being used
 "
What is a tester ?,"The instrument that is used to check the flow of electric current is called tester. It is attached to the terminals of the electric circuits. If the bulb of the tester glows, it confirms that current is flowing through the circuit.","sufficiently and it does not glow. And why is the current in the circuit weak? Well, though a material may conduct electricity, it may not conduct it as easily as a metal. As a result, the circuit of the tester may be complete and yet the current through it may be too weak to make the bulb glow. Can we make another tester which can detect a weak current? We can use another effect of an electric current to make another kind of tester. Do you recall that electric current produces a magnetic effect? What happens to a compass needle kept nearby when current flows in a wire? Even if the current is small, the deflection of the magnetic needle can be seen. Can we make a tester using the magnetic effect of currents? Let us find out in Activity 14.3.
 Activity 14.3
 You may use an LED (Fig. 14.3) in place of the electric bulb in the tester of Fig. 14.2. LED glows even when a weak electric current flows through it. There are two wires (called leads) attached to an LED. One lead is slightly longer than the other. Remember that while connecting to a circuit, the longer lead is always connected to the positive terminal of the battery and the shorter lead is connected to the negative terminal of the battery.
 A tester is used to check the conduction of electricity through two liquids, labelled A and B. It is found that the bulb of the tester glows brightly for liquid A while it glows very dimly for liquid B. You would conclude that (i) liquid A is a better conductor than liquid B. (ii) liquid B is a better conductor than liquid A. (iii) both liquids are equally conducting. (iv) conducting properties of liquid cannot be compared in this manner.
 "
The bulb does not glow in the setup shown. List the possible reasons. Explain your answer. ,The bulb does not glow due to the following reasons :  Bulb may be fused.  Liquid is non-conducting.  Cells may be used up.  Connections of the circuit may be loose.,"When the liquid between the two ends of the tester allows the electric current to pass, the circuit of the tester becomes complete. The current flows in the circuit and the bulb glows. When the liquid does not allow the electric current to pass, the circuit of the tester is not complete and the bulb does not glow. In some situations even though the liquid is conducting, the bulb may not glow. It may have happened in Activity 14.2. What can be the reason? Do you remember why the bulb glows when the electric current passes through it? Due to the heating effect of current, the filament of the bulb gets heated to a high temperature and it starts glowing. However, if the current through a circuit is too weak, the filament does not get heated 173
 sufficiently and it does not glow. And why is the current in the circuit weak? Well, though a material may conduct electricity, it may not conduct it as easily as a metal. As a result, the circuit of the tester may be complete and yet the current through it may be too weak to make the bulb glow. Can we make another tester which can detect a weak current? We can use another effect of an electric current to make another kind of tester. Do you recall that electric current produces a magnetic effect? What happens to a compass needle kept nearby when current flows in a wire? Even if the current is small, the deflection of the magnetic needle can be seen. Can we make a tester using the magnetic effect of currents? Let us find out in Activity 14.3.
 Activity 14.3
 You may use an LED (Fig. 14.3) in place of the electric bulb in the tester of Fig. 14.2. LED glows even when a weak electric current flows through it. There are two wires (called leads) attached to an LED. One lead is slightly longer than the other. Remember that while connecting to a circuit, the longer lead is always connected to the positive terminal of the battery and the shorter lead is connected to the negative terminal of the battery.
 "
"Does pure water conduct electricity ? If not, what can we do to make it conducting ? ","Pure water is bad conductor of electricity. To make it conducting, some salt may be added into water. The dissolved salt makes it a good conductor of electricity.","salts dissolved in it. Small amounts of mineral salts are naturally present in it. This water is thus a good conductor of electricity. On the other hand, distilled water is free of salts and is a poor conductor.
 "
Is it safe for the electrician to carry out electrical repair outdoors during heavy down pour ? Explain. ,"No, it is highly dangerous to carry out electric repair out door during heavy down pour because rain water and our body both are highly conducting and electricity can easily pass through. Thus, we experience high shock and it may cause electrocution.","Is it safe for the electrician to carry out electrical repairs outdoors during heavy downpour? Explain.
 "
"Paheli had heard that rain water is as good as distilled water. Hence, she collected some rain water using a tester. To her surprise she found that the compass needle showed deflection. What could be the reasons ? ","Paheli had heard a truth that rain water is as good as distilled water. But the dissolved impurities present in atmosphere enter into it and makes it a good conductor. So, it shows deflection when she checks it with a tester. 2","Paheli had heard that rainwater is as good as distilled water. So she collected some rainwater in a clean glass tumbler and tested it using a tester. To her surprise she found that the compass needle showed deflection. What could be the reasons?
 "
Prepare a list of objects around you that are electroplated. ,Objects that are generally electro-plated are as follows : — Ornaments. — Wheel rims of vehicles. — Tin cans. — Handles of vehicles. — Electric decorative appliances. — Kitchen gas burner. — Fan blades. — Pots of metals — Utensils etc. — Door and window handles.,"Fig. 14.8 : Some electroplated objects
 silver and gold on less expensive metals. These ornaments have the appearance of silver or gold but are much less expensive. Tin cans, used for storing food, are made by electroplating tin onto iron. Tin is less reactive than iron. Thus, food does not come into contact with iron and is protected from getting spoilt. Iron is used in bridges and automobiles to provide strength. However, iron tends to corrode and rust. So, a coating of zinc is deposited on iron to protect it from corrosion and formation of rust. In the electroplating factories the disposal of the used conducting solution is a major concern. It is a polluting waste and there are specific disposal guidelines to protect the environment. 179
 "
The ordinary water can conduct electricity while distilled water can not. Explain why ?,"The ordinary water that we get from the tap, river, lakes and ponds is not as pure as distilled water. It contains so many impurities in the form of salts. These impurities make it good conductor of electricity. As distilled water is free from salt, it is unable to conduct electricity.","salts dissolved in it. Small amounts of mineral salts are naturally present in it. This water is thus a good conductor of electricity. On the other hand, distilled water is free of salts and is a poor conductor.
 "
