question,answer,context
What did ‘The fire Decree’ imply?,"Fire Decree of 28th February, 1933 indefinitely suspened civic rights like freedom of speech, press and assembly that had been guaranteed by the Weimer Constitution.","2.1 The Destruction of Democracy On 30 January 1933, President Hindenburg offered the Chancellorship, the highest position in the cabinet of ministers, to Hitler. By now the Nazis had managed to rally the conservatives to their cause. Having acquired power, Hitler set out to dismantle the structures of democratic rule. A mysterious fire that broke out in the German Parliament building in February facilitated his move. The Fire Decree of 28 February 1933 indefinitely suspended civic rights like freedom of speech, press and assembly that had been guaranteed by the Weimar constitution. Then he turned on his archenemies, the Communists, most of whom were hurriedly packed off to the newly established concentration camps. The repression of the Communists was severe. Out of the surviving 6,808 arrest files of Duesseldorf, a small city of half a million population, 1,440 were those of Communists alone. They were, however, only one among the 52 types of victims persecuted by the Nazis across the country.
 One important law that came into effect soon after the storming of the Bastille in the summer of 1789 was the abolition of censorship. In the Old Regime all written material and cultural activities – books, newspapers, plays – could be published or performed only after they had been approved by the censors of the king. Now the Declaration of the Rights of Man and Citizen proclaimed freedom of speech and expression to be a natural right. Newspapers, pamphlets, books and printed pictures flooded the towns of France from where they travelled rapidly into the countryside. They all described and discussed the events and changes taking place in France. Freedom of the press also meant that opposing views of events could be expressed. Each side sought to convince the others of its position through the medium of print. Plays, songs and festive processions attracted large numbers of people. This was one way they could grasp and identify with ideas such as liberty or justice that political philosophers wrote about at length in texts which only a handful of educated people could read.
 Fig.15 – The patriotic fat-reducing press. This anonymous print of 1790 seeks to make the idea of justice tangible.
 "
What was ‘Concentration Camp’?,"It was a camp where people were isolated and detained without due process of law. Typically, it was surrounded by electrified barbed wire fences.","New words Concentration camp – A camp where people were isolated and detained without due process of law. Typically, it was surrounded by electrified barbed wire fences.
 "
What was ‘Enabling Act’?,This Act established dictatorship in Germany. It gave Hitler all the powers to sideline Parliament and rule by decree. All political parties and trade unions were banned except for the Nazi Party and its affiliates. ,"2.1 The Destruction of Democracy On 30 January 1933, President Hindenburg offered the Chancellorship, the highest position in the cabinet of ministers, to Hitler. By now the Nazis had managed to rally the conservatives to their cause. Having acquired power, Hitler set out to dismantle the structures of democratic rule. A mysterious fire that broke out in the German Parliament building in February facilitated his move. The Fire Decree of 28 February 1933 indefinitely suspended civic rights like freedom of speech, press and assembly that had been guaranteed by the Weimar constitution. Then he turned on his archenemies, the Communists, most of whom were hurriedly packed off to the newly established concentration camps. The repression of the Communists was severe. Out of the surviving 6,808 arrest files of Duesseldorf, a small city of half a million population, 1,440 were those of Communists alone. They were, however, only one among the 52 types of victims persecuted by the Nazis across the country.
 India and the Contemporary World
 On 3 March 1933, the famous Enabling Act was passed. This Act established dictatorship in Germany. It gave Hitler all powers to sideline Parliament and rule by decree. All political parties and trade unions were banned except for the Nazi Party and its affiliates. The state established complete control over the economy, media, army and judiciary. Special surveillance and security forces were created to control and order society in ways that the Nazis wanted. Apart from the already existing regular police in green uniform and the SA or the Storm Troopers, these included the Gestapo (secret state police), the SS (the protection squads), criminal police and the Security Service (SD). It was the extra-constitutional powers of these newly organised forces that gave the Nazi state its reputation as the most dreaded criminal state. People could now be detained in Gestapo torture chambers, rounded up and sent to concentration camps, deported at will or arrested without any legal procedures. The police forces acquired powers to rule with impunity.
 On 3 March 1933, the famous Enabling Act was passed. This Act established dictatorship in Germany. It gave Hitler all powers to sideline Parliament and rule by decree. All political parties and trade unions were banned except for the Nazi Party and its affiliates. The state established complete control over the economy, media, army and judiciary. Special surveillance and security forces were created to control and order society in ways that the Nazis wanted. Apart from the already existing regular police in green uniform and the SA or the Storm Troopers, these included the Gestapo (secret state police), the SS (the protection squads), criminal police and the Security Service (SD). It was the extra-constitutional powers of these newly organised forces that gave the Nazi state its reputation as the most dreaded criminal state. People could now be detained in Gestapo torture chambers, rounded up and sent to concentration camps, deported at will or arrested without any legal procedures. The police forces acquired powers to rule with impunity.
 "
Which Security forces were created by Nazis to control order in society?,"Besides Regular police in green uniform, there was Gestapo (Secret State Police) the SS (the protection squads), Criminal Police and Security Service.","On 3 March 1933, the famous Enabling Act was passed. This Act established dictatorship in Germany. It gave Hitler all powers to sideline Parliament and rule by decree. All political parties and trade unions were banned except for the Nazi Party and its affiliates. The state established complete control over the economy, media, army and judiciary. Special surveillance and security forces were created to control and order society in ways that the Nazis wanted. Apart from the already existing regular police in green uniform and the SA or the Storm Troopers, these included the Gestapo (secret state police), the SS (the protection squads), criminal police and the Security Service (SD). It was the extra-constitutional powers of these newly organised forces that gave the Nazi state its reputation as the most dreaded criminal state. People could now be detained in Gestapo torture chambers, rounded up and sent to concentration camps, deported at will or arrested without any legal procedures. The police forces acquired powers to rule with impunity.
 extended empire. Nazis wanted only a society of ‘pure and healthy Nordic Aryans’. They alone were considered ‘desirable’. Only they were seen as worthy of prospering and multiplying against all others who were classed as ‘undesirable’. This meant that even those Germans who were seen as impure or abnormal had no right to exist. Under the Euthanasia Programme, Helmuth’s father along with other Nazi officials had condemned to death many Germans who were considered mentally or physically unfit. Jews were not the only community classified as ‘undesirable’. There were others. Many Gypsies and blacks living in Nazi Germany were considered as racial ‘inferiors’ who threatened the biological purity of the ‘superior Aryan’ race. They were widely persecuted. Even Russians and Poles were considered subhuman, and hence undeserving of any humanity. When Germany occupied Poland and parts of Russia, captured civilians were forced to work as slave labour. Many of them died simply through hard work and starvation.
 Fig.13 – Police escorting gypsies who are being deported to Auschwitz, 1943-1944.
 "
Which famous economist was appointed by Hitler for economic recovery of Germany?,"Economist Hjalmar Schacht was appointed, who aimed at full production and full employment through a state funded work-creation programme.","2.2 Reconstruction Hitler assigned the responsibility of economic recovery to the economist Hjalmar Schacht who aimed at full production and full employment through a state-funded work-creation programme. This project produced the famous German superhighways and the people’s car, the Volkswagen. In foreign policy also Hitler acquired quick successes. He pulled out of the League of Nations in 1933, reoccupied the Rhineland in 1936, and integrated Austria and Germany in 1938 under the slogan, One people, One empire, and One leader. He then went on to wrest Germanspeaking Sudentenland from Czechoslovakia, and gobbled up the entire country. In all of this he had the unspoken support of England, which had considered the Versailles verdict too harsh. These quick successes at home and abroad seemed to reverse the destiny of the country.
 "
What was the immediate cause of World War II?,"In September 1939, Germany invaded Poland. This became the immediate cause of World War II.","Fig.11 – Expansion of Nazi power: Europe 1942.
 59 2020-21
 economic crisis. Resources were to be accumulated through expansion of territory. In September 1939, Germany invaded Poland. This started a war with France and England. In September 1940, a Tripartite Pact was signed between Germany, Italy and Japan, strengthening Hitler’s claim to international power. Puppet regimes, supportive of Nazi Germany, were installed in a large part of Europe. By the end of 1940, Hitler was at the pinnacle of his power. Hitler now moved to achieve his long-term aim of conquering Eastern Europe. He wanted to ensure food supplies and living space for Germans. He attacked the Soviet Union in June 1941. In this historic blunder Hitler exposed the German western front to British aerial bombing and the eastern front to the powerful Soviet armies. The Soviet Red Army inflicted a crushing and humiliating defeat on Germany at Stalingrad. After this the Soviet Red Army hounded out the retreating German soldiers until they reached the heart of Berlin, establishing Soviet hegemony over the entire Eastern Europe for half a century thereafter.
 economic crisis. Resources were to be accumulated through expansion of territory. In September 1939, Germany invaded Poland. This started a war with France and England. In September 1940, a Tripartite Pact was signed between Germany, Italy and Japan, strengthening Hitler’s claim to international power. Puppet regimes, supportive of Nazi Germany, were installed in a large part of Europe. By the end of 1940, Hitler was at the pinnacle of his power. Hitler now moved to achieve his long-term aim of conquering Eastern Europe. He wanted to ensure food supplies and living space for Germans. He attacked the Soviet Union in June 1941. In this historic blunder Hitler exposed the German western front to British aerial bombing and the eastern front to the powerful Soviet armies. The Soviet Red Army inflicted a crushing and humiliating defeat on Germany at Stalingrad. After this the Soviet Red Army hounded out the retreating German soldiers until they reached the heart of Berlin, establishing Soviet hegemony over the entire Eastern Europe for half a century thereafter.
 India and the Contemporary World
 Meanwhile, the USA had resisted involvement in the war. It was unwilling to once again face all the economic problems that the First World War had caused. But it could not stay out of the war for long. Japan was expanding its power in the east. It had occupied French Indo-China and was planning attacks on US naval bases in the Pacific. When Japan extended its support to Hitler and bombed the US base at Pearl Harbor, the US entered the Second World War. The war ended in May 1945 with Hitler’s defeat and the US dropping of the atom bomb on Hiroshima in Japan. From this brief account of what happened in the Second World War, we now return to Helmuth and his father’s story, a story of Nazi criminality during the war.
 June 28, 1919 Treaty of Versailles. January 30, 1933 Hitler becomes Chancellor of Germany. September 1, 1939 Germany invades Poland. Beginning of the Second World War. June 22, 1941 Germany invades the USSR. June 23,1941 Mass murder of the Jews begins. December 8 1941 The United States joins Second World War. January 27,1945 Soviet troops liberate Auschwitz. May 8, 1945 Allied victory in Europe.
 "
Among which three countries ‘Tripartite Pact’ was signed?,"In September 1940, a tripartite pact was signed between Germany, Italy and Japan.","Fig.11 – Expansion of Nazi power: Europe 1942.
 59 2020-21
 economic crisis. Resources were to be accumulated through expansion of territory. In September 1939, Germany invaded Poland. This started a war with France and England. In September 1940, a Tripartite Pact was signed between Germany, Italy and Japan, strengthening Hitler’s claim to international power. Puppet regimes, supportive of Nazi Germany, were installed in a large part of Europe. By the end of 1940, Hitler was at the pinnacle of his power. Hitler now moved to achieve his long-term aim of conquering Eastern Europe. He wanted to ensure food supplies and living space for Germans. He attacked the Soviet Union in June 1941. In this historic blunder Hitler exposed the German western front to British aerial bombing and the eastern front to the powerful Soviet armies. The Soviet Red Army inflicted a crushing and humiliating defeat on Germany at Stalingrad. After this the Soviet Red Army hounded out the retreating German soldiers until they reached the heart of Berlin, establishing Soviet hegemony over the entire Eastern Europe for half a century thereafter.
 economic crisis. Resources were to be accumulated through expansion of territory. In September 1939, Germany invaded Poland. This started a war with France and England. In September 1940, a Tripartite Pact was signed between Germany, Italy and Japan, strengthening Hitler’s claim to international power. Puppet regimes, supportive of Nazi Germany, were installed in a large part of Europe. By the end of 1940, Hitler was at the pinnacle of his power. Hitler now moved to achieve his long-term aim of conquering Eastern Europe. He wanted to ensure food supplies and living space for Germans. He attacked the Soviet Union in June 1941. In this historic blunder Hitler exposed the German western front to British aerial bombing and the eastern front to the powerful Soviet armies. The Soviet Red Army inflicted a crushing and humiliating defeat on Germany at Stalingrad. After this the Soviet Red Army hounded out the retreating German soldiers until they reached the heart of Berlin, establishing Soviet hegemony over the entire Eastern Europe for half a century thereafter.
 India and the Contemporary World
 Meanwhile, the USA had resisted involvement in the war. It was unwilling to once again face all the economic problems that the First World War had caused. But it could not stay out of the war for long. Japan was expanding its power in the east. It had occupied French Indo-China and was planning attacks on US naval bases in the Pacific. When Japan extended its support to Hitler and bombed the US base at Pearl Harbor, the US entered the Second World War. The war ended in May 1945 with Hitler’s defeat and the US dropping of the atom bomb on Hiroshima in Japan. From this brief account of what happened in the Second World War, we now return to Helmuth and his father’s story, a story of Nazi criminality during the war.
 "
When did US enter the World War II?,"When Japan extended its support to Hitler and bombed the US base at Pearl Harbor, the US entered into World War II.","economic crisis. Resources were to be accumulated through expansion of territory. In September 1939, Germany invaded Poland. This started a war with France and England. In September 1940, a Tripartite Pact was signed between Germany, Italy and Japan, strengthening Hitler’s claim to international power. Puppet regimes, supportive of Nazi Germany, were installed in a large part of Europe. By the end of 1940, Hitler was at the pinnacle of his power. Hitler now moved to achieve his long-term aim of conquering Eastern Europe. He wanted to ensure food supplies and living space for Germans. He attacked the Soviet Union in June 1941. In this historic blunder Hitler exposed the German western front to British aerial bombing and the eastern front to the powerful Soviet armies. The Soviet Red Army inflicted a crushing and humiliating defeat on Germany at Stalingrad. After this the Soviet Red Army hounded out the retreating German soldiers until they reached the heart of Berlin, establishing Soviet hegemony over the entire Eastern Europe for half a century thereafter.
 India and the Contemporary World
 Meanwhile, the USA had resisted involvement in the war. It was unwilling to once again face all the economic problems that the First World War had caused. But it could not stay out of the war for long. Japan was expanding its power in the east. It had occupied French Indo-China and was planning attacks on US naval bases in the Pacific. When Japan extended its support to Hitler and bombed the US base at Pearl Harbor, the US entered the Second World War. The war ended in May 1945 with Hitler’s defeat and the US dropping of the atom bomb on Hiroshima in Japan. From this brief account of what happened in the Second World War, we now return to Helmuth and his father’s story, a story of Nazi criminality during the war.
 Meanwhile, the USA had resisted involvement in the war. It was unwilling to once again face all the economic problems that the First World War had caused. But it could not stay out of the war for long. Japan was expanding its power in the east. It had occupied French Indo-China and was planning attacks on US naval bases in the Pacific. When Japan extended its support to Hitler and bombed the US base at Pearl Harbor, the US entered the Second World War. The war ended in May 1945 with Hitler’s defeat and the US dropping of the atom bomb on Hiroshima in Japan. From this brief account of what happened in the Second World War, we now return to Helmuth and his father’s story, a story of Nazi criminality during the war.
 "
Who were considered ‘undesirable’ by Hitler?,"Jews, Gypsies and blacks living in Nazi Germany were considered as inferior races, who threatened the biological purity of ‘Superior Aryan’ race, and were called undesirable by Hitler.","extended empire. Nazis wanted only a society of ‘pure and healthy Nordic Aryans’. They alone were considered ‘desirable’. Only they were seen as worthy of prospering and multiplying against all others who were classed as ‘undesirable’. This meant that even those Germans who were seen as impure or abnormal had no right to exist. Under the Euthanasia Programme, Helmuth’s father along with other Nazi officials had condemned to death many Germans who were considered mentally or physically unfit. Jews were not the only community classified as ‘undesirable’. There were others. Many Gypsies and blacks living in Nazi Germany were considered as racial ‘inferiors’ who threatened the biological purity of the ‘superior Aryan’ race. They were widely persecuted. Even Russians and Poles were considered subhuman, and hence undeserving of any humanity. When Germany occupied Poland and parts of Russia, captured civilians were forced to work as slave labour. Many of them died simply through hard work and starvation.
 "
Why Jews were the worst sufferers in Nazi Germany?,Nazis felt that Jews were killers of Christ and were also considered killers of US usurers (Moneylenders).,"extended empire. Nazis wanted only a society of ‘pure and healthy Nordic Aryans’. They alone were considered ‘desirable’. Only they were seen as worthy of prospering and multiplying against all others who were classed as ‘undesirable’. This meant that even those Germans who were seen as impure or abnormal had no right to exist. Under the Euthanasia Programme, Helmuth’s father along with other Nazi officials had condemned to death many Germans who were considered mentally or physically unfit. Jews were not the only community classified as ‘undesirable’. There were others. Many Gypsies and blacks living in Nazi Germany were considered as racial ‘inferiors’ who threatened the biological purity of the ‘superior Aryan’ race. They were widely persecuted. Even Russians and Poles were considered subhuman, and hence undeserving of any humanity. When Germany occupied Poland and parts of Russia, captured civilians were forced to work as slave labour. Many of them died simply through hard work and starvation.
 "
