question,answer,context
Q. 11. What did the ‘German Sword’ stand for?,Ans. Readiness to fight.,"Heroism
 Sword
 Readiness to fight
 Readiness to fight
 Olive branch around the sword
 Willingness to make peace
 "
Q. 12. Who was the first Prime Minister of Italy?,Ans. Cavour was the first Prime Minister of Italy.,"Chief Minister Cavour who led the movement to unify the regions of Italy was neither a revolutionary nor a democrat. Like many other wealthy and educated members of the Italian elite, he spoke French much better than he did Italian. Through a tactful diplomatic alliance with France engineered by Cavour, Sardinia-Piedmont succeeded in defeating the Austrian forces in 1859. Apart from regular troops, a large number of armed volunteers under the leadership of Giuseppe Garibaldi joined the fray. In 1860, they marched into South Italy and the Kingdom of the Two Sicilies and succeeded in winning the support of the local peasants in order to drive out the Spanish rulers. In 1861 Victor Emmanuel II was proclaimed king of united Italy. However, much of the Italian population, among whom rates of illiteracy were very high, remained blissfully unaware of liberalnationalist ideology. The peasant masses who had supported Garibaldi in southern Italy had never heard of Italia, and believed that ‘La Talia’ was Victor Emmanuel’s wife!
 "
Q. 13. Who was Johann Gottfried Herder?,Ans. Herder was a German philosopher who claimed that true German culture was to be discovered among the common people.,"and focused instead on emotions, intuition and mystical feelings. Their effort was to create a sense of a shared collective heritage, a common cultural past, as the basis of a nation. Other Romantics such as the German philosopher Johann Gottfried Herder (1744-1803) claimed that true German culture was to be discovered among the common people – das volk. It was through folk songs, folk poetry and folk dances that the true spirit of the nation (volksgeist) was popularised. So collecting and recording these forms of folk culture was essential to the project of nation-building. 14 2020-21
 "
Q. 1. Name a leader of the Dalits and the association formed by him.,"Ans. Dr B.R. Ambedkar, Depressed Classes Association in 1930.","Dr B.R. Ambedkar, who organised the dalits into the Depressed Classes Association in 1930, clashed with Mahatma Gandhi at the second Round Table Conference by demanding separate electorates for dalits. When the British government conceded Ambedkar’s demand, Gandhiji began a fast unto death. He believed that separate electorates for dalits would slow down the process of their integration into society. Ambedkar ultimately accepted Gandhiji’s position and the result was the Poona Pact of September 1932. It gave the Depressed Classes (later to be known as the Schedule Castes) reserved seats in provincial and central legislative councils, but they were to be voted in by the general electorate. The dalit movement, however, continued to be apprehensive of the Congressled national movement. Some of the Muslim political organisations in India were also lukewarm in their response to the Civil Disobedience Movement. After the decline of the Non-Cooperation-Khilafat movement, a large section of Muslims felt alienated from the Congress. From the mid-1920s the Congress came to be more visibly associated with openly Hindu religious nationalist groups like the Hindu Mahasabha. As relations between Hindus and Muslims worsened, each community organised religious processions with militant fervour, provoking Hindu-Muslim communal clashes and riots in various cities. Every riot deepened the distance between the two communities. The Congress and the Muslim League made efforts to renegotiate an alliance, and in 1927 it appeared that such a unity could be forged. The important differences were over the question of representation in the future assemblies that were to be elected. Muhammad Ali 44 2020-21
 "
Q. 2. By whom was the first image of Bharat Mata painted ?,Ans. Abanindranath Tagore.,"Fig. 17 – Dwarkanath Tagore. Dwarkanath Tagore believed that India would develop through westernisation and industrialisation. He invested in shipping, shipbuilding, mining, banking, plantations and insurance.
 "
Q. 3. Why had Congress ignored the dalits for long ?,Ans. For fear of offending the Sanatanis.,"A SS NA
 "
Q. 4. Which Muslim leader was willing to give up the demand for separate electorates ?,Ans. Mohammad Ali Jinnah.,"Fig. 10 – Mahatma Gandhi, Jawaharlal Nehru and Maulana Azad at Sevagram Ashram, Wardha, 1935.
 Jinnah, one of the leaders of the Muslim League, was willing to give up the demand for separate electorates, if Muslims were assured reserved seats in the Central Assembly and representation in proportion to population in the Muslim-dominated provinces (Bengal and Punjab). Negotiations over the question of representation continued but all hope of resolving the issue at the All Parties Conference in 1928 disappeared when M.R. Jayakar of the Hindu Mahasabha strongly opposed efforts at compromise. When the Civil Disobedience Movement started there was thus an atmosphere of suspicion and distrust between communities. Alienated from the Congress, large sections of Muslims could not respond to the call for a united struggle. Many Muslim leaders and intellectuals expressed their concern about the status of Muslims as a minority within India. They feared that the culture and identity of minorities would be submerged under the domination of a Hindu majority. Source D In 1930, Sir Muhammad Iqbal, as president of the Muslim League, reiterated the importance of separate electorates for the Muslims as an important safeguard for their minority political interests. His statement is supposed to have provided the intellectual justification for the Pakistan demand that came up in subsequent years. This is what he said:
 Jinnah, one of the leaders of the Muslim League, was willing to give up the demand for separate electorates, if Muslims were assured reserved seats in the Central Assembly and representation in proportion to population in the Muslim-dominated provinces (Bengal and Punjab). Negotiations over the question of representation continued but all hope of resolving the issue at the All Parties Conference in 1928 disappeared when M.R. Jayakar of the Hindu Mahasabha strongly opposed efforts at compromise. When the Civil Disobedience Movement started there was thus an atmosphere of suspicion and distrust between communities. Alienated from the Congress, large sections of Muslims could not respond to the call for a united struggle. Many Muslim leaders and intellectuals expressed their concern about the status of Muslims as a minority within India. They feared that the culture and identity of minorities would be submerged under the domination of a Hindu majority. Source D In 1930, Sir Muhammad Iqbal, as president of the Muslim League, reiterated the importance of separate electorates for the Muslims as an important safeguard for their minority political interests. His statement is supposed to have provided the intellectual justification for the Pakistan demand that came up in subsequent years. This is what he said:
 "
Q. 5. Why did Gandhiji begin fast unto death when Dr. B.R. Ambedkar demanded separate electorate for Dalits ?,Ans. Separate electorate would create divisions in the society.,"4. Why did political leaders differ sharply over the question of separate electorates?
 "
Q. 6. Who was the writer of ‘Vande Matram’?,Ans. Bankim Chandra Chattopadhyay.,"Fig. 16 – Jamsetjee Jeejeebhoy. Jeejeebhoy was the son of a Parsi weaver. Like many others of his time, he was involved in the China trade and shipping. He owned a large fleet of ships, but competition from English and American shippers forced him to sell his ships by the 1850s.
 Fig. 17 – Dwarkanath Tagore. Dwarkanath Tagore believed that India would develop through westernisation and industrialisation. He invested in shipping, shipbuilding, mining, banking, plantations and insurance.
 Fig. 17 – Dwarkanath Tagore. Dwarkanath Tagore believed that India would develop through westernisation and industrialisation. He invested in shipping, shipbuilding, mining, banking, plantations and insurance.
 "
Q. 1. What is an Allegory ? State any one example to clarify the same. ,"Ans. Allegory : When an abstract idea for instance, greed, envy, freedom, liberty is expressed through a person or a thing. Examples : Statue of Liberty, Marianne, Germaina etc.  1","5 Visualising the Nation While it is easy enough to represent a ruler through a portrait or a statue, how does one go about giving a face to a nation? Artists in the eighteenth and nineteenth centuries found a way out by personifying a nation. In other words they represented a country as if it were a person. Nations were then portrayed as female figures. The female form that was chosen to personify the nation did not stand for any particular woman in real life; rather it sought to give the abstract idea of the nation a concrete form. That is, the female figure became an allegory of the nation. You will recall that during the French Revolution artists used the female allegory to portray ideas such as Liberty, Justice and the Republic. These ideals were represented through specific objects or symbols. As you would remember, the attributes of Liberty are the red cap, or the broken chain, while Justice is generally a blindfolded woman carrying a pair of weighing scales.
 Fig. 16 — Postage stamps of 1850 with the figure of Marianne representing the Republic of France.
 Similar female allegories were invented by artists in the nineteenth century to represent the nation. In France she was christened Marianne, a popular Christian name, which underlined the idea of a people’s nation. Her characteristics were drawn from those of Liberty and the Republic – the red cap, the tricolour, the cockade. Statues of Marianne were erected in public squares to remind the public of the national symbol of unity and to persuade them to identify with it. Marianne images were marked on coins and stamps.
 Similar female allegories were invented by artists in the nineteenth century to represent the nation. In France she was christened Marianne, a popular Christian name, which underlined the idea of a people’s nation. Her characteristics were drawn from those of Liberty and the Republic – the red cap, the tricolour, the cockade. Statues of Marianne were erected in public squares to remind the public of the national symbol of unity and to persuade them to identify with it. Marianne images were marked on coins and stamps.
 Europe
 Similarly, Germania became the allegory of the German nation. In visual representations, Germania wears a crown of oak leaves, as the German oak stands for heroism.
 Similarly, Germania became the allegory of the German nation. In visual representations, Germania wears a crown of oak leaves, as the German oak stands for heroism.
 N a t i o n a l i s m in
 New words Allegory – When an abstract idea (for instance, greed, envy, freedom, liberty) is expressed through a person or a thing. An allegorical story has two meanings, one literal and one symbolic
 New words Allegory – When an abstract idea (for instance, greed, envy, freedom, liberty) is expressed through a person or a thing. An allegorical story has two meanings, one literal and one symbolic
 "
Q. 1. French colonisation of Vietnam was based on which two ideas ? ,Ans. Economic Exploitation and the Civilising Mission. 1,"economic experience?
 "
Q. 2. Name the writer who wrote the book “The History of the Loss of Vietnam”. ,Ans. The writer of the book “The History of the Loss of Vietnam” is ‘Phan Boi Chau’.,"Sometimes, the government found it hard to find candidates for editorship of loyalist papers. When Sanders, editor of the Statesman that had been founded in 1877, was approached, he asked rudely how much he would be paid for suffering the loss of freedom. The Friend of India refused a government subsidy, fearing that this would force it to be obedient to government commands.
 "
Q. 3. What was the main aim to establish Tonkin Free School in Vietnam by French ? ,Ans. To provide a western style education.,"IA POSEN
 WESTPHALIA
 BA DE N
 "
Q. 4. Who were called colons in Vietnam ?  ,Ans. French citizens living in Vietnam were known as Colons.,"The first clear expression of nationalism came with the French Revolution in 1789. France, as you would remember, was a full-fledged territorial state in 1789 under the rule of an absolute monarch. The political and constitutional changes that came in the wake of the French Revolution led to the transfer of sovereignty from the monarchy to a body of French citizens. The revolution proclaimed that it was the people who would henceforth constitute the nation and shape its destiny. From the very beginning, the French revolutionaries introduced various measures and practices that could create a sense of collective identity amongst the French people. The ideas of la patrie (the fatherland) and le citoyen (the citizen) emphasised the notion of a united community enjoying equal rights under a constitution. A new French flag, the tricolour, was chosen to replace the former royal standard. The Estates General was elected by the body of active citizens and renamed the National Assembly. New hymns were composed, oaths taken and martyrs commemorated, all in the name of the nation. A centralised administrative system was put in place and it formulated uniform laws for all citizens within its territory. Internal customs duties and dues were abolished and a uniform system of weights and measures was adopted. Regional dialects were discouraged and French, as it was spoken and written in Paris, became the common language of the nation.
 "
Q. 5. Who led the ‘Scholar Revolt‘ in Vietnam in 1868 ? ,Ans. The ‘Scholar Revolt’ in Vietnam in 1868 was led by officials at the imperial court.,"Fig. 9 — Peasants’ uprising, 1848.
 "
Q. 6. What was the main aim of the Scholar Revolt of 1868 ? ,Ans. To oppose French control and expansion of Christianity.,"Inquisition – A former Roman Catholic court for identifying and punishing heretics Heretical – Beliefs which do not follow the accepted teachings of the Church. In medieval times, heresy was seen as a threat to the right of the Church to decide on what should be believed and what should not. Heretical beliefs were severely punished Satiety – The state of being fulfilled much beyond the point of satisfaction Seditious – Action, speech or writing that is seen as opposing the government
 "
"Q. 7. Who founded the Hoa Hao Movement, when and where?","Ans. Founded by Huynh Phu So, in 1939, in the fertile Mekong delta area.","BA DE N
 "
Q. 8. Why did a Vietnamese girl in Saigon Native Girls School refuse to move to a back bench ?,Ans. She protested the racial discrimination adopted by the Colonial Government.,"with the British, as they had done in 1921-22, but also to break colonial laws. Thousands in different parts of the country broke the salt law, manufactured salt and demonstrated in front of government salt factories. As the movement spread, foreign cloth was boycotted, and liquor shops were picketed. Peasants refused to pay revenue and chaukidari taxes, village officials resigned, and in many places forest people violated forest laws – going into Reserved Forests to collect wood and graze cattle. Worried by the developments, the colonial government began arresting the Congress leaders one by one. This led to violent clashes in many palaces. When Abdul Ghaffar Khan, a devout disciple of Mahatma Gandhi, was arrested in April 1930, angry crowds demonstrated in the streets of Peshawar, facing armoured cars and police firing. Many were killed. A month later, when Mahatma Gandhi himself was arrested, industrial workers in Sholapur attacked police posts, municipal buildings, lawcourts and railway stations – all structures that symbolised British rule. A frightened government responded with a policy of brutal repression. Peaceful satyagrahis were attacked, women and children were beaten, and about 100,000 people were arrested. In such a situation, Mahatma Gandhi once again decided to call off the movement and entered into a pact with Irwin on 5 March 1931. By this Gandhi-Irwin Pact, Gandhiji consented to participate in a Round Table Conference (the Congress had boycotted the first 40 2020-21
 "
Q. 9. What was the most significant lesson learnt by the Vietnamese from the rat hunt ?,Ans. Success of collective bargaining.,"realised that a free economic system is the only means to engender national feeling.’
 "
Q. 10. Which place became an important place for political and cultural battle in Vietnam by 1920’s ?,Ans. Schools.,"of
 The Making of a Global World
 a
 a
 "
Q. 11. Which was an early movement against control and the spread of Christianity in Vietnam ?,Ans. Peasant Revolt.,"Fig. 9 — Peasants’ uprising, 1848.
 National Assembly proclaimed a Republic, granted suffrage to all adult males above 21, and guaranteed the right to work. National workshops to provide employment were set up. Earlier, in 1845, weavers in Silesia had led a revolt against contractors who supplied them raw material and gave them orders for finished textiles but drastically reduced their payments. The journalist Wilhelm Wolff described the events in a Silesian village as follows:
 "
Q. 12. Why was Ngo Dinh Diem’s rule not popular ?,Ans. It permitted Christianity and outlawed Buddhism.,"Print and popular religious literature stimulated many distinctive individual interpretations of faith even among little-educated working people. In the sixteenth century, Menocchio, a miller in Italy, began to read books that were available in his locality. He reinterpreted the message of the Bible and formulated a view of God and Creation that enraged the Roman Catholic Church. When the Roman Church began its inquisition to repress heretical ideas, Menocchio was hauled up twice and ultimately executed. The Roman Church, troubled by such effects of popular readings and questionings of faith, imposed severe controls over publishers and booksellers and began to maintain an Index of Prohibited Books from 1558.
 "
Q. 13. Which epidemic struck modern Hanoi in 1903 ?,Ans. Plague.,"a
 "
Q. 1. What were the two bases of colonial economy in Vietnam? ,"Ans. Bases of colonial economy in Vietnam :  Rice cultivation,  Rubber Plantation.","3 Industrialisation in the Colonies
 "
Q. 2. How was the maritime silk route useful for Vietnam? ,"Ans. Vietnam was also linked to what has called the maritime silk route. It brought goods, people and ideas. Other networks of trade connected it to the hinterlands.","1.1 Silk Routes Link the World The silk routes are a good example of vibrant pre-modern trade and cultural links between distant parts of the world. The name ‘silk routes’ points to the importance of West-bound Chinese silk cargoes along this route. Historians have identified several silk routes, over land and by sea, knitting together vast regions of Asia, and linking Asia with Europe and northern Africa. They are known to have existed since before the Christian Era and thrived almost till the fifteenth century. But Chinese pottery also travelled the same route, as did textiles and spices from India and Southeast Asia. In return, precious metals – gold and silver – flowed from Europe to Asia. Trade and cultural exchange always went hand in hand. Early Christian missionaries almost certainly travelled this route to Asia, as did early Muslim preachers a few centuries later. Much before all this, Buddhism emerged from eastern India and spread in several directions through intersecting points on the silk routes.
 "
Q. 3. When did the French arrive in Vietnam?,Ans. 1858.,"1858
 "
Q. 4. When and how French Indo-China was formed?,"Ans. Conquest of Tonkin and Anaam in 1887, led to the formation of French Indo-China.","Britain and France made vast additions to their overseas territories in the late nineteenth century. Belgium and Germany became new colonial powers. The US also became a colonial power in the late 1890s by taking over some colonies earlier held by Spain. Let us look at one example of the destructive impact of colonialism on the economy and livelihoods of colonised people.
 "
"Q. 5. The barriers to economic progress in Vietnam, according to Paul Bernard, the French writer, were.  ","Ans. High population, low agricultural productivity and extensive indebtedness among peasants.","a
 "
Q. 6. What was a French citizen living in Vietnam called ?,Ans. Colons.,"a
 "
Q. 7. Which group of countries comprises Indo-China ?,"Ans. Vietnam, Laos and Cambodia.","ALGERIA
 "
Q. 8. What kind of labour was widely used in rubber plantations in Vietnam?,Ans. Indentured labours.,"2.4 Indentured Labour Migration from India
 In the nineteenth century, hundreds of thousands of Indian and Chinese labourers went to work on plantations, in mines, and in road and railway construction projects around the world. In India, indentured labourers were hired under contracts which promised return travel to India after they had worked five years on their employer’s plantation.
 In the nineteenth century, hundreds of thousands of Indian and Chinese labourers went to work on plantations, in mines, and in road and railway construction projects around the world. In India, indentured labourers were hired under contracts which promised return travel to India after they had worked five years on their employer’s plantation.
 New words Indentured labour – A bonded labourer under contract to work for an employer for a specific amount of time, to pay off his passage to a new country or home The Making of a Global World
 Fig. 16 — A contract form of an indentured labourer.
 "
Q. 9. In which year Laos was added to French IndoChina?,Ans. 1893.,"1858
 "
Q. 10. When did the Nationalist resistance against colonialism develop in Vietnam?,Ans. When French troops landed in Vietnam.,"BA DE N
 "
"Q. 11. Who was a member of the French team, who explored Mekong River?",Ans. Garnier. ,"IA POSEN
 WESTPHALIA
 BA DE N
 "
Q. 1. What was the main aim of revolutionaries of Europe during the years following 1815 ? ,Ans. To oppose monarchial forms of government.,"New words Absolutist – Literally, a government or system of rule that has no restraints on the power exercised. In history, the term refers to a for m of monarchical government that was centralised, militarised and repressive Utopian – A vision of a society that is so ideal that it is unlikely to actually exist
 "
Q. 2. What was the meaning of liberalism in early nineteenth century in Europe ? ,Ans. Liberalism stood for freedom for individual and equality for all before the laws. ,"2.2 What did Liberal Nationalism Stand for? Ideas of national unity in early-nineteenth-century Europe were closely allied to the ideology of liberalism. The term ‘liberalism’ derives from the Latin root liber, meaning free. For the new middle classes liberalism stood for freedom for the individual and equality of all before the law. Politically, it emphasised the concept of government by consent. Since the French Revolution, liberalism had stood for the end of autocracy and clerical privileges, a constitution and representative government through parliament. Nineteenth-century liberals also stressed the inviolability of private property. New words
 "
Q. 3. What was the main aim of Treaty of Vienna 1815 ? ,Ans. Undoing most of the changes that had come about in Europe.,"Europe
 "
Q. 4. What was the major change that occurred in the political and constitutional scenario due to French Revolution in Europe ? ,Ans. The French Revolution led to the transfer of sovereignty from the monarchy to a body of French citizen.,"1 The French Revolution and the Idea of the Nation
 The first clear expression of nationalism came with the French Revolution in 1789. France, as you would remember, was a full-fledged territorial state in 1789 under the rule of an absolute monarch. The political and constitutional changes that came in the wake of the French Revolution led to the transfer of sovereignty from the monarchy to a body of French citizens. The revolution proclaimed that it was the people who would henceforth constitute the nation and shape its destiny. From the very beginning, the French revolutionaries introduced various measures and practices that could create a sense of collective identity amongst the French people. The ideas of la patrie (the fatherland) and le citoyen (the citizen) emphasised the notion of a united community enjoying equal rights under a constitution. A new French flag, the tricolour, was chosen to replace the former royal standard. The Estates General was elected by the body of active citizens and renamed the National Assembly. New hymns were composed, oaths taken and martyrs commemorated, all in the name of the nation. A centralised administrative system was put in place and it formulated uniform laws for all citizens within its territory. Internal customs duties and dues were abolished and a uniform system of weights and measures was adopted. Regional dialects were discouraged and French, as it was spoken and written in Paris, became the common language of the nation.
 The first clear expression of nationalism came with the French Revolution in 1789. France, as you would remember, was a full-fledged territorial state in 1789 under the rule of an absolute monarch. The political and constitutional changes that came in the wake of the French Revolution led to the transfer of sovereignty from the monarchy to a body of French citizens. The revolution proclaimed that it was the people who would henceforth constitute the nation and shape its destiny. From the very beginning, the French revolutionaries introduced various measures and practices that could create a sense of collective identity amongst the French people. The ideas of la patrie (the fatherland) and le citoyen (the citizen) emphasised the notion of a united community enjoying equal rights under a constitution. A new French flag, the tricolour, was chosen to replace the former royal standard. The Estates General was elected by the body of active citizens and renamed the National Assembly. New hymns were composed, oaths taken and martyrs commemorated, all in the name of the nation. A centralised administrative system was put in place and it formulated uniform laws for all citizens within its territory. Internal customs duties and dues were abolished and a uniform system of weights and measures was adopted. Regional dialects were discouraged and French, as it was spoken and written in Paris, became the common language of the nation.
 "
