question,answer,context
Draw and label the parts of prokaryotic cell. ,Ribosomes Capsule Cytoplasm Bacterial flagellum DNA  Plasma membrane  1 + 2,"The nucleus has a double layered covering called nuclear membrane. The nuclear membrane has pores which allow the transfer of material from inside the nucleus to its outside, that is, to the cytoplasm (which we will talk about in section 5.2.4). The nucleus contains chromosomes, which are visible as rod-shaped structures only when the cell is about to divide. Chromosomes contain infor mation for inheritance of characters from parents to next generation in the form of DNA (Deoxyribo Nucleic Acid) molecules. Chromosomes are composed of DNA and protein. DNA molecules contain the information necessary for constructing and organising cells. Functional segments of DNA are called genes. In a cell which is not dividing, this DNA is present as part of chromatin material. Chromatin material is visible as entangled mass of thread like structures. Whenever the cell is about to divide, the chromatin material gets organised into chromosomes. The nucleus plays a central role in cellular reproduction, the process by which a single cell divides and forms two new cells. It also plays a crucial part, along with the environment, in determining the way the cell will develop and what form it will exhibit at maturity, by directing the chemical activities of the cell. In some organisms like bacteria, the nuclear region of the cell may be poorly defined due to the absence of a nuclear membrane. Such an undefined nuclear region containing only nucleic acids is called a nucleoid. Such organisms, whose cells lack a nuclear membrane, are called prokaryotes (Pro = primitive or primary; karyote ≈ karyon = nucleus). Organisms with cells having a nuclear membrane are called eukaryotes. Prokaryotic cells (see Fig. 5.4) also lack most of the other cytoplasmic organelles
 present in eukaryotic cells. Many of the functions of such organelles are also performed by poorly organised parts of the cytoplasm (see section 5.2.4). The chlorophyll in photosynthetic prokaryotic bacteria is associated with membranous vesicles (bag like structures) but not with plastids as in eukaryotic cells (see section 5.2.5).
 present in eukaryotic cells. Many of the functions of such organelles are also performed by poorly organised parts of the cytoplasm (see section 5.2.4). The chlorophyll in photosynthetic prokaryotic bacteria is associated with membranous vesicles (bag like structures) but not with plastids as in eukaryotic cells (see section 5.2.5).
 Plasma membrane
 Ribosomes
 Ribosomes
 "
 Why is the cell called the structural and functional unit of life ?  Why is the plasma membrane called a selectively permeable membrane ?  Name the factor which decides the movement of water across the plasma membrane. , Because shape and size of cells are related to specific functions they perform. Cells constitute various components of plants and animals.  Because it permits exit and entry of some selected materials in and out of the cells.  Amount of substance dissolved in water or solute concentration. ,"The shape and size of cells are related to the specific function they perform. Some cells like Amoeba have changing shapes. In some cases the cell shape could be more or less fixed and peculiar for a particular type of cell; for example, nerve cells have a typical shape. Each living cell has the capacity to perform certain basic functions that are characteristic of all living forms. How does a living cell perform these basic functions? We know that there is a division of labour in multicellular organisms such as human beings. This means that different parts of the human body perform different functions. The human body has a heart to pump blood, a stomach to digest food and so on. Similarly, division of labour is also seen within a single cell. In fact, each such cell has got certain specific components within it known as cell organelles. Each kind of cell organelle performs a special function, such as making new material in the cell, clearing up the waste material from the cell and so on. A cell is able to live and perfor m all its functions because of these organelles. These organelles together constitute the basic unit called the cell. It is interesting that all cells are found to have the same organelles, no matter what their function is or what organism they are found in.
 "
Give two reasons as to why there is tremendous scope to develop fisheries in India. ,There is good scope for fisheries in India because :  India has 1·6 million hectares of inland water bodies.  Its coastline is 7500 km long.,"15.2.3 (i) MARINE FISHERIES India’s marine fishery resources include 7500 km of coastline and the deep seas 211
 "
"Chicken A is (all chicken in reference are of same variety egg laying) exposed to very bright sunlight, chicken B is kept inside a dark building whereas chicken C is kept in a well-lit building. Which chicken will have maximum laying output ? ",Chicken C will have maximum laying output. This is because it is exposed to moderate sunlight. Moderate light intensity and duration has a favourable effect on the egg laying output of the hens.,"EGG AND BROILER PRODUCTION Broiler chickens are fed with vitamin-rich supplementary feed for good growth rate and better feed efficiency. Care is taken to avoid mortality and to maintain feathering and carcass quality. They are produced as broilers and sent to market for meat purposes. For good production of poultry birds, good management practices are important. These include maintenance of temperature and hygienic conditions in housing and poultry feed, as well as prevention and control of diseases and pests. The housing, nutritional and environmental requirements of broilers are somewhat different from those of egg layers. IMPROVEMENT
 IN
 The ration (daily food requirement) for broilers is protein rich with adequate fat. The level of vitamins A and K is kept high in the poultry feeds. Poultry fowl suffer from a number of diseases caused by virus, bacteria, fungi, parasites, as well as from nutritional deficiencies. These necessitate proper cleaning, sanitation, and spraying of disinfectants at regular intervals. Appropriate vaccination can prevent the occurrence of infectious diseases and reduce loss of poultry during an outbreak of disease.
 "
Give two advantages of Holstein-Friesian over the Red Sindhi. ,Advantages of Holstein-Friesian over the Red Sindhi are :  Average milk production is more.  Lactation periods extend throughout the year.,"the birth of a calf. So, milk production can be increased by increasing the lactation period. Exotic or foreign breeds (for example, Jersey, Brown Swiss) are selected for long lactation periods, while local breeds (for example, Red Sindhi, Sahiwal) show excellent resistance to diseases. The two can be cross-bred to get animals with both the desired qualities.
 "
The production of food from animal sources has increased in the last few decades. Justify. ," Improved varieties and cross-breeds have been developed,  Proper health and disease control have also improved the yield.","all be of the same variety and germinate under the same conditions. Cultivation practices and crop yield are related to weather, soil quality and availability of water. Since weather conditions such as drought and flood situations are unpredictable, varieties that can be grown in diverse climatic conditions are useful. Similarly, varieties tolerant to high soil salinity have been developed. Some of the factors for which variety improvement is done are: • Higher yield: To increase the productivity of the crop per acre. • Improved quality: Quality considerations of crop products vary from crop to crop. Baking quality is important in wheat, protein quality in pulses, oil quality in oilseeds and preserving quality in fruits and vegetables. • Biotic and abiotic resistance: Crops production can go down due to biotic (diseases, insects and nematodes) and abiotic (drought, salinity, water logging, heat, cold and frost) stresses under different situations. Varieties resistant to these stresses can improve crop production. • Change in maturity duration: The shorter the duration of the crop from sowing to harvesting, the more economical is the variety. Such short durations allow far mers to grow multiple rounds of crops in a year. Short duration also reduces the cost of crop production. Uniform maturity makes the harvesting process easy and reduces losses during harvesting. • Wider adaptability: Developing varieties for wider adaptability will help in stabilising the crop production under dif ferent envir onmental conditions. One variety can then be grown under dif ferent climatic conditions in different areas. • Desirable agronomic characteristics: Tallness and profuse branching are desirable characters for fodder crops. Dwarfness is desired in cereals, so IMPROVEMENT
 IN
 that less nutrients are consumed by these crops. Thus developing varieties of desired agronomic characters help give higher productivity.
 15.2.2 POULTRY FARMING Poultry farming is undertaken to raise domestic fowl for egg production and chicken meat. Therefore, improved poultry breeds are developed and farmed to produce layers for eggs and broilers for meat. The cross-breeding programmes between Indian (indigenous, for example, Aseel) and foreign (exotic, for example, Leghorn) breeds for variety improvement are focused on to develop new varieties for the following desirable traits— (i) number and quality of chicks;
 "
"Why are wrestlers and sportsmen recommended to have egg, meat and fish as a part of their diet ? ","Sportsmen and wrestlers are recommended to have egg, meat and fish as a part of their diet because these contain high amounts of protein which is essential for growth and development of muscles.2 2 Marks each","Protein
 "
Match the following :  1. White leghorn a. Meat yielding Poultry 2. Karan Swiss b. Egg Laying Poultry 3. Murrah c. Buffalo 4. Aseel d. Exotic Breed of Cow,"1. – b, 2. – d, 3. – c, 4. – a.","3. 4.
 "
How can you classify the practices involved in improving crop yields ? ,"We can divide the practices involved in farming into three stages. The first is the choice of seeds for planting. The second is the nurturing of the crop plants. The third is the protection of the growing and harvested crops from loss. Thus, the major groups of activities for improving crop yields can be classified as : – Crop variety improvement – Crop production improvement – Crop protection management.","15.1.2 CROP PRODUCTION MANAGEMENT In India, as in many other agriculture-based countries, farming ranges from small to very large farms. Different farmers thus have more or less land, money and access to information and technologies. In short, it is the money or financial conditions that allow farmers to take up different farming practices and agricultural technologies. There is a correlation between higher inputs and yields. Thus, the farmer’s purchasing capacity for inputs decides cropping system and production practices. Therefore, production practices can be at different levels. They include ‘no cost’ production, ‘low cost’ production and ‘high cost’ production practices.
 The growing of different crops on a piece of land in a pre-planned succession is known as crop rotation. Depending upon the duration, crop rotation is done for different crop combinations. The availability of moisture and irrigation facilities decide the choice of the crop to be cultivated after one harvest. If crop rotation is done properly then two or three crops can be grown in a year with good harvests.
 15.1.3 CROP PROTECTION MANAGEMENT Field crops are infested by a large number of weeds, insect pests and diseases. If weeds and pests are not controlled at the appropriate time then they can damage the crops so much that most of the crop is lost. Weeds are unwanted plants in the cultivated field, for example, Xanthium
 "
Why according to you is animal husbandry essential ? ,"Animal husbandry is essential because of the following reasons :  To increase milk production, which automatically fulfils the need of the growing population. It also increases the production of various milk products like butter and cheese.  To increase egg and meat production, which are highly nutritious.  To increase fish production.  For the proper utilization of animals wastes.","Chapter 15 IMPROVEMENT IN FOOD RESOURCES We know that all living organisms need food. Food supplies proteins, carbohydrates, fats, vitamins and minerals, all of which we require for body development, growth and health. Both plants and animals are major sources of food for us. We obtain most of this food from agriculture and animal husbandry. We read in newspapers that efforts are always being made to improve production from agriculture and animal husbandry. Why is this necessary? Why we cannot make do with the current levels of production? India is a very populous country. Our population is more than one billion people, and it is still growing. As food for this growing population, we will soon need more than a quarter of a billion tonnes of grain every year. This can be done by farming on more land. But India is already intensively cultivated. As a result, we do not have any major scope for increasing the area of land under cultivation. Therefore, it is necessary to increase our production efficiency for both crops and livestock. Efforts to meet the food demand by increasing food production have led to some successes so far. We have had the green revolution, which contributed to increased food-grain production. We have also had the white revolution, which has led to better and more efficient use as well as availability of milk. However, these revolutions mean that our natural resources are getting used more intensively. As a result, there are more chances of causing damage to our natural resources to the point of destroying their balance completely. Therefore, it is important that we should increase food production without degrading our environment and disturbing the balances maintaining it.
 2021-22
 Hence, there is a need for sustainable practices in agriculture and animal husbandry. Also, simply increasing grain production for storage in warehouses cannot solve the problem of malnutrition and hunger. People should have money to purchase food. Food security depends on both availability of food and access to it. The majority of our population depends on agriculture for their livelihood. Increasing the incomes of people working in agriculture is therefore necessary to combat the problem of hunger. Scientific management practices should be undertaken to obtain high yields from far ms. For sustained livelihood, one should undertake mixed farming, intercropping, and integrated farming practices, for example, combine agriculture with livestock/poultry/fisheries/ bee-keeping. The question thus becomes – how do we increase the yields of crops and livestock?
 Animal husbandry is the scientific management of animal livestock. It includes various aspects such as feeding, breeding and disease control. Animal-based farming includes cattle, goat, sheep, poultry and fish farming. As the population increases and as living standards increase, the demand for milk, eggs and meat is also going up. Also, the growing awareness of the need for humane treatment of livestock has brought in new limitations in livestock farming. Thus, livestock production also needs to be improved.
 "
Define livestock. ,"Livestock includes domesticated animals like cows, buffaloes, sheep, goats, pigs, horses, etc. which are reared for financial gain. Out of all the livestock animals, cow and buffalo are the most important. These are not only used in agricultural operations and transportation, but they also provide milk, meat, hides, dung manure and fuel (in biogas plants).","Animal husbandry is the scientific management of animal livestock. It includes various aspects such as feeding, breeding and disease control. Animal-based farming includes cattle, goat, sheep, poultry and fish farming. As the population increases and as living standards increase, the demand for milk, eggs and meat is also going up. Also, the growing awareness of the need for humane treatment of livestock has brought in new limitations in livestock farming. Thus, livestock production also needs to be improved.
 Proper cleaning and shelter facilities for cows and buffaloes are required for humane farming, for the health of the animals and for production of clean milk as well. Animals require regular brushing to remove dirt and
 loose hair. They should be sheltered under well-ventilated roofed sheds that protect them from rain, heat and cold. The floor of the cattle shed needs to be sloping so as to stay dry and to facilitate cleaning. The food requirements of dairy animals are of two types: (a) maintenance requirement, which is the food required to support the animal to live a healthy life, and (b) milk producing requirement, which is the type of food required during the lactation period. Animal feed includes: (a) roughage, which is largely fibre, and (b) concentrates, which are low in fibre and contain relatively high levels of proteins and other nutrients. Cattle need balanced rations containing all nutrients in proportionate amounts. Besides such nutritious food material, certain feed additives containing micronutrients promote the health and milk output of dairy animals. Cattle suffer from a number of diseases. The diseases, besides causing death, reduce milk production. A healthy animal feeds regularly and has a normal posture. The parasites of cattle may be both external parasites and internal parasites. The external parasites live on the skin and mainly cause skin diseases. The internal parasites like worms, affect stomach and intestine while flukes damage the liver. Infectious diseases are also caused by bacteria and viruses. Vaccinations are given to farm animals against many major viral and bacterial diseases.
 loose hair. They should be sheltered under well-ventilated roofed sheds that protect them from rain, heat and cold. The floor of the cattle shed needs to be sloping so as to stay dry and to facilitate cleaning. The food requirements of dairy animals are of two types: (a) maintenance requirement, which is the food required to support the animal to live a healthy life, and (b) milk producing requirement, which is the type of food required during the lactation period. Animal feed includes: (a) roughage, which is largely fibre, and (b) concentrates, which are low in fibre and contain relatively high levels of proteins and other nutrients. Cattle need balanced rations containing all nutrients in proportionate amounts. Besides such nutritious food material, certain feed additives containing micronutrients promote the health and milk output of dairy animals. Cattle suffer from a number of diseases. The diseases, besides causing death, reduce milk production. A healthy animal feeds regularly and has a normal posture. The parasites of cattle may be both external parasites and internal parasites. The external parasites live on the skin and mainly cause skin diseases. The internal parasites like worms, affect stomach and intestine while flukes damage the liver. Infectious diseases are also caused by bacteria and viruses. Vaccinations are given to farm animals against many major viral and bacterial diseases.
 15.2.2 POULTRY FARMING Poultry farming is undertaken to raise domestic fowl for egg production and chicken meat. Therefore, improved poultry breeds are developed and farmed to produce layers for eggs and broilers for meat. The cross-breeding programmes between Indian (indigenous, for example, Aseel) and foreign (exotic, for example, Leghorn) breeds for variety improvement are focused on to develop new varieties for the following desirable traits— (i) number and quality of chicks;
 "
Define Animal husbandry. Why livestock production needs to be improved ? ,"Animal husbandry can be defined as the science of rearing, feeding, caring, breeding and utilisation of animals. Needs of improving livestock production :  It is required to meet the increasing demands of animal based goods like milk. meat, egg, leather etc.  Animal husbandry sets guidelines for proper management and systematic approach to animal rearing.  It also helps in proper utilisation of animal wastes like animal dung.","Animal husbandry is the scientific management of animal livestock. It includes various aspects such as feeding, breeding and disease control. Animal-based farming includes cattle, goat, sheep, poultry and fish farming. As the population increases and as living standards increase, the demand for milk, eggs and meat is also going up. Also, the growing awareness of the need for humane treatment of livestock has brought in new limitations in livestock farming. Thus, livestock production also needs to be improved.
 "
List any three management practices while designing a shelter for cattle. ,"Layers are the birds, reared for egg production. Limestone is added in their diet to form the shell of eggs Other example : Proteins and roughage  1 + 1 + 1","EGG AND BROILER PRODUCTION Broiler chickens are fed with vitamin-rich supplementary feed for good growth rate and better feed efficiency. Care is taken to avoid mortality and to maintain feathering and carcass quality. They are produced as broilers and sent to market for meat purposes. For good production of poultry birds, good management practices are important. These include maintenance of temperature and hygienic conditions in housing and poultry feed, as well as prevention and control of diseases and pests. The housing, nutritional and environmental requirements of broilers are somewhat different from those of egg layers. IMPROVEMENT
 "
Define macro nutrients and micro nutrients? Write one example of each. ,"Macronutrients are nutrients required in large quantity. e.g., nitrogen. Micronutrients are nutrients required in small quantity. e.g., boron.  1½ + 1½","There are several nutrients essential for crops. Of these, some are required in large quantities and are known as macro-nutrients whereas rest of the nutrients are required in small quantities and are known as micro-nutrients. Manure and fertilizers are the main sources of nutrient supply to crops. 213
 "
Cattles are fed with roughage and concentrates. Why ? Which feed additives are added in the cattle field apart from nutrients ? ,Roughage – to provide fibres. Concentrates – to provide proteins and other nutrients. Food additives – micronutrients to promote health and milk output of dairy animals. ,"There are several nutrients essential for crops. Of these, some are required in large quantities and are known as macro-nutrients whereas rest of the nutrients are required in small quantities and are known as micro-nutrients. Manure and fertilizers are the main sources of nutrient supply to crops. 213
 FOOD RESOURCES
 "
Name the environmental factors related to cultivation practices and crop yield. Explain how they are related to crop yield. ," Weather : Climatic conditions should be favourable for the growth of crops, like duration of sunlight, temperature, rainfall etc.  Soil Quality : All plants require nutrients for their growth. Soil acts as a medium. Soil should be rich in nutrients and should have a balanced pH for the growth of the crops.  Availability of Water : Irrigation should be proper for the better production of crops.","Different crops require different climatic conditions, temperature and photoperiods for their growth and completion of their life cycle. Photoperiods are related to the duration of sunlight. Growth of plants and flowering are dependent on sunlight. As we all know, plants manufacture their food in sunlight by the process of photosynthesis. There are some crops, which are grown in rainy season, called
 "
Explain the ways by which crop-production can be increased. ,"While designing a shelter for cattle we must have a shelter that is :  Well ventilated,  Protects animals from rain, heat and cold,  The floor of the cattle shed needs to be sloping so as to stay dry and facilitate cleaning. 		  1 + 1 + 1","Visit a livestock farm. Note the following: (1) Number of cattle and number of different breeds. (2) The amount of daily milk production from the different breeds.
 Proper cleaning and shelter facilities for cows and buffaloes are required for humane farming, for the health of the animals and for production of clean milk as well. Animals require regular brushing to remove dirt and
 Proper cleaning and shelter facilities for cows and buffaloes are required for humane farming, for the health of the animals and for production of clean milk as well. Animals require regular brushing to remove dirt and
 loose hair. They should be sheltered under well-ventilated roofed sheds that protect them from rain, heat and cold. The floor of the cattle shed needs to be sloping so as to stay dry and to facilitate cleaning. The food requirements of dairy animals are of two types: (a) maintenance requirement, which is the food required to support the animal to live a healthy life, and (b) milk producing requirement, which is the type of food required during the lactation period. Animal feed includes: (a) roughage, which is largely fibre, and (b) concentrates, which are low in fibre and contain relatively high levels of proteins and other nutrients. Cattle need balanced rations containing all nutrients in proportionate amounts. Besides such nutritious food material, certain feed additives containing micronutrients promote the health and milk output of dairy animals. Cattle suffer from a number of diseases. The diseases, besides causing death, reduce milk production. A healthy animal feeds regularly and has a normal posture. The parasites of cattle may be both external parasites and internal parasites. The external parasites live on the skin and mainly cause skin diseases. The internal parasites like worms, affect stomach and intestine while flukes damage the liver. Infectious diseases are also caused by bacteria and viruses. Vaccinations are given to farm animals against many major viral and bacterial diseases.
 loose hair. They should be sheltered under well-ventilated roofed sheds that protect them from rain, heat and cold. The floor of the cattle shed needs to be sloping so as to stay dry and to facilitate cleaning. The food requirements of dairy animals are of two types: (a) maintenance requirement, which is the food required to support the animal to live a healthy life, and (b) milk producing requirement, which is the type of food required during the lactation period. Animal feed includes: (a) roughage, which is largely fibre, and (b) concentrates, which are low in fibre and contain relatively high levels of proteins and other nutrients. Cattle need balanced rations containing all nutrients in proportionate amounts. Besides such nutritious food material, certain feed additives containing micronutrients promote the health and milk output of dairy animals. Cattle suffer from a number of diseases. The diseases, besides causing death, reduce milk production. A healthy animal feeds regularly and has a normal posture. The parasites of cattle may be both external parasites and internal parasites. The external parasites live on the skin and mainly cause skin diseases. The internal parasites like worms, affect stomach and intestine while flukes damage the liver. Infectious diseases are also caused by bacteria and viruses. Vaccinations are given to farm animals against many major viral and bacterial diseases.
 "
State two advantages of composite fish culture. What is the application of hormonal stimulation in fish culture ? ,Advantages of composite fish culture :  It helps to get a variety in fish yield.  Food in the pond gets evenly used up due to different varieties of fish having different food habits present in a pond.  Fish do not compete for food as all type of fish get their kind of food.  Hormonal stimulation ensures the supply of pure fish seed in desired quantities. ,"As marine fish stocks get further depleted, the demand for more fish can only be met by such culture fisheries, a practice called mariculture.
 15.2.3 (ii) INLAND FISHERIES Fresh water resources include canals, ponds, reservoirs and rivers. Brackish water resources, where seawater and fresh water mix together, such as estuaries and lagoons are also important fish reservoirs. While capture fishing is also done in such inland water bodies, the yield is not high. Most fish production from these resources is through aquaculture. Fish culture is sometimes done in combination with a rice crop, so that fish are grown in the water in the paddy field. More intensive fish farming can be done in composite fish culture systems. Both local and imported fish species are used in such systems.
 15.2.3 (ii) INLAND FISHERIES Fresh water resources include canals, ponds, reservoirs and rivers. Brackish water resources, where seawater and fresh water mix together, such as estuaries and lagoons are also important fish reservoirs. While capture fishing is also done in such inland water bodies, the yield is not high. Most fish production from these resources is through aquaculture. Fish culture is sometimes done in combination with a rice crop, so that fish are grown in the water in the paddy field. More intensive fish farming can be done in composite fish culture systems. Both local and imported fish species are used in such systems.
 (e) (f) Fig. 15.6: (a) Catla (b) Silver carp (c) Rohu (d) Grass Carp (e) Mrigal (f) Common Carp
 One problem with such composite fish culture is that many of these fish breed only during monsoon. Even if fish seed is collected from the wild, it can be mixed with that of other species as well. So, a major problem in fish farming is the lack of availability of goodquality seed. To overcome this problem, ways have now been worked out to breed these fish in ponds using hormonal stimulation. This has ensured the supply of pure fish seed in desired quantities.
 uestions 1. How are fish obtained? 2. What are the advantages of composite fish culture?
 "
 Name one indigenous and one exotic breed of domestic fowl.  What are the two main products obtained from raising domestic fowl ?  Name two vitamins that should be included in high amount in poultry feed. ," Indigenous breed — Aseel, Exotic breed — Leghorn.  Egg, chicken meat,  Vitamin A, Vitamin K. ","Fig. 15.3: Indigenous milch breed of cattle
 "
 State two characteristics of an ideal cattle shed.  Cattles are mainly reared for milk or performing agricultural tasks. What are these two categories of cattle known as ?  Name two indigenous breeds of cattle. ," Two characteristics of an ideal cattle shed are : well roofed/well ventilated/sloppy floor (any two)  Milch animals, draught animals.  Red Sindhi, Sahiwal ","Visit a livestock farm. Note the following: (1) Number of cattle and number of different breeds. (2) The amount of daily milk production from the different breeds.
 Proper cleaning and shelter facilities for cows and buffaloes are required for humane farming, for the health of the animals and for production of clean milk as well. Animals require regular brushing to remove dirt and
 Proper cleaning and shelter facilities for cows and buffaloes are required for humane farming, for the health of the animals and for production of clean milk as well. Animals require regular brushing to remove dirt and
 loose hair. They should be sheltered under well-ventilated roofed sheds that protect them from rain, heat and cold. The floor of the cattle shed needs to be sloping so as to stay dry and to facilitate cleaning. The food requirements of dairy animals are of two types: (a) maintenance requirement, which is the food required to support the animal to live a healthy life, and (b) milk producing requirement, which is the type of food required during the lactation period. Animal feed includes: (a) roughage, which is largely fibre, and (b) concentrates, which are low in fibre and contain relatively high levels of proteins and other nutrients. Cattle need balanced rations containing all nutrients in proportionate amounts. Besides such nutritious food material, certain feed additives containing micronutrients promote the health and milk output of dairy animals. Cattle suffer from a number of diseases. The diseases, besides causing death, reduce milk production. A healthy animal feeds regularly and has a normal posture. The parasites of cattle may be both external parasites and internal parasites. The external parasites live on the skin and mainly cause skin diseases. The internal parasites like worms, affect stomach and intestine while flukes damage the liver. Infectious diseases are also caused by bacteria and viruses. Vaccinations are given to farm animals against many major viral and bacterial diseases.
 loose hair. They should be sheltered under well-ventilated roofed sheds that protect them from rain, heat and cold. The floor of the cattle shed needs to be sloping so as to stay dry and to facilitate cleaning. The food requirements of dairy animals are of two types: (a) maintenance requirement, which is the food required to support the animal to live a healthy life, and (b) milk producing requirement, which is the type of food required during the lactation period. Animal feed includes: (a) roughage, which is largely fibre, and (b) concentrates, which are low in fibre and contain relatively high levels of proteins and other nutrients. Cattle need balanced rations containing all nutrients in proportionate amounts. Besides such nutritious food material, certain feed additives containing micronutrients promote the health and milk output of dairy animals. Cattle suffer from a number of diseases. The diseases, besides causing death, reduce milk production. A healthy animal feeds regularly and has a normal posture. The parasites of cattle may be both external parasites and internal parasites. The external parasites live on the skin and mainly cause skin diseases. The internal parasites like worms, affect stomach and intestine while flukes damage the liver. Infectious diseases are also caused by bacteria and viruses. Vaccinations are given to farm animals against many major viral and bacterial diseases.
 "
