question,answer,context
Name of the three major groups of protista.,"The Three major groups of Protista are:0 (i) Protistian algae, (ii) Slime Moulds, (iii) Protozoa.","2.2 KINGDOM PROTISTA All single-celled eukaryotes are placed under Protista, but the boundaries of this kingdom are not well defined. What may be ‘a photosynthetic protistan’ to one biologist may be ‘a plant’ to another. In this book we include Chrysophytes, Dinoflagellates, Euglenoids, Slime moulds and Protozoans under Protista. Members of Protista are primarily aquatic. This kingdom forms a link with the others dealing with plants, animals and fungi. Being eukaryotes, the protistan cell body contains a well defined nucleus and other membrane-bound organelles. Some have flagella or cilia. Protists reproduce asexually and sexually by a process involving cell fusion and zygote formation.
 "
Name any one parasitic protist and a ciliate protist .,Parasitic protist: Trypanosoma Ciliate protists: Paramoecium. ,"Dinoflagellates Euglena Slime mould Paramoecium
 "
Name the organism that causes amoebic dysentery.,Entamoeba histolyitica causes amoebic dysentry.,"their prey by putting out pseudopodia (false feet) as in Amoeba. Marine forms have silica shells on their surface. Some of them such as Entamoeba are parasites. Flagellated protozoans: The members of this group are either free-living or parasitic. They have flagella. The parasitic forms cause diaseases such as sleeping sickness. Example: Trypanosoma. Ciliated protozoans: These are aquatic, actively moving organisms because of the presence of thousands of cilia. They have a cavity (gullet) that opens to the outside of the cell surface. The coordinated movement of rows of cilia causes the water laden with food to be steered into the gullet. Example: Paramoecium (Figure 2.4d). Sporozoans: This includes diverse organisms that have an infectious spore-like stage in their life cycle. The most notorious is Plasmodium (malarial parasite) which causes malaria, a disease which has a staggering effect on human population.
 "
Which protozoan causes malaria?,Plasmodium is a protozoan which causes malaria.,"their prey by putting out pseudopodia (false feet) as in Amoeba. Marine forms have silica shells on their surface. Some of them such as Entamoeba are parasites. Flagellated protozoans: The members of this group are either free-living or parasitic. They have flagella. The parasitic forms cause diaseases such as sleeping sickness. Example: Trypanosoma. Ciliated protozoans: These are aquatic, actively moving organisms because of the presence of thousands of cilia. They have a cavity (gullet) that opens to the outside of the cell surface. The coordinated movement of rows of cilia causes the water laden with food to be steered into the gullet. Example: Paramoecium (Figure 2.4d). Sporozoans: This includes diverse organisms that have an infectious spore-like stage in their life cycle. The most notorious is Plasmodium (malarial parasite) which causes malaria, a disease which has a staggering effect on human population.
 "
Name the major groups of Monera.,The major groups of Monera are: (i) Bacteria (ii) Archaebacteria (iii) Cyanobacteria.,"KINGDOM MONERA
 Bacteria are the sole members of the Kingdom Monera. They are the most abundant micro-organisms. Bacteria occur almost everywhere. Hundreds of bacteria are present in a handful of soil. They also live in extreme habitats such as hot springs, deserts, snow and deep oceans where very few other life forms can survive. Many of them live in or on other organisms as parasites. Bacteria are grouped under four categories based on their shape: the spherical Coccus (pl.: cocci), the rod-shaped Bacillus (pl.: bacilli), the comma-shaped Vibrium (pl.: vibrio) and the spiral Spirillum (pl.: spirilla) (Figure 2.1).
 "
"Name the bacteria which causes Typhoid, Tetanus, Cholera?",(i) Typhoid – Salmonella typhi (ii) Tetanus – Clostridium tetani (iii) Cholera – Vibrio cholerae,"C HAPTER 2 B IOLOGICAL C LASSIFICATION 2.1 Kingdom Monera 2.2 Kingdom Protista 2.3 Kingdom Fungi 2.4 Kingdom Plantae 2.5 Kingdom Animalia 2.6 Viruses, Viroids and Lichens
 "
Name the cell wall material of eubacteria.,Murein or peptidoglycan consisting of polysaccharide cross-linked with short amino acid chains.,"9.5 POLYSACCHARIDES The acid insoluble pellet also has polysaccharides (carbohydrates) as another class of macromolecules. Polysaccharides are long chains of sugars. They are threads (literally a cotton thread) containing different monosaccharides as building blocks. For example, cellulose is a polymeric polysaccharide consisting of only one type of monosaccharide i.e., glucose. Cellulose is a homopolymer. Starch is a variant of this but present as a store house of energy in plant tissues. Animals have another variant called glycogen. Inulin is a polymer of fructose. In a polysaccharide chain (say glycogen), the right end is called the reducing end and the left end is called the non-reducing end. It has branches as shown in the form of a cartoon (Figure 9.2). Starch forms helical secondary structures. In fact, starch can hold I2 molecules in the helical portion. The starch-I2 is blue in colour. Cellulose does not contain complex helices and hence cannot hold I2.
 "
Name the pigments present in photosynthetic bacteria.,The pigments present in photosynthetic bacteria,"These graphs, together, show that most of the photosynthesis takes place in the blue and red regions of the spectrum; some photosynthesis does take place at the other wavelengths of the visible spectrum. Let us see how this happens. Though chlorophyll is the major pigment responsible for trapping light, other thylakoid pigments like chlorophyll b, xanthophylls and carotenoids, which are called accessory pigments, also absorb light and transfer the energy to chlorophyll a. Indeed, they not only enable a wider range of wavelength of incoming light to be utilised for photosyntesis but also protect chlorophyll a from photo-oxidation.
 "
What are heterocysts?,The filamentous blue-green algae possess special large sized cells called heterocysts. These are the sites of nitrogen fixation.,"3.1.1 Chlorophyceae The members of chlorophyceae are commonly called green algae. The plant body may be unicellular, colonial or filamentous. They are usually grass green due to the dominance of pigments chlorophyll a and b. The pigments are localised in definite chloroplasts. The chloroplasts may be discoid, plate-like, reticulate, cup-shaped, spiral or ribbon-shaped in different species. Most of the members have one or more storage bodies called pyrenoids located in the chloroplasts. Pyrenoids contain protein besides starch. Some algae may store food in the form of oil droplets. Green algae usually have a rigid cell wall made of an inner layer of cellulose and an outer layer of pectose. Vegetative reproduction usually takes place by fragmentation or by formation of different types of spores. Asexual reproduction is by flagellated zoospores produced in zoosporangia. The sexual reproduction shows considerable variation in the type and formation of sex cells and it may be isogamous, anisogamous or oogamous. Some commonly found green algae are: Chlamydomonas, Volvox, Ulothrix, Spirogyra and Chara (Figure 3.1a).
 2.1.2 Eubacteria There are thousands of different eubacteria or ‘true bacteria’. They are characterised by the presence of a rigid cell wall, and if motile, a flagellum. The cyanobacteria (also referred to as blue-green algae) have chlorophyll a similar to green plants and are photosynthetic autotrophs (Figure 2.2). The cyanobacteria are unicellular, colonial or filamentous, freshwater/marine or terrestrial algae. The colonies are generally surrounded by gelatinous sheath. They often form blooms in polluted water bodies. Some of these organisms can fix atmospheric nitrogen in specialised cells called heterocysts, e.g., Nostoc and Anabaena. Chemosynthetic autotrophic bacteria oxidise various inorganic substances such as nitrates, nitrites and ammonia and use the released energy for their ATP production. They play a great role in recycling nutrients like nitrogen, phosphorous, iron and sulphur. Heterotrophic bacteria are most abundant in nature. The majority are important decomposers. Many of them have a significant impact on human affairs. They are helpful in making curd from milk, production of antibiotics, fixing nitrogen in legume
 2021-22
 Figure 2.2 A filamentous blue-green algae – Nostoc
 "
What are trichomes?,Each filament of blue-green algae consist of a sheath of mucilage and one or more cellular strands called trichomes.,"3.1.1 Chlorophyceae The members of chlorophyceae are commonly called green algae. The plant body may be unicellular, colonial or filamentous. They are usually grass green due to the dominance of pigments chlorophyll a and b. The pigments are localised in definite chloroplasts. The chloroplasts may be discoid, plate-like, reticulate, cup-shaped, spiral or ribbon-shaped in different species. Most of the members have one or more storage bodies called pyrenoids located in the chloroplasts. Pyrenoids contain protein besides starch. Some algae may store food in the form of oil droplets. Green algae usually have a rigid cell wall made of an inner layer of cellulose and an outer layer of pectose. Vegetative reproduction usually takes place by fragmentation or by formation of different types of spores. Asexual reproduction is by flagellated zoospores produced in zoosporangia. The sexual reproduction shows considerable variation in the type and formation of sex cells and it may be isogamous, anisogamous or oogamous. Some commonly found green algae are: Chlamydomonas, Volvox, Ulothrix, Spirogyra and Chara (Figure 3.1a).
 3.1.2 Phaeophyceae The members of phaeophyceae or brown algae are found primarily in marine habitats. They show great variation in size and form. They range from simple branched, filamentous forms (Ectocarpus) to profusely branched forms as represented by kelps, which may reach a height of 100 metres. They possess chlorophyll a, c, carotenoids and xanthophylls. They vary in colour from olive green to various shades of brown depending upon the amount of the xanthophyll pigment, fucoxanthin present in
 2.1.2 Eubacteria There are thousands of different eubacteria or ‘true bacteria’. They are characterised by the presence of a rigid cell wall, and if motile, a flagellum. The cyanobacteria (also referred to as blue-green algae) have chlorophyll a similar to green plants and are photosynthetic autotrophs (Figure 2.2). The cyanobacteria are unicellular, colonial or filamentous, freshwater/marine or terrestrial algae. The colonies are generally surrounded by gelatinous sheath. They often form blooms in polluted water bodies. Some of these organisms can fix atmospheric nitrogen in specialised cells called heterocysts, e.g., Nostoc and Anabaena. Chemosynthetic autotrophic bacteria oxidise various inorganic substances such as nitrates, nitrites and ammonia and use the released energy for their ATP production. They play a great role in recycling nutrients like nitrogen, phosphorous, iron and sulphur. Heterotrophic bacteria are most abundant in nature. The majority are important decomposers. Many of them have a significant impact on human affairs. They are helpful in making curd from milk, production of antibiotics, fixing nitrogen in legume
 2021-22
 Figure 2.2 A filamentous blue-green algae – Nostoc
 "
Name the pigments present in cyanobacteria.,"The pigments present in cyanobacteria are: Chlorophyll 'a', phycobilin, phycoerythrin and phycocyanin.","2.1.2 Eubacteria There are thousands of different eubacteria or ‘true bacteria’. They are characterised by the presence of a rigid cell wall, and if motile, a flagellum. The cyanobacteria (also referred to as blue-green algae) have chlorophyll a similar to green plants and are photosynthetic autotrophs (Figure 2.2). The cyanobacteria are unicellular, colonial or filamentous, freshwater/marine or terrestrial algae. The colonies are generally surrounded by gelatinous sheath. They often form blooms in polluted water bodies. Some of these organisms can fix atmospheric nitrogen in specialised cells called heterocysts, e.g., Nostoc and Anabaena. Chemosynthetic autotrophic bacteria oxidise various inorganic substances such as nitrates, nitrites and ammonia and use the released energy for their ATP production. They play a great role in recycling nutrients like nitrogen, phosphorous, iron and sulphur. Heterotrophic bacteria are most abundant in nature. The majority are important decomposers. Many of them have a significant impact on human affairs. They are helpful in making curd from milk, production of antibiotics, fixing nitrogen in legume
 "
What are hormogonia?,Blue-green algae multiply asexually by the formation of small segments called hormogonia.,"3.1.1 Chlorophyceae The members of chlorophyceae are commonly called green algae. The plant body may be unicellular, colonial or filamentous. They are usually grass green due to the dominance of pigments chlorophyll a and b. The pigments are localised in definite chloroplasts. The chloroplasts may be discoid, plate-like, reticulate, cup-shaped, spiral or ribbon-shaped in different species. Most of the members have one or more storage bodies called pyrenoids located in the chloroplasts. Pyrenoids contain protein besides starch. Some algae may store food in the form of oil droplets. Green algae usually have a rigid cell wall made of an inner layer of cellulose and an outer layer of pectose. Vegetative reproduction usually takes place by fragmentation or by formation of different types of spores. Asexual reproduction is by flagellated zoospores produced in zoosporangia. The sexual reproduction shows considerable variation in the type and formation of sex cells and it may be isogamous, anisogamous or oogamous. Some commonly found green algae are: Chlamydomonas, Volvox, Ulothrix, Spirogyra and Chara (Figure 3.1a).
 2.1.2 Eubacteria There are thousands of different eubacteria or ‘true bacteria’. They are characterised by the presence of a rigid cell wall, and if motile, a flagellum. The cyanobacteria (also referred to as blue-green algae) have chlorophyll a similar to green plants and are photosynthetic autotrophs (Figure 2.2). The cyanobacteria are unicellular, colonial or filamentous, freshwater/marine or terrestrial algae. The colonies are generally surrounded by gelatinous sheath. They often form blooms in polluted water bodies. Some of these organisms can fix atmospheric nitrogen in specialised cells called heterocysts, e.g., Nostoc and Anabaena. Chemosynthetic autotrophic bacteria oxidise various inorganic substances such as nitrates, nitrites and ammonia and use the released energy for their ATP production. They play a great role in recycling nutrients like nitrogen, phosphorous, iron and sulphur. Heterotrophic bacteria are most abundant in nature. The majority are important decomposers. Many of them have a significant impact on human affairs. They are helpful in making curd from milk, production of antibiotics, fixing nitrogen in legume
 2021-22
 Figure 2.2 A filamentous blue-green algae – Nostoc
 "
What do you mean by plasmodium?,A multinucleate mass of protoplasm of slime moulds which creep like Amoeba is known as plasmodium. ,"2.2.4 Slime Moulds Slime moulds are saprophytic protists. The body moves along decaying twigs and leaves engulfing organic material. Under suitable conditions, they form an aggregation called plasmodium which may grow and spread over several feet. During unfavourable conditions, the plasmodium differentiates and forms fruiting bodies bearing spores at their tips. The spores possess true walls. They are extremely resistant and survive for many years, even under adverse conditions. The spores are dispersed by air currents.
 "
Give two examples of archaebacteria?,Methanogens and thermoacidophiles.  ,"(vi) Cyclostomata and Chondrichthyes
 "
Name the cells that regulates the opening and closing of stomata. ,Plywood industry.,"SOME IMPORTANT FAMILIES
 "
Which meristem leads to growth in length?,"The meristematic regions that arises from root apical meristems are: (i) Protoderm, (ii) Procambium, (iii) Ground meristerm.","Root apical meristem
 Figure 6.1 Apical meristem: (a) Root (b) Shoot
 Root apical meristem occupies the tip of a root while the shoot apical meristem occupies the distant most region of the stem axis. During the formation of leaves and elongation of stem, some cells ‘left behind’ from shoot apical meristem, constitute the axillary bud. Such buds are present in the axils of leaves and are capable of forming a branch or a flower. The meristem which occurs between mature tissues is known as intercalary meristem. They occur in grasses and regenerate parts removed by the grazing herbivores. Both apical meristems and intercalary meristems are primary meristems because they appear early in life of a plant and contribute to the formation of the primary plant body. The meristem that occurs in the mature regions of roots and shoots of many plants, particularly those that produce woody axis and appear later than primary meristem is called the secondary or lateral meristem. They are cylindrical meristems. Fascicular vascular cambium, interfascicular cambium and cork-cambium are examples of lateral meristems. These are responsible for producing the secondary tissues. Following divisions of cells in both primary and as well as secondary meristems, the newly formed cells become structurally and functionally specialised and lose the ability to divide. Such cells are termed permanent or mature cells and constitute the permanent tissues. During the formation of the primary plant body, specific regions of the apical meristem produce dermal tissues, ground tissues and vascular tissues.
 "
From where does the lateral root originate?,Pericycle of mature zone.,"Mature nodule
 Inner cortex and pericycle cells under division
 MATURE CELL
 "
Name the tissues which provides mechanical strength to the plant organs.,Sclerenchyma tissues.,"Figure 6.2 Simple tissues : (a) Parenchyma (b) Collenchyma (c) Sclerenchyma
 6.1.2.1
 Simple Tissues
 "
What is conjunctive tissue?,It is a narrow strip of tissue (parenchyma or sclerenchyma) that lies between xylem and phloem bundles of root.,"All tissues except epidermis and vascular bundles constitute the ground tissue. It consists of simple tissues such as parenchyma, collenchyma and sclerenchyma. Parenchymatous cells are usually present in cortex, pericycle, pith and medullary rays, in the primary stems and roots. In leaves, the ground tissue consists of thin-walled chloroplast containing cells and is called mesophyll.
 "
What is the economic use of phloem fibres?,"They are used for making threads, ropes and coarse textiles.","Collagen fibers fibres
 "
Name the tissue represented by the jute fibres that are used for making the ropes.,Bast fibre (Phloem fibre). ,"Collagen fibers fibres
 "
What are stomata?,Minute pores present on the surface of leaves are called stomata. They are meant for exchange of gases.,"Stomatal Stoma pore
 Striations
 Striations
 "
What are cotton fibres?,Cotton fibres are unicellular epidermal hair of seed of Gossypium sps.,"Capsid Tail fibres
 "
What is a bark?,"Bark is the dead tissue, lying outside the cork cambium.","Cork Cambium
 to phellogen and ultimately these layers die and slough off. Bark is a non-technical term that refers to all tissues exterior to the vascular cambium, therefore including secondary phloem. Bark refers to a number of tissue types, viz., periderm and secondary phloem. Bark that is formed early in the season is called early or soft bark. Towards the end of the season, late or hard bark is formed. Name the various kinds of cell layers which constitute the bark. At certain regions, the phellogen cuts off closely arranged parenchymatous cells on the outer side instead of cork cells. These parenchymatous cells soon rupture the epidermis, forming a lensshaped openings called lenticels. Lenticels permit the exchange of gases between the outer atmosphere and the internal tissue of the stem. These occur in most woody trees (Figure 6.10).
 Epidermis Complimentary cells
 Cork cambium
 "
Define promeristem.,It is a part of apical meristem made up of actively dividing cells and their immediate derivatives.,"Meristematic Tissues
 Growth in plants is largely restricted to specialised regions of active cell division called meristems (Gk. meristos: divided). Plants have different kinds of meristems. The meristems which occur at the tips of roots and shoots and produce primary tissues are called apical meristems (Figure 6.1).
 Root apical meristem occupies the tip of a root while the shoot apical meristem occupies the distant most region of the stem axis. During the formation of leaves and elongation of stem, some cells ‘left behind’ from shoot apical meristem, constitute the axillary bud. Such buds are present in the axils of leaves and are capable of forming a branch or a flower. The meristem which occurs between mature tissues is known as intercalary meristem. They occur in grasses and regenerate parts removed by the grazing herbivores. Both apical meristems and intercalary meristems are primary meristems because they appear early in life of a plant and contribute to the formation of the primary plant body. The meristem that occurs in the mature regions of roots and shoots of many plants, particularly those that produce woody axis and appear later than primary meristem is called the secondary or lateral meristem. They are cylindrical meristems. Fascicular vascular cambium, interfascicular cambium and cork-cambium are examples of lateral meristems. These are responsible for producing the secondary tissues. Following divisions of cells in both primary and as well as secondary meristems, the newly formed cells become structurally and functionally specialised and lose the ability to divide. Such cells are termed permanent or mature cells and constitute the permanent tissues. During the formation of the primary plant body, specific regions of the apical meristem produce dermal tissues, ground tissues and vascular tissues.
 "
Why is the root apical meristem sub-terminal?,Root apical meristem is sub-terminal because of the presence of a protective terminal root cap over it.,"Root apical meristem
 Figure 6.1 Apical meristem: (a) Root (b) Shoot
 Root apical meristem occupies the tip of a root while the shoot apical meristem occupies the distant most region of the stem axis. During the formation of leaves and elongation of stem, some cells ‘left behind’ from shoot apical meristem, constitute the axillary bud. Such buds are present in the axils of leaves and are capable of forming a branch or a flower. The meristem which occurs between mature tissues is known as intercalary meristem. They occur in grasses and regenerate parts removed by the grazing herbivores. Both apical meristems and intercalary meristems are primary meristems because they appear early in life of a plant and contribute to the formation of the primary plant body. The meristem that occurs in the mature regions of roots and shoots of many plants, particularly those that produce woody axis and appear later than primary meristem is called the secondary or lateral meristem. They are cylindrical meristems. Fascicular vascular cambium, interfascicular cambium and cork-cambium are examples of lateral meristems. These are responsible for producing the secondary tissues. Following divisions of cells in both primary and as well as secondary meristems, the newly formed cells become structurally and functionally specialised and lose the ability to divide. Such cells are termed permanent or mature cells and constitute the permanent tissues. During the formation of the primary plant body, specific regions of the apical meristem produce dermal tissues, ground tissues and vascular tissues.
 "
Name two types of parenchyma present in leaf?,Palisade and spongy parenchyma.,"The monocot stem has a sclerenchymatous hypodermis, a large number of scattered vascular bundles, each surrounded by a sclerenchymatous bundle sheath, and a large, conspicuous parenchymatous ground tissue (Figure 6.7b). Vascular bundles are conjoint and closed. Peripheral vascular bundles are generally smaller than the centrally located ones. The phloem parenchyma is absent, and water-containing cavities are present within the vascular bundles.
 6.3.5 Dorsiventral (Dicotyledonous) Leaf The vertical section of a dorsiventral leaf through the lamina shows three main parts, namely, epidermis, mesophyll and vascular system. The epidermis which covers both the upper surface (adaxial epidermis) and lower surface (abaxial epidermis) of the leaf has a conspicuous cuticle. The abaxial epidermis generally bears more stomata than the adaxial epidermis. The latter may even lack stomata. The tissue between the upper and the lower epidermis is called the mesophyll. Mesophyll, which possesses chloroplasts and carry out photosynthesis, is made up of parenchyma. It has two types of cells – the palisade parenchyma and the spongy parenchyma. The adaxially placed palisade parenchyma is made up of elongated cells, which are arranged vertically and parallel to each other. The oval or round and loosely arranged spongy parenchyma is situated below the palisade cells and extends to the lower epidermis. There are numerous large spaces and air cavities between these cells. Vascular system includes vascular bundles, which can be seen in the veins and the midrib. The size of the vascular bundles are dependent on the size of the veins. The veins vary in thickness in the reticulate venation of the dicot leaves. The vascular bundles are surrounded by a layer of thick walled bundle sheath cells. Look at Figure 6.8 (a) and find the position of xylem in the vascular bundle.
 6.3.5 Dorsiventral (Dicotyledonous) Leaf The vertical section of a dorsiventral leaf through the lamina shows three main parts, namely, epidermis, mesophyll and vascular system. The epidermis which covers both the upper surface (adaxial epidermis) and lower surface (abaxial epidermis) of the leaf has a conspicuous cuticle. The abaxial epidermis generally bears more stomata than the adaxial epidermis. The latter may even lack stomata. The tissue between the upper and the lower epidermis is called the mesophyll. Mesophyll, which possesses chloroplasts and carry out photosynthesis, is made up of parenchyma. It has two types of cells – the palisade parenchyma and the spongy parenchyma. The adaxially placed palisade parenchyma is made up of elongated cells, which are arranged vertically and parallel to each other. The oval or round and loosely arranged spongy parenchyma is situated below the palisade cells and extends to the lower epidermis. There are numerous large spaces and air cavities between these cells. Vascular system includes vascular bundles, which can be seen in the veins and the midrib. The size of the vascular bundles are dependent on the size of the veins. The veins vary in thickness in the reticulate venation of the dicot leaves. The vascular bundles are surrounded by a layer of thick walled bundle sheath cells. Look at Figure 6.8 (a) and find the position of xylem in the vascular bundle.
 "
Name the cells that surround vascular bundles in dicot leaf. ,Vascular bundles are surrounded by a bundle sheath of parenchymatous cells.,"The vascular system consists of complex tissues, the phloem and the xylem.The xylem and phloem together constitute vascular bundles (Figure 6.5). In dicotyledonous stems, cambium is present between phloem and xylem. Such vascular bundles because of the presence of cambium possess the ability to form secondary xylem and phloem tissues, and hence are called open vascular bundles. In the monocotyledons, the vascular bundles have no cambium present in them. Hence, since they do not form secondary tissues they are referred to as closed. When xylem and phloem within a vascular bundle are arranged in an alternate manner along the different radii, the arrangement is called radial such as in roots. In conjoint type of vascular bundles, the xylem and phloem are jointly situated along the same radius of vascular bundles. Such vascular bundles are common in stems and leaves. The conjoint vascular bundles usually have the phloem located only on the outer side of xylem.
 6.3 Figure 6.5 Various types of vascular bundles : (a) radial (b) conjoint closed (c) conjoint open
 present on the inner side of the endodermis and above the phloem in the form of semi-lunar patches of sclerenchyma. In between the vascular bundles there are a few layers of radially placed parenchymatous cells, which constitute medullary rays. A large number of vascular bundles are arranged in a ring ; the ‘ring’ arrangement of vascular bundles is a characteristic of dicot stem. Each vascular bundle is conjoint, open, and with endarch protoxylem. A large number of rounded, parenchymatous cells with large intercellular spaces which occupy the central portion of the stem constitute the pith.
 "
Define calyptrogen.,It is a special meristematic region at the end of the root that given rise to cap.,"Regions of the Root
 The root is covered at the apex by a thimble-like structure called the root cap (Figure 5.3). It protects the tender apex of the root as it makes its way through the soil. A few millimetres above the root cap is the region of meristematic activity. The cells of this region are very small, thin-walled and with dense protoplasm. They divide repeatedly. The cells proximal to this region undergo rapid elongation and enlargement and are responsible for the growth of the root in length. This region is called the region of elongation. The cells of the elongation zone gradually differentiate and mature. Hence, this zone, proximal to region of elongation, is called the region of maturation. From this region some of the epidermal cells form very fine and delicate, thread-like structures called root hairs. These root hairs absorb water and minerals from the soil.
 The root is covered at the apex by a thimble-like structure called the root cap (Figure 5.3). It protects the tender apex of the root as it makes its way through the soil. A few millimetres above the root cap is the region of meristematic activity. The cells of this region are very small, thin-walled and with dense protoplasm. They divide repeatedly. The cells proximal to this region undergo rapid elongation and enlargement and are responsible for the growth of the root in length. This region is called the region of elongation. The cells of the elongation zone gradually differentiate and mature. Hence, this zone, proximal to region of elongation, is called the region of maturation. From this region some of the epidermal cells form very fine and delicate, thread-like structures called root hairs. These root hairs absorb water and minerals from the soil.
 5.1.2
 Figure 5.3 The regions of the root-tip
 "
What is quiescent centre?,It is a small region with low mitotic activity in the centre of the root apex.,"Regions of the Root
 The root is covered at the apex by a thimble-like structure called the root cap (Figure 5.3). It protects the tender apex of the root as it makes its way through the soil. A few millimetres above the root cap is the region of meristematic activity. The cells of this region are very small, thin-walled and with dense protoplasm. They divide repeatedly. The cells proximal to this region undergo rapid elongation and enlargement and are responsible for the growth of the root in length. This region is called the region of elongation. The cells of the elongation zone gradually differentiate and mature. Hence, this zone, proximal to region of elongation, is called the region of maturation. From this region some of the epidermal cells form very fine and delicate, thread-like structures called root hairs. These root hairs absorb water and minerals from the soil.
 The root is covered at the apex by a thimble-like structure called the root cap (Figure 5.3). It protects the tender apex of the root as it makes its way through the soil. A few millimetres above the root cap is the region of meristematic activity. The cells of this region are very small, thin-walled and with dense protoplasm. They divide repeatedly. The cells proximal to this region undergo rapid elongation and enlargement and are responsible for the growth of the root in length. This region is called the region of elongation. The cells of the elongation zone gradually differentiate and mature. Hence, this zone, proximal to region of elongation, is called the region of maturation. From this region some of the epidermal cells form very fine and delicate, thread-like structures called root hairs. These root hairs absorb water and minerals from the soil.
 5.1.2
 Figure 5.3 The regions of the root-tip
 "
What are casparian strips?,These are the thickenings of lignin and suberin formed around the anticlinal walls of endodermis to prevent plasmolysis.,"Lumen Thick cell wall
 Lumen Thick cell wall A sclereid
 with intercellular spaces. The innermost layer of the cortex is called endodermis. It comprises a single layer of barrel-shaped cells without any intercellular spaces. The tangential as well as radial walls of the endodermal cells have a deposition of water-impermeable, waxy material suberin in the form of casparian strips. Next to endodermis lies a few layers of thick-walled parenchyomatous cells referred to as pericycle. Initiation of lateral roots and vascular cambium during the secondary growth takes place in these cells. The pith is small or inconspicuous. The parenchymatous cells which lie between the xylem and the phloem are called conjuctive tissue. There are usually two to four xylem and phloem patches. Later, a cambium ring develops between the xylem and phloem. All tissues on the innerside of the endodermis such as pericycle, vascular bundles and pith constitute the stele.
 "
What is an annual ring?,It is also called growth ring. A single growth ring formed each year is called annual ring.,"Annual ring
 "
What is the function of cock in plants?,Cork insulates the tree against heat and cold.,"Cork Cambium
 "
When do you refer a vascular bundle as a closed bundle?,When cambium is absent. ,"Absent
 Absent
 Absent
 Absent
 Absent
 Absent
 Absent
 "
What forms the cambial ring in a dicot stem during the secondary growth?,Fascicular and interfascicular strips of meristems.,"Meristematic Tissues
 "
