question,answer,context
"An organic compound ‘A’ with molecular formula C2H6O gives compound ‘B’ on oxidation with alkaline KMnO4. ‘A’ an heating with conc. H2SO4 gives ‘C’ which on reaction with phosphoric acid and water gives back ‘A’. Compound ‘C’ gives addition product with Br2 and H2. Identify A, B, C and write chemical equations involved.","Since C gives addition reaction with Br2 and H2 and so it is unsaturated hydrocarbon. It gives an alcohol with phosphoric acid and water i.e., CH3CH2OH. So C is ethene. Thus, A is ethanol which on oxidation with alkaline KMnO4 gives ethanoic acid. So we can conclude that A is ethanol, B is ethanoic acid and C is ethene. CH3CH2OH alkaline → CH3COOH (A) KMnO4 (B) conc.H SO CH3CH2OH 443k (A) C 2H 4 (C)                                                          ↓ Phosphoric acid and water CH3CH2OH (A)","(ii) Reaction to give unsaturated hydrocarbon: Heating ethanol at 443 K with excess concentrated sulphuric acid results in the dehydration of ethanol to give ethene – Hot Conc. CH3 − CH2OH   → CH2 = CH2 + H2O H SO 2
 CH3COOC2H5 C2H5OH+CH3COONa (ii) Reaction with a base: Like mineral acids, ethanoic acid reacts with a base such as sodium hydroxide to give a salt (sodium ethanoate or commonly called sodium acetate) and water:
 NaOH + CH3COOH → CH3COONa + H2O How does ethanoic acid react with carbonates and hydrogencarbonates? Let us perform an activity to find out.
 "
"In human, digestion starts in mouth. Which component of food breaks down in mouth ? What is the reason behind it ?","Starch breaks down in mouth, salivary glands present in the mouth secrete saliva. Saliva contains an enzyme called salivary amylase that breaks down starch to give sugar (maltose).","Take 1 mL starch solution (1%) in two test tubes (A and B). Add 1 mL saliva to test tube A and leave both test tubes undisturbed for 20-30 minutes. Now add a few drops of dilute iodine solution to the test tubes. In which test tube do you observe a colour change? What does this indicate about the presence or absence of starch in the two test tubes? What does this tell us about the action of saliva on starch?
 "
Energy and food material are also required by plants. From where do plants fulfill these requirements ?,"Plants obtain energy and food material from inorganic sources in the form of carbon dioxide and water by the process of photosynthesis. During the process of photosynthesis, green plants take in carbon dioxide and water and convert them into carbohydrates and oxygen in the presence of light and chlorophyll. Carbohydrates are utilised for providing energy to the plant.","6.2 NUTRITION When we walk or ride a bicycle, we are using up energy. Even when we are not doing any apparent activity, energy is needed to maintain a state of order in our body. We also need materials from outside in order to grow, develop, synthesise protein and other substances needed in the body. This source of energy and materials is the food we eat. How do living things get their food? The general requirement for energy and materials is common in all organisms, but it is fulfilled in different ways. Some organisms use simple food material obtained from inorganic sources in the form of carbon dioxide and water. These organisms, the autotrophs, include green plants and some bacteria. Other organisms utilise complex substances. These complex substances have to be broken down into simpler ones before they can be used for the upkeep and growth of the body. To achieve this, organisms use bio-catalysts called enzymes. Thus, the heterotrophs survival depends directly or indirectly on autotrophs. Heterotrophic organisms include animals and fungi.
 6.2.1 Autotrophic Nutrition Carbon and energy requirements of the autotrophic organism are fulfilled by photosynthesis. It is the process by which autotrophs take in substances from the outside and convert them into stored forms of energy. This material is taken in the form of carbon dioxide and water which is converted into carbohydrates in the presence of sunlight and chlorophyll. Carbohydrates are utilised for providing energy to the plant. We will study how this takes place in the next section. The carbohydrates which are not used immediately are stored in the form of starch, which serves as the internal energy reserve to be used as and when required by the plant. A somewhat similar situation is seen in us where some of the energy derived from the food we eat is stored in our body in the form of glycogen.
 6.2.1 Autotrophic Nutrition Carbon and energy requirements of the autotrophic organism are fulfilled by photosynthesis. It is the process by which autotrophs take in substances from the outside and convert them into stored forms of energy. This material is taken in the form of carbon dioxide and water which is converted into carbohydrates in the presence of sunlight and chlorophyll. Carbohydrates are utilised for providing energy to the plant. We will study how this takes place in the next section. The carbohydrates which are not used immediately are stored in the form of starch, which serves as the internal energy reserve to be used as and when required by the plant. A somewhat similar situation is seen in us where some of the energy derived from the food we eat is stored in our body in the form of glycogen.
 "
"In a croton leaf, which areas of the leaf contains starch, green or yellow ? Give the reason for your answer.","Green areas of croton leaf contain starch. Starch is formed during the process of photosynthesis which takes place in the presence of chlorophyll. Yellow areas of croton leaf do not contain chlorophyll hence unable to form starch. Green areas contain chlorophyll, hence produce starch.","Figure 6.2 Variegated leaf (a) before and (b) after starch test
 n
 Take a potted plant with variegated leaves – for example, money plant or crotons. Keep the plant in a dark room for three days so that all the starch gets used up. Now keep the plant in sunlight for about six hours. Pluck a leaf from the plant. Mark the green areas in it and trace them on a sheet of paper. Dip the leaf in boiling water for a few minutes. After this, immerse it in a beaker containing alcohol. Carefully place the above beaker in a water-bath and heat till the alcohol begins to boil. What happens to the colour of the leaf? What is the colour of the solution? Now dip the leaf in a dilute solution of iodine for a few minutes. Take out the leaf and rinse off the iodine solution. Observe the colour of the leaf and compare this with the tracing of the leaf done in the beginning (Fig. 6.2). What can you conclude about the presence of starch in various areas of the leaf?
 Take a potted plant with variegated leaves – for example, money plant or crotons. Keep the plant in a dark room for three days so that all the starch gets used up. Now keep the plant in sunlight for about six hours. Pluck a leaf from the plant. Mark the green areas in it and trace them on a sheet of paper. Dip the leaf in boiling water for a few minutes. After this, immerse it in a beaker containing alcohol. Carefully place the above beaker in a water-bath and heat till the alcohol begins to boil. What happens to the colour of the leaf? What is the colour of the solution? Now dip the leaf in a dilute solution of iodine for a few minutes. Take out the leaf and rinse off the iodine solution. Observe the colour of the leaf and compare this with the tracing of the leaf done in the beginning (Fig. 6.2). What can you conclude about the presence of starch in various areas of the leaf?
 "
(i) What prevents the entry of food into trachea while swallowing ? (ii) Why rate of breathing is faster in aquatic animals as compared to terrestrial animals ?,(i) Epiglottis : It covers the opening of wind pipe during swallowing. (ii) Because the amount of dissolved O2 in water is less as compared to the air in atmosphere.,"Since the amount of dissolved oxygen is fairly low compared to the amount of oxygen in the air, the rate of breathing in aquatic organisms is much faster than that seen in terrestrial organisms. Fishes take in water through their mouths and force it past the gills where the dissolved oxygen is taken up by blood. Terrestrial organisms use the oxygen in the atmosphere for respiration. This oxygen is absorbed by different organs in different animals. All these organs have a structure that increases the surface area which is in contact with the oxygen-rich atmosphere. Since the exchange of oxygen and carbon dioxide has to take place across this surface, this surface is very fine and delicate. In order to protect this surface, it is usually placed within the body, so there have to be passages that will take air to this area. In addition, there is a mechanism for moving the air in and out of this area where the oxygen is absorbed. In human beings (Fig. 6.9), air is taken into the body through the nostrils. The air passing through the nostrils is filtered by fine hairs that line the passage. The passage is also lined with mucus which helps in this process. From here, the air passes through the throat and into the lungs. Rings of cartilage are present in the throat. These ensure that the air-passage does not collapse.
 "
How are the alveoli designed to maximise the exchange of gases ?  3,"(i) The alveoli are thin walled and richly supplied with a network of blood vessels to facilitate exchange of gases between blood and the air filled in alveoli. (ii) Alveoli have balloon like structure. Thus, provide maximum surface for exchange of gases.","Within the lungs, the passage divides into smaller and smaller tubes which finally terminate in balloon-like structures which are called alveoli (singular–alveolus). The alveoli provide a surface where the exchange of gases can take place. The walls of the alveoli contain an extensive network of blood-vessels. As we have seen in earlier years, when we breathe in, we lift our ribs and flatten our diaphragm, and the chest cavity becomes larger as a result. Because of this, air is sucked into the lungs and fills the expanded alveoli. The blood brings carbon dioxide from the rest of the body for release into the alveoli, and the oxygen in the alveolar air is taken up by blood in the alveolar blood vessels to be transported to all the cells in the body. During the breathing cycle, when air is taken in and let out, the lungs always contain a residual volume of air so that there is sufficient time for oxygen to be absorbed and for the carbon dioxide to be released. When the body size of animals is large, the diffusion pressure alone cannot take care of oxygen delivery to all parts of the body. Instead, respiratory pigments take up oxygen from the air in the lungs and carry it to tissues which are deficient in oxygen before releasing it. In human beings, the respiratory pigment is haemoglobin which has a very high affinity for oxygen. This pigment is present in the red blood corpuscles. Carbon dioxide is more soluble in water than oxygen is and hence is mostly transported in the dissolved form in our blood.
 "
What constitutes one heart beat ? Is the pulse rate same as heart beat rate ?,"Heart beat is due to the rhythmic contraction and relaxation of heart muscles. One contraction (systole) and one relaxation (diastole) of heart constitute one heartbeat. The pulse rate is same as heart beat rate. The rhythmic contraction of the heart is felt in certain areas like the wrist in the form of pulsations, and this is called pulse rate.","Figure 6.10 Schematic sectional view of the human heart
 Our pump — the heart The heart is a muscular organ which is as big as our fist (Fig. 6.10). Because both oxygen and carbon dioxide have to be transported by the blood, the heart has different chambers to prevent the oxygen-rich blood from mixing with the blood containing carbon dioxide. The carbon dioxide-rich blood has to reach the lungs for the carbon dioxide to be removed, and the oxygenated blood from the lungs has to be brought back to the heart. This oxygen-rich blood is then pumped to the rest of the body. We can follow this process step by step (Fig. 6.11). Oxygen-rich blood from the lungs comes to the thin-walled upper chamber of the heart on the left, the left atrium. The left atrium relaxes when it is collecting this blood. It then contracts, while the next chamber, the left ventricle, relaxes, so that the blood is transferred to it. When the muscular left ventricle contracts in its turn, the blood is pumped out to the body. De-oxygenated blood comes from the body to the upper chamber on the right, the right atrium, as it relaxes. As the right atrium contracts, the corresponding lower chamber, the right ventricle, dilates. This transfers blood to the right ventricle, which in turn pumps it to the lungs for oxygenation. Since ventricles have to pump blood into various organs, they have thicker muscular walls than the atria do. Valves ensure that blood does not flow backwards when the atria or ventricles contract.
 Our pump — the heart The heart is a muscular organ which is as big as our fist (Fig. 6.10). Because both oxygen and carbon dioxide have to be transported by the blood, the heart has different chambers to prevent the oxygen-rich blood from mixing with the blood containing carbon dioxide. The carbon dioxide-rich blood has to reach the lungs for the carbon dioxide to be removed, and the oxygenated blood from the lungs has to be brought back to the heart. This oxygen-rich blood is then pumped to the rest of the body. We can follow this process step by step (Fig. 6.11). Oxygen-rich blood from the lungs comes to the thin-walled upper chamber of the heart on the left, the left atrium. The left atrium relaxes when it is collecting this blood. It then contracts, while the next chamber, the left ventricle, relaxes, so that the blood is transferred to it. When the muscular left ventricle contracts in its turn, the blood is pumped out to the body. De-oxygenated blood comes from the body to the upper chamber on the right, the right atrium, as it relaxes. As the right atrium contracts, the corresponding lower chamber, the right ventricle, dilates. This transfers blood to the right ventricle, which in turn pumps it to the lungs for oxygenation. Since ventricles have to pump blood into various organs, they have thicker muscular walls than the atria do. Valves ensure that blood does not flow backwards when the atria or ventricles contract.
 Oxygen enters the blood in the lungs The separation of the right side and the left side of the heart is useful to keep oxygenated and deoxygenated blood from mixing. Such separation allows a highly efficient supply of oxygen to the body. This is useful in animals that have high energy needs, such as birds and mammals, which constantly use energy to maintain their body temperature. In animals that do not use energy for this purpose, the body temperature depends on the temperature in the environment. Such animals, like amphibians or many reptiles have three-chambered hearts, and tolerate some mixing of the oxygenated and de-oxygenated blood streams. Fishes, on the other hand, have only two chambers to their hearts, and the blood is pumped Figure 6.11 to the gills, is oxygenated there, and passes directly Schematic representation of transport and exchange to the rest of the body. Thus, blood goes only once of oxygen and carbon dioxide through the heart in the fish during one cycle of passage through the body. On the other hand, it goes through the heart twice during each cycle in other vertebrates. This is known as double circulation. Science
 Blood pressure The force that blood exerts against the wall of a vessel is called blood pressure. This pressure is much greater in arteries than in veins. The pressure of blood inside the artery during ventricular systole (contraction) is called systolic pressure and pressure in artery during ventricular diastole (relaxation) is called diastolic pressure. The normal systolic pressure is about 120 mm of Hg and diastolic pressure is 80 mm of Hg.
 "
What is the need of four-chambered heart in mammals while fishes have only two-chambered heart ?,"Mammals need more energy to maintain their body temperature that’s why they have four chambered heart. In the mammal heart, the oxygenated and deoxygenated blood is not allowed to mix, and this is achieved by the separation of the heart into right side and left side. Such a separation of heart provides an efficient method of supplying oxygen to the body. Fish have two chambered heart and oxygenation of blood takes place in the gills and passes directly to the rest of the body.","Our pump — the heart The heart is a muscular organ which is as big as our fist (Fig. 6.10). Because both oxygen and carbon dioxide have to be transported by the blood, the heart has different chambers to prevent the oxygen-rich blood from mixing with the blood containing carbon dioxide. The carbon dioxide-rich blood has to reach the lungs for the carbon dioxide to be removed, and the oxygenated blood from the lungs has to be brought back to the heart. This oxygen-rich blood is then pumped to the rest of the body. We can follow this process step by step (Fig. 6.11). Oxygen-rich blood from the lungs comes to the thin-walled upper chamber of the heart on the left, the left atrium. The left atrium relaxes when it is collecting this blood. It then contracts, while the next chamber, the left ventricle, relaxes, so that the blood is transferred to it. When the muscular left ventricle contracts in its turn, the blood is pumped out to the body. De-oxygenated blood comes from the body to the upper chamber on the right, the right atrium, as it relaxes. As the right atrium contracts, the corresponding lower chamber, the right ventricle, dilates. This transfers blood to the right ventricle, which in turn pumps it to the lungs for oxygenation. Since ventricles have to pump blood into various organs, they have thicker muscular walls than the atria do. Valves ensure that blood does not flow backwards when the atria or ventricles contract.
 Oxygen enters the blood in the lungs The separation of the right side and the left side of the heart is useful to keep oxygenated and deoxygenated blood from mixing. Such separation allows a highly efficient supply of oxygen to the body. This is useful in animals that have high energy needs, such as birds and mammals, which constantly use energy to maintain their body temperature. In animals that do not use energy for this purpose, the body temperature depends on the temperature in the environment. Such animals, like amphibians or many reptiles have three-chambered hearts, and tolerate some mixing of the oxygenated and de-oxygenated blood streams. Fishes, on the other hand, have only two chambers to their hearts, and the blood is pumped Figure 6.11 to the gills, is oxygenated there, and passes directly Schematic representation of transport and exchange to the rest of the body. Thus, blood goes only once of oxygen and carbon dioxide through the heart in the fish during one cycle of passage through the body. On the other hand, it goes through the heart twice during each cycle in other vertebrates. This is known as double circulation. Science
 Oxygen enters the blood in the lungs The separation of the right side and the left side of the heart is useful to keep oxygenated and deoxygenated blood from mixing. Such separation allows a highly efficient supply of oxygen to the body. This is useful in animals that have high energy needs, such as birds and mammals, which constantly use energy to maintain their body temperature. In animals that do not use energy for this purpose, the body temperature depends on the temperature in the environment. Such animals, like amphibians or many reptiles have three-chambered hearts, and tolerate some mixing of the oxygenated and de-oxygenated blood streams. Fishes, on the other hand, have only two chambers to their hearts, and the blood is pumped Figure 6.11 to the gills, is oxygenated there, and passes directly Schematic representation of transport and exchange to the rest of the body. Thus, blood goes only once of oxygen and carbon dioxide through the heart in the fish during one cycle of passage through the body. On the other hand, it goes through the heart twice during each cycle in other vertebrates. This is known as double circulation. Science
 "
"During summer season we drink a lot of water in comparison to winter, yet we pass urine fewer times in summer than in winter. What is the reason behind this fact ?","During summer season, we lose a good amount of water through perspiration to keep our body temperature normal. While in winter, there is no perspiration. That is why, in summer season we drink a lot of water and pass urine fewer times. 3","Provided that the plant has an adequate supply of water, the water which is lost through the stomata is replaced by water from the xylem vessels in the leaf. In fact, evaporation of water molecules from the cells of a leaf creates a suction which pulls water from the xylem cells of roots. The loss of water in the form of vapour from the aerial parts of the plant is known as transpiration. Thus, transpiration helps in the absorption and upward movement of water and minerals dissolved in it from roots to the leaves. It also helps in temperature regulation. The effect of root pressure in transport of water is more important at night. During the day when the stomata are open, the transpiration pull becomes the major driving force in the movement Figure 6.12 of water in the xylem. Movement of water during transpiration in a tree Transport of food and other substances So far we have discussed the transport of water and minerals in plants. Now let us consider how the products of metabolic processes, particularly photosynthesis, are moved from leaves, where they are formed, to other parts of the plant. This transport of soluble products of photosynthesis is called translocation and it occurs in the part of the vascular tissue known as phloem. Besides the products of photosynthesis, the phloem transports amino acids and other substances. These substances are especially delivered to the storage organs of roots, fruits and seeds and to growing organs. The translocation of food and other substances takes place in the sieve tubes with the help of adjacent companion cells both in upward and downward directions. Unlike transport in xylem which can be largely explained by simple physical forces, the translocation in phloem is achieved by utilising
 "
Do the freshwater animals reabsorb water through their excretory system like marine animals ? Justify your answer.,"The freshwater animals do not reabsorb water through their excretory system because in case of fresh water animals, large amount of water is taken up through their skin and mouth. The water content of the body is maintained by getting rid of excess water through excretory system. Marine animals need to conserve water that’s why water is reabsorbed by excretory system in marine animals.","Since the amount of dissolved oxygen is fairly low compared to the amount of oxygen in the air, the rate of breathing in aquatic organisms is much faster than that seen in terrestrial organisms. Fishes take in water through their mouths and force it past the gills where the dissolved oxygen is taken up by blood. Terrestrial organisms use the oxygen in the atmosphere for respiration. This oxygen is absorbed by different organs in different animals. All these organs have a structure that increases the surface area which is in contact with the oxygen-rich atmosphere. Since the exchange of oxygen and carbon dioxide has to take place across this surface, this surface is very fine and delicate. In order to protect this surface, it is usually placed within the body, so there have to be passages that will take air to this area. In addition, there is a mechanism for moving the air in and out of this area where the oxygen is absorbed. In human beings (Fig. 6.9), air is taken into the body through the nostrils. The air passing through the nostrils is filtered by fine hairs that line the passage. The passage is also lined with mucus which helps in this process. From here, the air passes through the throat and into the lungs. Rings of cartilage are present in the throat. These ensure that the air-passage does not collapse.
 "
