question,answer,context
Name one factor which changed urbanisation in the modern world.,Industrialization.,"How rapid was the process of industrialisation? Does industrialisation mean only the growth of factory industries? First: The most dynamic industries in Britain were clearly cotton and metals. Growing at a rapid pace, cotton was the leading sector in the first phase of industrialisation up to the 1840s. After that the iron and steel industry led the way. With the expansion of railways, in England from the 1840s and in the colonies from the 1860s, the demand for iron and steel increased rapidly. By 1873 Britain was exporting iron and steel worth about £ 77 million, double the value of its cotton export.
 "
Name the author of the novel ‘DEBGANER MARTYE AAGAMAN’ .,Durgacharan Ray Ray..,"Fig. 17 – Raja Ritudhwaj rescuing Princess Madalsa from the captivity of demons, print by Ravi Varma. Raja Ravi Varma produced innumerable mythological paintings that were printed at the Ravi Varma Press.
 "
Name the news paper started by Bal Gangadhar Tilak in India in the 19th century. ,‘Kesari’ was the news paper started by the Bal Gangadhar Tilak in India during 19th century. 1 ,"Fig. 16 – Jamsetjee Jeejeebhoy. Jeejeebhoy was the son of a Parsi weaver. Like many others of his time, he was involved in the China trade and shipping. He owned a large fleet of ships, but competition from English and American shippers forced him to sell his ships by the 1850s.
 "
"What did political leaders and reformers like Jyotiba Phule, Gandhiji, B.R. Ambedker and Periyar Ramaswamy oppose ? ","Discrimination against the outcaste groups, caste inequalities.","Discuss Why did various classes and groups of Indians participate in the Civil Disobedience Movement?
 "
Who wrote the autobiography ‘Amar Jiban’ published in 1876 ?,Rash Sundari Debi.,"He was a doyen of modern Assamese literature. Burhi Aair Sadhu (Grandma’s Tales) is among his notable works. He penned the popular song of Assam, ‘O Mor Apunar Desh’ (O’ my beloved land).
 "
When did the first printing press come to India,In the middle of the 16th century.,"Fig. 19 – The trade routes that linked India to the world at the end of the seventeenth century.
 "
Name the first weekly paper published in India.,Bengal Gazette.,"The English language press did not grow in India till quite late even though the English East India Company began to import presses from the late seventeenth century. From 1780, James Augustus Hickey began to edit the Bengal Gazette, a weekly magazine that described itself as ‘a commercial paper open to all, but influenced by none’. So it was private English enterprise, proud of its independence from colonial influence, that began English printing in India. Hickey published a lot of advertisements, including those that related to the import and sale of slaves. But he also Source C published a lot of gossip about the Company’s senior officials in As late as 1768, a William Bolts affixed a notice India. Enraged by this, Governor-General Warren Hastings on a public building in Calcutta: persecuted Hickey, and encouraged the publication of officially ‘To the Public: Mr. Bolts takes this method of informing the public that the want of a printing sanctioned newspapers that could counter the flow of information press in this city being of a great disadvantage in that damaged the image of the colonial government. By the business ... he is going to give the best close of the eighteenth century, a number of newspapers and encouragement to any ... persons who are versed in the business of printing.’ journals appeared in print. There were Indians, too, who began Bolts, however, left for England soon after and to publish Indian newspapers. The first to appear was the weekly nothing came of the promise. Bengal Gazette, brought out by Gangadhar Bhattacharya, who Source was close to Rammohun Roy. 120 2020-21
 "
By whom was the printing press first introduced introduced in India ?,Port Portuguese uguese missionaries.,"PORTUGUESE EAST AFRICA
 Madras Goa Indian Ocean
 Acheh
 Malacca
 "
Name a leader of the Dalits and the association formed by him.,"Dr B.R. Ambedkar, Depressed Classes Association in 1930.","Dr B.R. Ambedkar, who organised the dalits into the Depressed Classes Association in 1930, clashed with Mahatma Gandhi at the second Round Table Conference by demanding separate electorates for dalits. When the British government conceded Ambedkar’s demand, Gandhiji began a fast unto death. He believed that separate electorates for dalits would slow down the process of their integration into society. Ambedkar ultimately accepted Gandhiji’s position and the result was the Poona Pact of September 1932. It gave the Depressed Classes (later to be known as the Schedule Castes) reserved seats in provincial and central legislative councils, but they were to be voted in by the general electorate. The dalit movement, however, continued to be apprehensive of the Congressled national movement. Some of the Muslim political organisations in India were also lukewarm in their response to the Civil Disobedience Movement. After the decline of the Non-Cooperation-Khilafat movement, a large section of Muslims felt alienated from the Congress. From the mid-1920s the Congress came to be more visibly associated with openly Hindu religious nationalist groups like the Hindu Mahasabha. As relations between Hindus and Muslims worsened, each community organised religious processions with militant fervour, provoking Hindu-Muslim communal clashes and riots in various cities. Every riot deepened the distance between the two communities. The Congress and the Muslim League made efforts to renegotiate an alliance, and in 1927 it appeared that such a unity could be forged. The important differences were over the question of representation in the future assemblies that were to be elected. Muhammad Ali 44 2020-21
 "
By whom was the first image of Bharat Mata painted ?,Abanindranath Tagore.,"Fig. 17 – Dwarkanath Tagore. Dwarkanath Tagore believed that India would develop through westernisation and industrialisation. He invested in shipping, shipbuilding, mining, banking, plantations and insurance.
 "
Why had Congress ignored the dalits for long?,For fear of offending the Sanatanis.,"Source B On 6 January 1921, the police in United Provinces fired at peasants near Rae Bareli. Jawaharlal Nehru wanted to go to the place of firing, but was stopped by the police. Agitated and angry, Nehru addressed the peasants who gathered around him. This is how he later described the meeting: ‘They behaved as brave men, calm and unruffled in the face of danger. I do not know how they felt but I know what my feelings were. For a moment my blood was up, non-violence was almost forgotten – but for a moment only. The thought of the great leader, who by God’s goodness has been sent to lead us to victory, came to me, and I saw the kisans seated and standing near me, less excited, more peaceful than I was – and the moment of weakness passed, I spoke to them in all humility on non-violence – I needed the lesson more than they – and they heeded me and peacefully dispersed.’ Quoted in Sarvapalli Gopal, Jawaharlal Nehru: A Biography, Vol. I.
 "
Which Muslim leader was was willing to give up the demand for separate electorates ?,Mohammad Ali Jinnah.,"Fig. 10 – Mahatma Gandhi, Jawaharlal Nehru and Maulana Azad at Sevagram Ashram, Wardha, 1935.
 Jinnah, one of the leaders of the Muslim League, was willing to give up the demand for separate electorates, if Muslims were assured reserved seats in the Central Assembly and representation in proportion to population in the Muslim-dominated provinces (Bengal and Punjab). Negotiations over the question of representation continued but all hope of resolving the issue at the All Parties Conference in 1928 disappeared when M.R. Jayakar of the Hindu Mahasabha strongly opposed efforts at compromise. When the Civil Disobedience Movement started there was thus an atmosphere of suspicion and distrust between communities. Alienated from the Congress, large sections of Muslims could not respond to the call for a united struggle. Many Muslim leaders and intellectuals expressed their concern about the status of Muslims as a minority within India. They feared that the culture and identity of minorities would be submerged under the domination of a Hindu majority. Source D In 1930, Sir Muhammad Iqbal, as president of the Muslim League, reiterated the importance of separate electorates for the Muslims as an important safeguard for their minority political interests. His statement is supposed to have provided the intellectual justification for the Pakistan demand that came up in subsequent years. This is what he said:
 Bandar Abbas Muscat
 "
Why did Gandhiji begin fast unto death when Dr. B.R. Ambedkar demanded separate electorate for Dalits ?,Separate electorate would create divisions in the society.,"4. Why did political leaders differ sharply over the question of separate electorates?
 "
Who was the writer of ‘Vande Matram’? Matram’?,Bankim Chandra Chattopadhyay.,"Fig. 16 – Jamsetjee Jeejeebhoy. Jeejeebhoy was the son of a Parsi weaver. Like many others of his time, he was involved in the China trade and shipping. He owned a large fleet of ships, but competition from English and American shippers forced him to sell his ships by the 1850s.
 Fig. 17 – Dwarkanath Tagore. Dwarkanath Tagore believed that India would develop through westernisation and industrialisation. He invested in shipping, shipbuilding, mining, banking, plantations and insurance.
 Fig. 17 – Dwarkanath Tagore. Dwarkanath Tagore believed that India would develop through westernisation and industrialisation. He invested in shipping, shipbuilding, mining, banking, plantations and insurance.
 "
Who remarked “When “When France sneezes sneezes the rest of Europe catches cold” ? ,Metternich.,"In 1815, representatives of the European powers – Britain, Russia, Prussia and Austria – who had collectively defeated Napoleon, met at Vienna to draw up a settlement for Europe. The Congress was hosted by the Austrian Chancellor Duke Metternich. The delegates 10 2020-21
 WEST PRUSSIA
 IA POSEN
 "
Name the event that mobilised nationalist feelings among the educated elite across Europe in 1830–1848. ,The Greek war of Independence.,"CRETE
 CYPRUS
 An event that mobilised nationalist feelings among the educated elite across Europe was the Greek war of independence. Greece had been part of the Ottoman Empire since the fifteenth century. The growth of revolutionary nationalism in Europe sparked off a struggle for independence amongst the Greeks which began in 1821. Nationalists in Greece got support from other Greeks living in exile and also from many West Europeans who had sympathies for ancient Greek culture. Poets and artists lauded Greece as the cradle of European civilisation and mobilised public opinion to support its struggle against a Muslim empire. The English poet Lord Byron organised funds and later went to fight in the war, where he died of fever in 1824. Finally, the Treaty of Constantinople of 1832 recognised Greece as an independent nation.
 "
Name the Treaty of 1832 that recognised Greece as an independent nation.  Which treaty recognised Greece as an  independent nation ?,The Constantinople Constantinople Treaty. It is also known as the Treaty of Constantinople.,"OTTOMAN EMPIRE
 "
What was the major issue taken up by the liberal nationalists ? ,Freedom of the Press. emerging,"New words
 "
What was the strong demand of the emerging middle classes in Europe during nineteenth  century?[Board century?,The strong demand of the emerging middle classes in Europe was freedom of markets and the abolition of state imposed restructure on the movement of goods and capital.,"In Western and parts of Central Europe the growth of industrial production and trade meant the growth of towns and the emergence of commercial classes whose existence was based on production for the market. Industrialisation began in England in the second half of the eighteenth century, but in France and parts of the German states it occurred only during the nineteenth century. In its wake, new social groups came into being: a working-class population, and middle classes made up of industrialists, businessmen, professionals. In Central and Eastern Europe these groups were smaller in number till late nineteenth century. It was among the educated, liberal middle classes that ideas of national unity following the abolition of aristocratic privileges gained popularity.
 "
Who is referred referred to as the ‘Bretton ‘Bretton Woods twins’ ?,The IMF and the World Bank.,"The Bretton Woods conference established the International Monetary Fund (IMF) to deal with external surpluses and deficits of its member nations. The International Bank for Reconstruction and Development (popularly known as the World Bank) was set up to finance postwar reconstruction. The IMF and the World Bank are referred to as the Bretton Woods institutions or sometimes the Bretton Woods twins. The post-war international economic system is also often described as the Bretton Woods system. The IMF and the World Bank commenced financial operations in 1947. Decision-making in these institutions is controlled by the Western industrial powers. The US has an effective right of veto over key IMF and World Bank decisions.
 "
Name the first European conquered America ?,Spain.,"SPAIN
 SPANISH MOROCCO TUNISIA
 MEDITERRANEAN SEA
 MOROCCO SPANISH SAHARA
 "
From which country did Britain borrow borrow large sums of money during the First World War ?,United States States of America.,"RUSSIAN EMPIRE
 A SS NA
 THURINGIAN STATES
 THURINGIAN STATES
 "
What was ‘Spining Jenny’ ?,A machine which speeded up the spinning process and reduced the labour demands.,"New words Spinning Jenny – Devised by James Hargreaves in 1764, this machine speeded up the spinning process and reduced labour demand. By turning one single wheel a worker could set in motion a number of spindles and spin several threads at the same time.
 3. Explain what is meant by proto-industrialisation.
 Discuss 1. Why did some industrialists in nineteenth-century Europe prefer hand labour over machines?
 "
In which year did the first cotton mill in Bombay  come up ?,1854.,"1858
 "
Where was the first cotton mill set up in India ?,Bombay.,"Bombay
 Madras
 "
Where were most of the large large scale industries located in 1911 ?,Bengal and Bombay Bombay..,"Bombay
 "
Who worked for industrialists to get new recruits ?,Jobber Jobber..,"Getting jobs was always difficult, even when mills multiplied and the demand for workers increased. The numbers seeking work were always more than the jobs available. Entry into the mills was also restricted. Industrialists usually employed a jobber to get new recruits. Very often the jobber was an old and trusted worker. He got people from his village, ensured them jobs, helped them settle in the city and provided them money in times of crisis. The jobber therefore became a person with some authority and power. He began demanding money and gifts for his favour and controlling the lives of workers. The number of factory workers increased over time. However, as you will see, they were a small proportion of the total industrial workforce. Source E Vasant Parkar, who was once a millworker in Bombay, said: ‘The workers would pay the jobbers money to get their sons work in the mill … The mill worker was closely associated with his village, physically and emotionally. He would go home to cut the harvest and for sowing. The Konkani would go home to cut the paddy and the Ghati, the sugarcane. It was an accepted practice for which the mills granted leave.’
 Fig. 20 – A head jobber. Notice how the posture and clothes emphasise the jobber’s position of authority.
 Fig. 20 – A head jobber. Notice how the posture and clothes emphasise the jobber’s position of authority.
 "
Name any one problem faced by cotton weavers in India.,They did not have good quality of cotton.,"3.3 Manchester Comes to India In 1772, Henry Patullo, a Company official, had ventured to say that the demand for Indian textiles could never reduce, since no other nation produced goods of the same quality. Yet by the beginning of the nineteenth century we see the beginning of a long decline of textile exports from India. In 1811-12 piece-goods accounted for 33 per cent of India’s exports; by 1850-51 it was no more than 3 per cent.
 India and the Contemporary World
 Why did this happen? What were its implications? As cotton industries developed in England, industrial groups began worrying about imports from other countries. They pressurised the government to impose import duties on cotton textiles so that Manchester goods could sell in Britain without facing any competition from outside. At the same time industrialists persuaded the East India Company to sell British manufactures in Indian markets as well. Exports of British cotton goods increased dramatically in the early nineteenth century. At the end of the eighteenth century there had been virtually no import of cotton piece-goods into India. But by 1850 cotton piece-goods constituted over 31 per cent of the value of Indian imports; and by the 1870s this figure was over 50 per cent. Cotton weavers in India thus faced two problems at the same time: their export market collapsed, and the local market shrank, being glutted with Manchester imports. Produced by machines at lower costs, the imported cotton goods were so cheap that weavers could not easily compete with them. By the 1850s, reports from most weaving regions of India narrated stories of decline and desolation. By the 1860s, weavers faced a new problem. They could not get sufficient supply of raw cotton of good quality. When the American 92 2020-21
 Certain groups of weavers were in a better position than others to survive the competition with mill industries. Amongst weavers some produced coarse cloth while others wove finer varieties. The coarser cloth was bought by the poor and its demand fluctuated violently. In times of bad harvests and famines, when the rural poor had little to eat, and their cash income disappeared, they could not possibly buy cloth. The demand for the finer varieties bought by the well-to-do was more stable. The rich could buy these even when the poor starved. Famines did not affect the sale of Banarasi or Baluchari saris. Moreover, as you have seen, mills could not imitate specialised weaves. Saris with woven borders, or the famous lungis and handkerchiefs of Madras, could not be easily displaced by mill production. Weavers and other craftspeople who continued to expand production through the twentieth century, did not necessarily prosper. They lived hard lives and worked long hours. Very often the entire household – including all the women and children – had to work at various stages of the production process. But they were not simply remnants of past times in the age of factories. Their life and labour was integral to the process of industrialisation.
 "
Write down any one duty of Gomasthas ?,Supervising weavers.,"Fig. 14 – A weaver at work, Gujarat.
 Portuguese as well as the local traders competed in the market to secure woven cloth. So the weaver and supply merchants could bargain and try selling the produce to the best buyer. In their letters back to London, Company officials continuously complained of difficulties of supply and the high prices. However, once the East India Company established political power, it could assert a monopoly right to trade. It proceeded to develop a system of management and control that would eliminate competition, control costs, and ensure regular supplies of cotton and silk goods. This it did through a series of steps. First: the Company tried to eliminate the existing traders and brokers connected with the cloth trade, and establish a more direct control over the weaver. It appointed a paid servant called the gomastha to supervise weavers, collect supplies, and examine the quality of cloth.
 As loans flowed in and the demand for fine textiles expanded, weavers eagerly took the advances, hoping to earn more. Many weavers had small plots of land which they had earlier cultivated along with weaving, and the produce from this took care of their family needs. Now they had to lease out the land and devote all their time to weaving. Weaving, in fact, required the labour of the entire family, with children and women all engaged in different stages of the process. Soon, however, in many weaving villages there were reports of clashes between weavers and gomasthas. Earlier supply merchants had very often lived within the weaving villages, and had a close relationship with the weavers, looking after their needs and helping them in times of crisis. The new gomasthas were outsiders, with no long-term social link with the village. They acted arrogantly, marched into villages with sepoys and peons, and punished weavers for delays in supply – often beating and flogging them. The weavers lost the space to bargain for prices and sell to different buyers: the price they received from the Company was miserably low and the loans they had accepted tied them to the Company.
 d) The East India Company appointed gomasthas to supervise weavers in India.
 "
When did the exports of British cotton goods increase dramatically ?,In the early 19th century.,"Fig. 10 – Map of colonial Africa at the end of the nineteenth century.
 "
What was the paid servant whom the company appointed to supervise weavers called ?,Gomastha.,"Macha
 Masulipatam
 d) The East India Company appointed gomasthas to supervise weavers in India.
 "
